Team,Total Matches With,Wins With,Losses With,Wins Against,Losses Against,Delta Against,Delta With
7614,2,0,1,1,0,1,-1
6875,3,0,1,1,1,0,-1
188,2,1,0,0,1,-1,1
7721,1,0,0,0,1,-1,0
6140,2,0,1,0,1,-1,-1
4976,2,1,0,1,0,1,1
7480,2,1,0,1,0,1,1
6514,3,0,1,1,1,0,-1
3739,1,0,0,1,0,1,0
6867,2,1,0,0,1,-1,1
907,2,0,1,1,0,1,-1
6987,1,0,0,1,0,1,0
7800,2,0,0,2,0,2,0
4907,3,1,0,1,1,0,1
6135,2,1,0,0,1,-1,1
6110,1,0,0,1,0,1,0
5885,1,0,0,1,0,1,0
8081,1,0,1,0,0,0,-1
6323,2,0,1,0,1,-1,-1
4946,1,0,0,0,1,-1,0
3161,2,0,1,0,1,-1,-1
2200,3,0,0,0,3,-3,0
1374,2,1,0,1,0,1,1
4039,2,1,0,0,1,-1,1
7564,1,0,0,1,0,1,0
2994,2,0,0,1,1,0,0
8089,2,1,0,1,0,1,1
7603,1,0,1,0,0,0,-1
6141,1,0,1,0,0,0,-1
8072,2,1,0,0,1,-1,1
7735,1,0,1,0,0,0,-1
610,2,0,1,1,0,1,-1
2609,2,1,0,0,1,-1,1
4476,1,1,0,0,0,0,1
