Team,Total Matches With,Wins With,Losses With,Wins Against,Losses Against,Delta Against,Delta With
469,14,8,2,1,3,-2,6
2041,10,8,2,0,0,0,6
177,2,0,0,0,2,-2,0
67,2,0,0,0,2,-2,0
294,3,0,0,1,2,-1,0
3357,2,0,0,2,0,2,0
233,2,0,0,2,0,2,0
254,2,0,0,2,0,2,0
1986,3,1,0,2,0,2,1
1676,3,1,0,2,0,2,1
1421,3,0,0,3,0,3,0
368,2,0,0,2,0,2,0
1732,3,0,0,3,0,3,0
1511,2,0,0,2,0,2,0
231,1,0,1,0,0,0,-1
288,1,0,1,0,0,0,-1
888,2,0,0,1,1,0,0
111,2,0,0,1,1,0,0
3145,1,1,0,0,0,0,1
2992,1,0,0,1,0,1,0
40,1,0,0,1,0,1,0
48,1,0,0,1,0,1,0
1391,1,1,0,0,0,0,1
126,1,1,0,0,0,0,1
2630,1,0,0,1,0,1,0
537,2,0,0,2,0,2,0
3230,1,0,0,1,0,1,0
2667,1,1,0,0,0,0,1
3234,1,1,0,0,0,0,1
1379,1,0,0,1,0,1,0
440,1,0,0,1,0,1,0
115,1,0,0,1,0,1,0
88,1,1,0,0,0,0,1
27,3,1,0,2,0,2,1
2865,1,0,0,1,0,1,0
3405,2,1,0,1,0,1,1
573,2,2,0,0,0,0,2
223,1,0,0,1,0,1,0
1350,1,0,0,1,0,1,0
171,1,1,0,0,0,0,1
1747,2,0,1,1,0,1,-1
3339,1,0,0,1,0,1,0
1980,1,0,0,1,0,1,0
3271,1,1,0,0,0,0,1
931,1,1,0,0,0,0,1
2345,1,0,0,1,0,1,0
597,1,0,0,1,0,1,0
291,1,0,0,1,0,1,0
2583,1,1,0,0,0,0,1
75,1,1,0,0,0,0,1
692,1,0,0,1,0,1,0
340,1,0,0,1,0,1,0
1334,8,2,0,6,0,6,2
296,9,8,0,1,0,1,8
2337,1,1,0,0,0,0,1
1126,1,0,0,1,0,1,0
1251,1,0,0,1,0,1,0
1649,1,0,0,1,0,1,0
2612,2,0,0,2,0,2,0
141,3,0,0,3,0,3,0
1086,9,5,3,0,1,-1,2
2056,26,19,3,4,0,4,16
330,2,0,0,0,2,-2,0
359,3,0,0,1,2,-1,0
399,1,0,0,1,0,1,0
830,1,0,0,1,0,1,0
217,2,0,0,2,0,2,0
1538,2,0,0,2,0,2,0
2826,1,0,0,1,0,1,0
1640,1,1,0,0,0,0,1
148,1,1,0,0,0,0,1
1714,1,0,0,1,0,1,0
118,1,0,0,1,0,1,0
1718,4,0,0,3,1,2,0
1501,1,0,1,0,0,0,-1
93,1,0,0,0,1,-1,0
3176,1,0,0,0,1,-1,0
2949,4,0,0,2,2,0,0
494,1,1,0,0,0,0,1
1675,1,1,0,0,0,0,1
2481,1,0,0,1,0,1,0
2062,1,0,0,1,0,1,0
68,1,0,0,1,0,1,0
116,1,1,0,0,0,0,1
1720,1,1,0,0,0,0,1
1730,1,0,0,1,0,1,0
107,1,0,1,0,0,0,-1
2081,1,0,1,0,0,0,-1
70,2,0,0,1,1,0,0
1327,1,0,0,0,1,-1,0
1902,1,1,0,0,0,0,1
45,1,1,0,0,0,0,1
1741,1,0,0,1,0,1,0
343,1,0,0,1,0,1,0
1108,1,0,0,1,0,1,0
1018,1,1,0,0,0,0,1
33,4,1,0,2,1,1,1
1625,1,0,0,1,0,1,0
1024,1,0,0,1,0,1,0
2771,1,1,0,0,0,0,1
51,2,0,0,1,1,0,0
1547,7,7,0,0,0,0,7
1310,8,1,1,6,0,6,0
2505,6,1,0,5,0,5,1
188,3,0,0,3,0,3,0
1535,5,1,0,4,0,4,1
2935,3,0,0,3,0,3,0
3360,2,1,0,1,0,1,1
2994,1,1,0,0,0,0,1
2634,1,0,0,1,0,1,0
1241,1,0,0,1,0,1,0
1221,2,1,0,1,0,1,1
865,1,1,0,0,0,0,1
1053,1,0,0,1,0,1,0
1325,1,0,0,1,0,1,0
886,1,0,0,1,0,1,0
772,3,2,0,1,0,1,2
1565,3,2,0,1,0,1,2
907,2,1,0,1,0,1,1
854,3,1,0,2,0,2,1
2702,5,2,0,3,0,3,2
771,4,1,0,3,0,3,1
3382,1,0,0,1,0,1,0
3117,1,0,0,1,0,1,0
1404,4,1,0,3,0,3,1
1075,3,1,0,2,0,2,1
2852,1,0,0,1,0,1,0
1846,1,0,0,1,0,1,0
919,1,1,0,0,0,0,1
2625,4,1,0,3,0,3,1
2198,1,0,0,1,0,1,0
1514,1,0,0,1,0,1,0
781,6,2,0,3,1,2,2
2185,3,1,0,2,0,2,1
1305,5,0,0,5,0,5,0
1815,1,1,0,0,0,0,1
3386,1,1,0,0,0,0,1
1605,1,1,0,0,0,0,1
2809,5,1,0,4,0,4,1
2670,1,0,1,0,0,0,-1
1312,1,0,0,0,1,-1,0
63,8,7,0,0,1,-1,7
117,7,7,0,0,0,0,7
1279,3,1,0,2,0,2,1
2656,4,1,0,3,0,3,1
3138,4,1,0,3,0,3,1
1249,5,2,0,3,0,3,2
433,3,1,0,2,0,2,1
1708,6,0,1,5,0,5,-1
451,1,1,0,0,0,0,1
1038,1,1,0,0,0,0,1
2252,1,0,0,1,0,1,0
1990,3,1,0,2,0,2,1
1317,2,1,0,1,0,1,1
337,4,1,0,3,0,3,1
2614,3,0,0,3,0,3,0
3260,4,0,0,4,0,4,0
3193,2,1,0,1,0,1,1
222,2,1,0,1,0,1,1
2279,1,1,0,0,0,0,1
2641,5,0,0,4,1,3,0
128,2,1,0,0,1,-1,1
2603,3,0,0,3,0,3,0
306,2,1,0,1,0,1,1
2051,2,0,1,1,0,1,-1
3062,3,1,0,2,0,2,1
2618,1,0,0,1,0,1,0
1503,4,2,0,2,0,2,2
1743,2,1,0,1,0,1,1
2544,1,0,0,1,0,1,0
3190,4,1,0,3,0,3,1
1219,3,1,0,2,0,2,1
2200,2,0,0,2,0,2,0
1000,1,1,0,0,0,0,1
3396,3,1,0,2,0,2,1
3161,3,1,0,2,0,2,1
1246,2,1,0,1,0,1,1
843,4,0,0,4,0,4,0
2361,2,1,0,1,0,1,1
610,1,0,0,1,0,1,0
2609,1,0,0,1,0,1,0
