Team,Total Matches With,Wins With,Losses With,Wins Against,Losses Against,Delta Against,Delta With
5516,5,2,2,0,1,-1,0
987,5,2,2,1,0,1,0
1986,2,0,0,0,2,-2,0
4613,3,0,0,0,3,-3,0
6706,3,1,0,0,2,-2,1
9079,1,0,1,0,0,0,-1
5522,1,0,1,0,0,0,-1
1772,3,0,0,2,1,1,0
9067,1,0,0,0,1,-1,0
9090,1,0,0,0,1,-1,0
9013,1,1,0,0,0,0,1
9071,1,1,0,0,0,0,1
9069,1,0,0,1,0,1,0
4953,1,0,0,1,0,1,0
9064,1,0,0,1,0,1,0
6771,1,1,0,0,0,0,1
6354,1,0,0,1,0,1,0
9068,1,0,0,1,0,1,0
5445,1,0,1,0,0,0,-1
9085,1,0,1,0,0,0,-1
6353,1,0,0,0,1,-1,0
6399,1,0,0,0,1,-1,0
6356,1,0,1,0,0,0,-1
6392,1,0,1,0,0,0,-1
9059,1,0,0,0,1,-1,0
6386,1,0,0,0,1,-1,0
6393,1,0,1,0,0,0,-1
9047,1,0,1,0,0,0,-1
6487,1,0,0,0,1,-1,0
9066,1,0,0,0,1,-1,0
6304,1,0,0,0,1,-1,0
2204,1,0,1,0,0,0,-1
9082,1,0,1,0,0,0,-1
5451,1,0,0,0,1,-1,0
9075,1,0,0,0,1,-1,0
9078,1,0,0,0,1,-1,0
5453,2,0,0,2,0,2,0
5823,2,0,0,2,0,2,0
6514,2,0,1,1,0,1,-1
3560,3,0,1,2,0,2,-1
2706,3,0,0,0,3,-3,0
865,3,1,0,0,2,-2,1
1241,5,2,0,0,3,-3,2
1325,3,0,2,1,0,1,-2
4357,3,0,1,2,0,2,-1
4976,3,0,1,0,2,-2,-1
5680,3,0,1,1,1,0,-1
5406,5,1,0,1,3,-2,1
3543,1,0,1,0,0,0,-1
4248,3,0,1,1,1,0,-1
4001,2,0,0,1,1,0,0
5324,3,1,0,1,1,0,1
4920,1,0,1,0,0,0,-1
1334,2,0,1,0,1,-1,-1
1285,4,0,0,0,4,-4,0
5885,2,1,0,0,1,-1,1
4783,3,1,0,2,0,2,1
4152,2,1,0,0,1,-1,1
1374,3,0,1,2,0,2,-1
4946,2,1,0,0,1,-1,1
4618,5,1,0,1,3,-2,1
3756,1,1,0,0,0,0,1
2994,3,1,1,1,0,1,0
4308,3,0,1,2,0,2,-1
6336,2,1,0,1,0,1,1
5870,1,0,0,1,0,1,0
6513,1,1,0,0,0,0,1
4343,9,3,5,0,1,-1,-2
2013,2,1,0,0,1,-1,1
5519,1,0,0,0,1,-1,0
746,7,2,4,1,0,1,-2
1310,6,1,1,2,2,0,0
5834,4,0,1,2,1,1,-1
6009,5,0,0,2,3,-1,0
5428,2,0,1,1,0,1,-1
1246,4,0,0,0,4,-4,0
6070,6,0,0,0,6,-6,0
854,2,1,0,0,1,-1,1
3683,1,0,0,1,0,1,0
5031,1,0,0,0,1,-1,0
5036,2,0,1,0,1,-1,-1
4917,1,0,0,0,1,-1,0
6632,1,0,1,0,0,0,-1
4939,2,0,1,0,1,-1,-1
4678,1,0,0,0,1,-1,0
1075,1,0,0,0,1,-1,0
2708,1,0,0,1,0,1,0
773,2,0,1,1,0,1,-1
5288,1,0,1,0,0,0,-1
1360,1,0,0,0,1,-1,0
2386,2,0,1,0,1,-1,-1
2702,2,0,1,1,0,1,-1
5409,2,0,1,1,0,1,-1
6481,1,1,0,0,0,0,1
2852,1,1,0,0,0,0,1
6339,2,0,1,0,1,-1,-1
4907,2,1,0,0,1,-1,1
4951,2,1,0,0,1,-1,1
6387,3,1,0,1,1,0,1
6046,1,0,0,1,0,1,0
4777,1,0,0,1,0,1,0
4902,1,0,1,0,0,0,-1
6725,2,0,1,1,0,1,-1
4039,1,0,0,0,1,-1,0
6323,1,1,0,0,0,0,1
4992,1,0,0,1,0,1,0
4943,2,0,1,1,0,1,-1
4519,1,0,1,0,0,0,-1
188,2,0,1,0,1,-1,-1
907,2,0,1,0,1,-1,-1
6342,2,0,1,0,1,-1,-1
3161,2,0,1,1,0,1,-1
3571,1,0,0,1,0,1,0
6537,1,0,1,0,0,0,-1
2200,1,0,0,0,1,-1,0
6330,1,0,0,0,1,-1,0
