Team,Total Matches With,Wins With,Losses With,Wins Against,Losses Against,Delta Against,Delta With
7022,2,0,1,0,1,-1,-1
7722,2,1,0,0,1,-1,1
7558,10,2,0,3,5,-2,2
9992,2,0,0,2,0,2,0
9993,2,0,0,2,0,2,0
9991,2,0,0,2,0,2,0
9995,3,0,1,1,1,0,-1
9994,2,0,1,1,0,1,-1
9996,2,0,1,1,0,1,-1
7509,8,1,1,4,2,2,0
7623,5,0,2,1,2,-1,-2
2405,2,0,0,1,1,0,0
6977,1,1,0,0,0,0,1
7603,3,1,1,0,1,-1,0
7902,4,0,2,1,1,0,-2
7723,1,0,0,1,0,1,0
6544,4,1,0,3,0,3,1
6881,2,0,1,0,1,-1,-1
6331,4,1,0,3,0,3,1
7757,9,1,2,3,3,0,-1
6875,2,0,0,2,0,2,0
7800,1,0,1,0,0,0,-1
8764,6,1,1,0,4,-4,0
6162,1,0,1,0,0,0,-1
8729,7,1,2,3,1,2,-1
8089,10,2,2,4,2,2,0
8789,3,0,1,2,0,2,-1
8765,2,0,1,1,0,1,-1
8884,2,0,0,0,2,-2,0
7659,5,0,2,1,2,-1,-2
8850,2,0,1,1,0,1,-1
8574,1,0,0,1,0,1,0
9062,3,0,1,2,0,2,-1
8081,1,0,0,0,1,-1,0
7712,2,1,1,0,0,0,0
9098,4,0,1,1,2,-1,-1
8349,6,0,4,1,1,0,-4
7476,7,0,2,4,1,3,-2
9113,1,0,0,1,0,1,0
6866,1,0,1,0,0,0,-1
9127,3,0,2,0,1,-1,-2
8731,2,0,1,0,1,-1,-1
9678,1,0,1,0,0,0,-1
7475,1,0,1,0,0,0,-1
9785,3,1,0,0,2,-2,1
9782,1,0,0,1,0,1,0
9575,2,0,1,1,0,1,-1
9263,2,0,1,0,1,-1,-1
9580,2,0,1,0,1,-1,-1
