Team,Total Matches With,Wins With,Losses With,Wins Against,Losses Against,Delta Against,Delta With
771,2,1,0,0,1,-1,1
4917,5,1,0,3,1,2,1
4519,6,2,0,3,1,2,2
5032,2,1,0,1,0,1,1
1334,1,1,0,0,0,0,1
5288,8,6,1,1,0,1,5
4940,2,0,0,2,0,2,0
772,3,0,0,3,0,3,0
3530,2,1,0,1,0,1,1
4936,3,1,0,2,0,2,1
451,3,1,0,2,0,2,1
3560,1,1,0,0,0,0,1
4932,2,1,0,1,0,1,1
4814,3,1,0,2,0,2,1
4922,2,0,0,2,0,2,0
4920,1,0,0,1,0,1,0
3117,2,1,0,1,0,1,1
2252,1,0,0,1,0,1,0
4903,1,1,0,0,0,0,1
4921,1,1,0,0,0,0,1
141,1,0,0,1,0,1,0
4923,1,0,0,1,0,1,0
5221,1,1,0,0,0,0,1
4595,1,0,0,1,0,1,0
296,1,0,0,1,0,1,0
5024,3,1,0,2,0,2,1
1846,1,1,0,0,0,0,1
2809,1,1,0,0,0,0,1
4716,1,0,0,1,0,1,0
4938,1,0,0,1,0,1,0
4015,1,0,0,1,0,1,0
