Team,Total Matches With,Wins With,Losses With,Wins Against,Losses Against,Delta Against,Delta With
863,1,0,1,0,0,0,-1
188,1,0,0,0,1,-1,0
639,1,0,0,0,1,-1,0
229,1,0,1,0,0,0,-1
854,1,0,0,0,1,-1,0
610,1,0,0,0,1,-1,0
291,1,1,0,0,0,0,1
772,1,0,0,1,0,1,0
296,1,0,0,1,0,1,0
247,1,1,0,0,0,0,1
914,1,0,0,1,0,1,0
48,1,0,0,1,0,1,0
776,1,0,1,0,0,0,-1
5,1,0,0,0,1,-1,0
11,1,0,0,0,1,-1,0
912,1,1,0,0,0,0,1
913,1,0,0,1,0,1,0
641,1,0,0,1,0,1,0
907,1,0,1,0,0,0,-1
222,1,0,0,0,1,-1,0
758,1,0,0,0,1,-1,0
233,1,1,0,0,0,0,1
885,1,0,0,1,0,1,0
378,1,0,0,1,0,1,0
919,1,0,1,0,0,0,-1
891,1,0,0,0,1,-1,0
276,1,0,0,0,1,-1,0
