Team,Elo Rating for Bonus RPs
frc3815,3355.8560710139695
frc8866,3969.145309684064
frc832,3357.7119391460374
frc5219,-2904.7097606185685
frc8761,191.22824438763374
frc8865,-527.6119534528059
frc5934,3970.193009000642
frc111,7748.762201712972
frc2451,2764.866540654137
frc694,5832.602892836711
frc2338,8257.329910131206
frc4327,6505.261773669237
frc8096,2184.483558315637
frc3488,192.53593845748264
frc3061,7749.773708243633
frc930,7215.0970631119835
frc1625,4588.812224046025
frc1781,4589.12290525638
frc379,2766.3535187150756
frc3067,193.64245922404334
frc3352,-526.586506005213
frc8029,3360.70553394611
frc3734,-1295.8129148992923
frc7460,6500.376389087673
frc112,3972.8731506481026
frc3390,2768.534770629075
frc1739,194.85908365422523
frc8122,3363.0369990132626
frc5822,2187.6482648745537
frc48,6505.361511656044
frc4645,3363.887992458977
frc2358,2188.718637835028
frc8802,4589.766311053434
frc2151,-1295.6553952299246
frc2022,195.87902132757085
frc7560,-2904.5979742406466
frc2013,3975.2082702561765
frc2830,4590.348829448902
frc2506,3365.667771265548
frc9082,2189.726199585838
frc677,1572.7380890613238
frc3110,-1295.497625136803
frc8880,-4547.1668855832695
frc5125,3366.459714374952
frc4702,-2904.4878100873384
frc4787,2775.2779610943644
frc3695,196.86941271461524
frc7237,-1295.3401374021544
frc6651,-1295.1880566412274
frc806,909.2203001028105
frc5148,198.27213368653966
frc2077,199.16576565020117
frc5603,5852.495448509876
frc5166,5220.811813195358
frc1718,6515.9677623159805
frc494,6708.12131190102
frc5612,5853.405377599627
frc1684,6520.37690714518
frc68,5221.156395766668
frc4779,3379.891198244945
frc314,7174.165663869477
frc3667,3978.14064595744
frc6098,3369.9947911772374
frc5235,9058.263191820251
frc2604,4592.979932623955
frc5114,6511.443236741421
frc247,-1295.0270015748315
frc5562,-2904.3740823600497
frc8426,4593.211399411004
frc3568,-3738.941857880968
frc5517,1573.8445782216972
frc2137,2192.470740262302
frc7762,911.176984323715
frc7192,-523.8214767823541
frc1076,912.0245623646807
frc3098,6511.243455677223
frc5150,1576.0275283480528
frc3534,3980.788303392332
frc9237,913.5905773806618
frc5860,6511.01592276144
frc6085,201.58031992504178
frc4961,-2106.5559662466835
frc5183,-3738.862779436614
frc5533,-2903.9221805888596
frc7772,914.5204649198807
frc5046,2778.6861191969556
frc830,-1294.4903003077468
frc453,915.2776760882289
frc51,7789.858825832899
frc3536,4593.802250706933
frc5560,2194.7355297839204
frc4983,8715.029983588161
frc5907,3982.0696682341554
frc1481,4594.333748399391
frc3618,8266.380548911171
frc3655,7175.057467502486
frc1322,203.3140319452269
frc5702,204.10135210208216
frc6548,2780.0752411853778
frc2246,916.3170667612683
frc6078,5856.714548279032
frc5567,-522.3226202286338
frc8374,2196.603414818256
frc9241,205.45663458895947
frc7254,206.18016997818913
frc5674,1579.6326146127817
frc8873,-1294.034187049106
frc5704,-2903.8108538967945
frc5708,-1293.8832943168986
frc3773,2197.804767539088
frc7195,-1293.7331711380184
frc8424,2198.6436994531623
frc9203,206.89150747041185
frc5234,-2104.6648627319914
frc5530,918.2482355741172
frc6002,5856.253527435956
frc2767,7754.827749685419
frc3620,4011.9354809864626
frc5152,5243.076027109136
frc5675,3374.4516315441315
frc4776,2784.027548380894
frc5712,3985.3937063618846
frc74,8715.088754413551
frc5462,9063.304534572437
frc5927,2784.2933051725863
frc1940,7174.922418504313
frc3875,2201.3478447541693
frc5610,-1293.4863733119214
frc4325,3985.8411398219005
frc6588,-520.5974088046053
frc5056,1583.3242384000011
frc5843,5856.518181989881
frc5182,-1293.0516839803672
frc8126,2202.4667315239153
frc5623,2203.2235909951237
frc5110,208.17083195454336
frc7814,-2903.468828750595
frc3604,6548.907950662576
frc5982,1585.8047055151044
frc5980,3986.257805938837
frc2959,920.5884027621611
frc3658,2786.4589139368013
frc5535,5856.479462712417
frc3452,209.27100305777137
frc6642,-1292.8932642235511
frc94,921.3949783022663
frc9228,-1292.7442853182094
frc5247,1587.059600988218
frc7210,922.7516986020245
frc7809,3379.4639759374904
frc2202,6514.724879753055
frc1706,5226.206494500873
frc4143,8019.834275254566
frc9031,3987.2261421850835
frc706,4598.245617536309
frc4256,5857.385431241897
frc7747,210.79135348013315
frc1756,6514.06988372429
frc4500,2205.6074010318084
frc967,211.38832647425326
frc931,923.6800740907541
frc1339,5226.313577376465
frc1178,-518.5610657726064
frc6744,924.2878827813294
frc5176,-518.3820585456031
frc4329,7503.308954407884
frc6823,5823.1345393916445
frc4330,924.8788510751685
frc6420,5823.224322085686
frc6391,2206.344882767734
frc1259,3381.3106764772765
frc1208,-518.2033735655391
frc7472,-518.0315261483951
frc1982,2790.345777426503
frc2062,3382.520159392313
frc5060,-1291.4520896982003
frc1288,-1291.3053537073172
frc7117,-2102.4176052564353
frc2978,-2903.1295915832948
frc34,-1291.064300886961
frc8069,-3738.117391885004
frc8077,-517.5889164318378
frc3792,214.03863206999665
frc8719,-2902.9637313151143
frc1329,-2902.857175973888
frc4418,-517.0324547260252
frc3397,-3737.7088428292445
frc5583,-2101.203148066401
frc4232,-2902.472375263139
frc7452,-2902.3661762310408
frc7496,-2902.2599826212645
frc2408,-2902.153794436711
frc4931,-5314.346587603426
frc4607,5226.497535277151
frc7028,3989.754451982552
frc7257,1590.526330884432
frc2509,926.3227860898791
frc5638,2208.367195812844
frc3275,926.9008037889504
frc3216,2209.0447765759936
frc5172,4491.976932513462
frc876,6514.375799887644
frc4663,4487.96451727527
frc4539,2209.6678797134127
frc6146,6503.354755008496
frc2470,1594.3365834621509
frc2883,5227.235567792234
frc3134,-516.8405844874496
frc3026,-516.6703852503609
frc4536,-2902.0475592887005
frc877,-516.5004955154309
frc3293,-516.3309220715863
frc8188,1595.0053146391372
frc2508,-3736.8003057499327
frc3058,929.013900032877
frc7858,-2100.1011992948143
frc6628,3994.935122317896
frc4198,1595.9050542282564
frc3313,3995.0809620098125
frc2654,1596.539829579206
frc3277,-2099.426858161279
frc3630,6511.101132857894
frc3300,-2901.4512664566732
frc3740,-2901.3457434214715
frc537,9061.182646726049
frc5929,-2901.2402240138504
frc7038,2792.6669256599043
frc4207,930.9090573725939
frc2175,3385.6953086157596
frc8586,-2098.5638902148517
frc7235,-2900.921775811828
frc8255,-1288.8123285334532
frc8887,-2900.814580190676
frc8422,-2097.58020649644
frc5658,-3735.8875358002206
frc4238,3386.28705351458
frc4360,-2097.003258835083
frc3691,-2900.2300544579202
frc6453,-3735.6465006128233
frc7048,1597.4366280753472
frc1619,5226.51022561419
frc6424,7744.970551354649
frc2352,3386.8584594406316
frc3660,217.3875824879458
frc1209,2796.6209508806523
frc1108,3387.9904924265425
frc5889,2213.988940578722
frc1410,5857.36518172667
frc4005,2214.6109773176468
frc2165,1599.7563714814337
frc3160,932.9672975135451
frc2773,1600.5949587014948
frc2341,4595.017323950613
frc2373,1601.1692463793565
frc4523,2216.2301051484183
frc2945,3998.281962332144
frc6026,218.40461394817723
frc2333,5227.146721825079
frc9007,3379.1708801286795
frc3247,-2096.376324885174
frc2395,934.9982825183375
frc2718,2216.804823302499
frc2359,3388.6814209531963
frc4293,2218.434943885169
frc3465,-515.2821105172785
frc6809,-515.1143713136628
frc5578,-3735.573612381071
frc2986,-3735.500933143624
frc4603,-4545.268846296151
frc5550,-2899.760742158128
frc8711,2218.113676569768
frc1750,-2899.656580571689
frc2046,7748.183023651948
frc3636,7175.803833947811
frc2471,7743.652119615075
frc1425,5873.553496286022
frc6343,2803.4656340420156
frc2990,7742.318285676521
frc8532,4596.883151635539
frc3673,1605.3213424364521
frc568,-2095.7067619688282
frc2635,2800.6183935172994
frc4043,3391.1787744065123
frc2374,4000.851834761119
frc2898,2220.929345447381
frc4450,2221.3450123969883
frc6465,936.2574635644418
frc5975,936.741286969193
frc957,4001.014865769081
frc3024,3393.4650143856256
frc753,5857.669941981008
frc4125,5857.178462520583
frc3679,5921.364953299727
frc5892,8264.930990863932
frc5414,4598.002365504075
frc9140,4720.225051439243
frc6357,5855.782811818488
frc3561,1608.0932033480797
frc4364,-2899.2815102431864
frc2583,3393.9562839598325
frc418,4003.2829931599167
frc5726,-2095.1368118934715
frc8610,-1287.6092687459745
frc4597,1608.6272032664872
frc5894,938.5410235713895
frc8827,7743.1841012266905
frc8507,-1287.4665280776699
frc8598,-2094.2095911137594
frc5103,-1287.229233430149
frc8625,-1287.0868722187934
frc7521,-3734.8307315386533
frc4332,-2093.304271332309
frc8369,221.04882593206284
frc7621,221.55905280358073
frc7138,222.05313307389332
frc457,-2092.877214321487
frc6155,-2092.4698703579384
frc8114,222.53213229811706
frc5986,-1286.644497856872
frc9121,939.6127971704196
frc6510,4601.56981061948
frc3132,4004.3305722542705
frc7433,1609.6712346507136
frc5584,940.7266217928092
frc6996,941.1724861030319
frc6508,-512.9357434114529
frc4774,-512.7710175740061
frc4817,941.6141572698554
frc9144,225.0550126599357
frc4729,-2898.0777534339777
frc9191,942.1974467354595
frc9145,-2091.7764629225876
frc6434,-512.2181609400845
frc9147,-2091.401505620665
frc7128,-512.053857127721
frc6432,-511.890629579346
frc5985,5232.6498833236055
frc5331,-1284.892728316352
frc7163,-2897.5630370260164
frc4537,-2090.7409868266313
frc9146,-2090.399137587842
frc7561,-2090.070938348271
frc4788,4004.5234177171733
frc5876,-1284.4691612896465
frc5648,224.7849173455102
frc5988,1603.5165226296222
frc6083,-2089.4711754316045
frc7583,-2089.167071207343
frc6063,-2896.4352877526203
frc6575,-1284.1055246531753
frc9189,-2896.3326885488627
frc4739,226.7695076549595
frc8844,-1283.9612875482576
frc5564,-3734.0679064701553
frc6476,-3733.9970127427673
frc6520,-3733.9260032658735
frc1323,8286.019243417739
frc8048,4603.480086124597
frc8033,7178.415525601778
frc1671,2808.973386225196
frc670,4005.5863800350935
frc5940,7744.416267297528
frc4738,5857.776149282355
frc1148,2224.353351755128
frc2551,5856.575863700032
frc2288,1612.1739025852546
frc100,2225.214427147794
frc3970,7178.323973632358
frc8768,2810.525636494178
frc6305,2226.602080210108
frc9202,944.932203287789
frc1422,227.63182868836086
frc8262,-1283.8176711229194
frc4400,4603.880246370647
frc1072,4587.424520815693
frc7777,2227.115130594189
frc5026,4603.481259956595
frc6822,945.126652511419
frc6657,3341.5939015302865
frc9274,945.5301525341272
frc5817,3398.6010685633146
frc6662,1615.9433445592006
frc7419,2228.209395483083
frc6711,-2088.0517969378952
frc840,1617.2403407394222
frc8546,2815.852155218456
frc6238,2816.439920395367
frc2473,3400.311910231739
frc6918,2230.813989354468
frc5104,5235.802507760234
frc2135,2818.501010019272
frc3189,3401.2279430165513
frc4322,947.2580680995172
frc7157,5876.412631138033
frc987,6495.229940449537
frc3476,6516.024520883033
frc7137,1618.8638743990655
frc1538,6988.9320775832375
frc4123,2820.2353795277636
frc2637,2820.764325571076
frc4014,5235.319799083842
frc5199,5857.685219455311
frc7447,2234.415405822237
frc4415,5235.5463114159875
frc2839,2234.882392609708
frc5461,2235.3407185957108
frc9271,229.38606824692692
frc3882,4010.970765751803
frc1884,2822.569366391222
frc1160,3404.646280195351
frc6220,-509.68515944365373
frc968,5234.873824605266
frc6560,5234.320132633793
frc5025,1621.870515584754
frc3295,229.95543329215994
frc7230,-509.1517713989198
frc6695,2824.1357784425613
frc4276,3404.2746787324913
frc6072,-508.9925538510741
frc6499,-508.8337200361634
frc7042,2825.7071430660963
frc4183,2238.822408677218
frc5835,-508.67513619741146
frc867,-2087.755273660324
frc4619,230.96507971664437
frc3952,-508.14754182638603
frc3501,2826.5997733289596
frc3020,-1281.7756918320986
frc4141,-507.89431492020384
frc4079,1623.2205765114118
frc8521,1623.6505911076151
frc5805,-2895.641185495961
frc5857,-2087.1789764428145
frc4984,950.7956851958843
frc812,232.10947132682102
frc4019,-4544.367085743702
frc5137,951.3360250156094
frc3309,-507.3571020590915
frc2813,4012.3051828276234
frc2485,2827.1140027604342
frc1388,2827.5580225256563
frc399,2827.990306533829
frc1891,951.7162245834538
frc3880,1624.949153401439
frc3512,8265.292714918933
frc8005,2243.8708200327274
frc5869,1626.179056504358
frc9084,6051.319384763151
frc7323,233.52695495796425
frc5285,-2895.337258525221
frc1836,5118.351881566229
frc6995,4012.372770598596
frc5526,2828.6875584027503
frc6060,2245.602275114632
frc5274,3411.203830670895
frc2710,-506.8283169080639
frc7130,-506.6728382860966
frc5136,-506.51759438073196
frc3925,-1280.1174565864355
frc4270,6515.8503870789655
frc3598,-2086.6058869800277
frc599,4611.550792418046
frc1138,5228.718992645701
frc8533,-1279.8875572821264
frc7415,2830.621249524356
frc7327,-2895.0304821745085
frc3759,234.35428087352642
frc6398,-2086.052227426595
frc4698,5228.169678509206
frc6934,-2894.7282561774205
frc4160,2246.94630847774
frc5678,-2085.73377542941
frc6764,-3733.0923418142397
frc8006,953.8659310624001
frc7607,1628.6280872662992
frc176,5937.02663414863
frc177,5385.933658243869
frc8085,7746.149140594912
frc716,8265.124301259933
frc230,5230.355700862744
frc2067,7181.67898726911
frc237,8263.597383962282
frc5746,1629.0243935941796
frc8889,7749.463716664475
frc839,-1279.5569625961316
frc999,4615.3284661741745
frc3654,3412.392139394368
frc1099,1629.4146899035627
frc3461,8263.407320573757
frc8167,5865.772306647158
frc1071,5231.198643897407
frc5494,-1279.423142985119
frc3464,2832.5036409131403
frc5142,-2085.0394661545556
frc7694,5230.650681227318
frc9193,2249.3803264579064
frc236,1630.6270857489392
frc1991,-1279.193856298058
frc2064,235.1947972874353
frc2712,-2084.5795098453427
frc3634,235.54931601963557
frc4628,-504.77656194911805
frc1124,-3733.019360690388
frc2170,4020.6474324989003
frc155,5230.137856698396
frc9216,-2084.3496652115787
frc4572,236.0476509926227
frc558,957.3068379738364
frc181,-1278.5755241503268
frc5856,1631.2859038155962
frc6346,3414.0253700971502
frc7869,-504.15584708175817
frc228,5229.6068346271995
frc7457,5230.565412491253
frc7617,6109.876102015541
frc234,5870.401134452955
frc829,7750.083982764579
frc4272,4620.5897065784175
frc3494,7748.612880485354
frc6498,8734.676819876933
frc5188,5869.912693580429
frc7657,4620.683795924936
frc5010,5870.763534630227
frc292,8266.801628761796
frc3947,6519.120030779404
frc3559,958.3109181769756
frc7454,6518.721450327141
frc2171,2250.558935654831
frc1741,6518.314322638997
frc8116,7749.213910033172
frc8564,3414.4480199173686
frc8742,2835.8653916041685
frc1720,4620.700921219166
frc1646,7176.528678657876
frc4580,3415.400035468271
frc3890,2251.9202975126723
frc2199,5871.55227668582
frc1908,7175.098098352033
frc888,6520.135676271858
frc1123,3547.258739895116
frc836,6520.152812720815
frc1895,5234.425386162115
frc4099,6718.95866828674
frc2914,958.6982676492345
frc1446,-1278.160728850041
frc1389,4622.449100174738
frc5338,1735.4128385184065
frc2900,2253.894405733291
frc614,7175.598083967775
frc449,4622.528621076518
frc6863,7750.3050637846545
frc7886,-503.89424023904877
frc6326,5873.540257366227
frc8326,-3732.947722639923
frc611,5236.169616713035
frc2537,4623.588029966688
frc5587,-1266.0737568925936
frc4821,959.2838719528997
frc620,2254.2871732293097
frc5549,2839.7177170711916
frc5841,-5313.780318207149
frc5830,-1277.381695565415
frc1111,7748.837990921908
frc4638,-2083.2745794853795
frc8622,4025.5169751693384
frc2377,4025.658208019054
frc2534,-5313.559596688513
frc8514,-1277.1528515656514
frc6239,-3732.875145160638
frc2961,-2893.3607233928574
frc1189,6522.590126923828
frc469,6599.97503017702
frc7769,5875.2421711199795
frc217,3424.0500350519515
frc226,5879.356930910353
frc7174,6523.950380359082
frc3539,6524.193225085712
frc201,2841.2276280105207
frc3572,6081.618802783799
frc8427,-503.4151163410941
frc5577,-1276.7401437115507
frc6567,959.6490794833248
frc3096,5876.654725343846
frc7145,-1276.6074906621477
frc5467,-1276.474996915594
frc8280,-502.9679058170771
frc9250,-502.8158566191424
frc5498,-1275.7880338864836
frc5555,1639.3470754887583
frc313,-2081.8500343963997
frc5532,-1275.560056032832
frc4768,-3732.637408378397
frc2048,-5313.335742402718
frc4854,-3732.5667438566475
frc240,960.6106464676244
frc7597,960.9473788800951
frc9182,4625.405048264653
frc2673,-2081.4145709385202
frc3632,961.2803490008494
frc1528,-1275.3321372812827
frc5478,-502.35626255023067
frc8352,-4542.968083305651
frc5197,1640.5068823251713
frc9148,2257.207064394445
frc9253,240.8232872895981
frc2059,4622.608066940706
frc9008,3408.3482555220353
frc7443,1641.6234146939098
frc3336,-3732.4058422263156
frc8738,5240.233191194765
frc4816,-501.8395837902117
frc7671,2843.1686589264864
frc5518,962.9961056118032
frc5160,2843.512422558791
frc8758,-2080.9319249819773
frc4829,4028.9065882277328
frc3229,3425.408217974815
frc2640,241.74321830576577
frc5190,3425.707944402041
frc9259,963.489434890744
frc6500,963.810332258534
frc8304,-501.3103407682807
frc8804,243.09305526461526
frc8746,-1274.238584736184
frc435,2259.75637684606
frc3822,-2892.457585138069
frc2655,-500.7045306614804
frc3459,2846.3128935883683
frc9042,-3732.168696058954
frc3737,-2892.3012130135744
frc8205,-1273.8310994716978
frc6908,-4542.486461607417
frc4828,3426.6019725566243
frc5919,-2892.2020691082885
frc1676,5246.184506376963
frc1923,7245.237053852125
frc193,5239.515974796397
frc3142,5239.0399087441665
frc752,-2080.0566839439
frc1279,964.318521759801
frc8117,7178.922559408521
frc7045,6525.458451442098
frc1811,964.633460646493
frc223,4030.791817380565
frc219,2261.052143801544
frc2577,6524.982338972584
frc4361,6524.502208012881
frc75,5881.608110322602
frc6945,964.9619804049057
frc5732,-1273.6036599505646
frc5438,-1273.4743885889104
frc1672,-2891.8981595515743
frc5992,-1273.3446010734085
frc2070,965.2712318338704
frc56,5239.517676173445
frc2458,245.3153557055949
frc222,6524.491092620335
frc102,6524.008458750686
frc41,-2079.110595396286
frc3515,965.7482712863249
frc6860,1645.7866149449733
frc9116,4030.9633896008227
frc484,4635.4086443787655
frc4573,5883.580394906303
frc8513,246.07313286634786
frc2600,246.38000236309452
frc555,7180.473211442611
frc8628,246.68129727856018
frc1143,-2891.5965136900363
frc6329,7179.19258551908
frc6328,3428.666983830904
frc5813,8733.908356624024
frc4909,6760.954786054874
frc319,7243.679574875537
frc8046,7753.913728615039
frc246,8731.59380127433
frc166,5903.669071751042
frc1740,9075.037908295035
frc1100,5241.281708806455
frc2423,7179.65051249223
frc1153,7178.355935983993
frc4048,9428.87904601607
frc509,7754.453874016375
frc8626,7178.40150030324
frc2877,8734.697311129103
frc6333,2261.847015916296
frc8410,4032.5443186007246
frc5112,8282.97570837021
frc2079,967.1720835800971
frc8544,2262.204788160646
frc1350,2850.106776973678
frc173,-498.6914618450428
frc6620,1648.048000437301
frc4451,7755.043090815964
frc4189,7754.464986300572
frc2815,4032.6956132317137
frc3489,2263.8098691392192
frc1102,7179.895720895658
frc4533,6532.255256049363
frc1319,2264.147481174017
frc1293,-1272.8265929398929
frc1287,4032.821092826679
frc3490,5240.886501199511
frc342,5885.488508001568
frc343,5241.290928943026
frc1051,968.1191126936293
frc8575,1650.2724950742052
frc4823,-1272.6979228901616
frc6366,2851.4169946135908
frc3091,-2078.392548560237
frc281,5885.640933966915
frc5130,969.009811521914
frc6910,-2078.2083137995614
frc6167,-1272.3742075623281
frc9315,-2891.0882323429614
frc4073,-498.2407324518117
frc7085,2265.7540754775696
frc6961,-2077.725866284137
frc3976,-1271.87420567729
frc1539,-2077.3233100597104
frc118,8284.187663473296
frc324,5885.115596914374
frc5427,4636.417009937654
frc8576,4060.5181463488766
frc231,4636.930293540957
frc5829,5884.790548214829
frc7616,5884.264844267012
frc9136,7179.6152297901535
frc2882,5883.764655169763
frc6645,-497.995814670881
frc8177,4637.00365622127
frc4587,5247.188815262507
frc7115,-1271.3755026699
frc5923,4036.784523024947
frc2585,-1271.2481437492042
frc1255,3434.491581699549
frc3834,-497.6562218363609
frc8573,4638.574508007188
frc4639,4038.424653733204
frc6488,-1270.848504205315
frc9181,4038.5363241812634
frc8370,4639.575436226047
frc7418,-1270.7217175456356
frc8515,248.9386185395302
frc2587,5248.056302473065
frc8750,249.2291458082068
frc7492,969.6716886586646
frc3728,-2076.240103102846
frc9307,249.9473292987105
frc8591,-2890.373224276704
frc9081,-3731.0059609816353
frc5291,2853.299948717506
frc6230,-1270.4845436745652
frc7177,250.22919869408295
frc8223,-495.7773809038141
frc2659,7178.064304786327
frc7426,2853.598745251411
frc2443,4039.682863315464
frc6413,2853.9233483465096
frc1212,2268.7529672811843
frc2073,7176.8294796178625
frc7645,-495.6338365677553
frc1165,4640.9980354864765
frc4146,250.82422479411693
frc9091,-1269.8051777966944
frc60,3439.392602222175
frc2478,-495.03515678018175
frc2403,4064.6494418485627
frc4135,252.94800790916557
frc4111,-1269.4047382843173
frc4565,970.6752656293912
frc3853,-1269.2794184455136
frc9059,2855.6742795146497
frc6968,1653.188933297113
frc668,4641.663042356697
frc991,2270.3919666026113
frc2662,252.02065468266315
frc2449,-1269.15016018743
frc2840,252.2866554766732
frc7214,-1269.0211110688865
frc7755,252.5489549203824
frc6922,-1268.892115221031
frc5059,-3730.9372255213243
frc1011,-1268.7670556824414
frc3019,1654.1640217863924
frc3187,-492.8928064763437
frc7563,5248.882569997131
frc1860,1654.6341711744972
frc1156,6967.127561529596
frc7567,1654.9772975999033
frc9047,-2074.1525882054193
frc9164,253.10868275954093
frc9200,253.3637381648336
frc9305,-2889.9378304797065
frc9219,2856.3351857562243
frc9199,-3730.6982247022456
frc7033,-2073.913215983517
frc7565,3441.460041131158
frc5800,-1268.1627745753349
frc7459,-1268.0382592339054
frc9169,-491.83814644407255
frc9218,-2073.29466416262
frc9163,-2073.136943018208
frc8276,-3730.625210045123
frc9165,-4541.589887870503
frc9168,974.2634287092144
frc9048,-3730.4662857902763
frc1772,-2072.9799728014973
frc9178,-2072.827692069984
frc9045,-3730.3945469845894
frc9175,-2072.677529267295
frc6404,1655.588171534297
frc6902,-2888.3684234662755
frc9085,1655.8844750342844
frc9166,-4541.1103658940665
frc9302,-2072.453036256726
frc9261,-3730.0676649010934
frc9049,-3729.9988953887564
frc9066,-3729.929991116953
frc9162,-3729.8609528895936
frc9050,-2887.8281529118667
frc9110,-2887.7360149844044
frc9046,-4540.23770753945
frc9087,-3729.373541294398
frc9195,-3729.304881798339
frc8066,-491.6887371265888
frc9196,-2887.522543155503
frc8882,-2887.4303778558656
frc8841,2273.601555500364
frc6722,6535.361812516254
frc86,1656.9773042193979
frc4118,254.3938443141821
frc9284,-491.192761350985
frc5842,1657.2673515018346
frc386,2858.1108479452155
frc1902,3442.2984042842727
frc8753,-2887.3381564483457
frc6473,-1266.5072685200862
frc6743,-490.9570467728582
frc233,254.97451441975267
frc4562,-3728.745329807314
frc5145,1657.5811957838002
frc5816,976.9998755507692
frc801,1658.1403997177042
frc6527,-4539.54230909939
frc2425,-2887.193596816296
frc21,255.68205799620208
frc8324,-1266.14105210207
frc5412,-490.0196200115719
frc1592,4044.131160796881
frc4622,-1265.7498538067753
frc7431,978.9302638854475
frc4091,3443.432508682738
frc4013,1658.7015968636606
frc1369,-1265.6287229756795
frc6322,-2887.0932829184176
frc7442,-2070.875672489432
frc1557,-2070.733759158416
frc9279,-2070.593933756403
frc1056,979.805055970767
frc4024,-2886.391219535178
frc8057,-2070.380261498826
frc5872,-3728.066586101228
frc6402,-1265.1078146296504
frc3242,-4539.234890033242
frc2797,-3727.908149548191
frc1736,4642.953975875874
frc4213,2860.52097617069
frc2481,5889.549206470313
frc2169,3444.4569537726293
frc6237,4046.3934386910682
frc5801,6535.007146263971
frc2704,5249.214588836266
frc4187,3445.3990289366147
frc4096,5880.56190901363
frc4655,3445.5933337989877
frc4314,2863.6566500225426
frc6317,256.94814922431516
frc2039,2863.894803931439
frc2040,1659.3414294333627
frc5442,3447.0155499748903
frc5847,3447.1978027617984
frc7848,980.8522441394684
frc648,1659.8934273026093
frc2080,5242.415984176776
frc7417,257.6294484291822
frc1987,7172.089806294124
frc3184,4775.372595383955
frc1710,2866.1277936450106
frc1730,7744.134238430041
frc5013,5885.707383194169
frc3729,-488.85397482618635
frc2410,4049.2178045457276
frc2220,3448.876250753427
frc1827,-2885.972643841625
frc9269,-2885.8815709441155
frc5126,2281.4465253038616
frc5098,-2885.790460099766
frc8825,4648.727884019546
frc5837,981.9179378189699
frc5147,-488.7140272538699
frc5119,-3727.3495637308006
frc2357,1661.2515563726568
frc1775,1661.5136445985881
frc1769,3449.0998857432214
frc5141,-2885.6384769227466
frc4809,258.6332474953273
frc5268,-1264.4350336819975
frc2457,2868.9066720505457
frc1994,-2885.545439384102
frc1847,-488.12475722486727
frc1806,3449.883229917936
frc5189,-487.9915278807758
frc1763,1661.8055552205592
frc1764,-1263.7768499374329
frc7662,1662.0619138897778
frc1723,259.21164281392674
frc935,984.9451695842467
frc8112,3450.0437317048836
frc2560,-4538.751627869972
frc195,5404.679597957723
frc1699,7756.475789739714
frc2370,4648.990741228757
frc1735,9081.70865103988
frc178,4648.933161445098
frc2168,-2069.1743819254957
frc7153,5886.449030437384
frc7674,2871.139963585889
frc3146,8739.984116627651
frc8709,2285.2459441337514
frc1027,259.86522738501316
frc9096,-487.0428102493849
frc571,8289.808089225518
frc6723,-1263.2802394479252
frc6895,-2068.811382274245
frc3182,7169.783365153514
frc7907,-486.8106191371634
frc7127,-2885.0459523118557
frc4987,1663.4019264662597
frc2523,986.0064608480144
frc5050,4654.689456529922
frc4405,5885.523935142947
frc8362,260.85156932367425
frc7220,5885.0760922360405
frc8179,6539.643341204598
frc6101,261.07578052850874
frc8895,-1262.7836700722282
frc9226,5257.815295590535
frc8124,-3726.6970720241566
frc280,-2068.3741803851362
frc9211,-485.8644496040826
frc6615,-485.7343019490908
frc5263,-1262.0270076425656
frc2337,6540.357148297426
frc5901,5257.3613336709905
frc2620,7757.950676674305
frc123,7756.4932970228165
frc8774,-3726.629676556633
frc9255,7172.712927501585
frc1,986.625168751426
frc4851,1664.2304330271577
frc6532,-1261.909083094709
frc6914,-485.3980463598913
frc815,2286.306847626384
frc2591,2286.591303097546
frc7692,3450.980692877689
frc5756,3451.1320758345983
frc7188,-1261.523497236474
frc5642,987.5148686496067
frc7196,987.7678642530866
frc6096,2874.9792509996378
frc7856,-485.1567233902998
frc4390,-1261.1385987697058
frc6099,988.0219294040364
frc4838,988.2715166109017
frc7232,-1261.021568306352
frc3619,-484.81609911347266
frc6616,988.5217574720243
frc2075,7781.595715590724
frc2960,2969.715183528353
frc3546,7754.60316852602
frc5926,7174.402933232055
frc141,2288.310869993964
frc6128,4057.525397429218
frc4956,3455.055327620827
frc9223,-2067.094906828735
frc3458,988.7843584968905
frc858,265.10479998561806
frc7810,265.320923467214
frc6094,2879.730403735665
frc4337,2289.5370979833974
frc9246,265.53509298038045
frc4004,3455.840649365054
frc904,3455.9759283682824
frc2405,2289.8757866376773
frc8285,-483.61869447472816
frc7602,-2066.965562895569
frc6005,4652.253152881548
frc6428,265.9120534055563
frc9225,-483.1385702750019
frc5470,-483.0116282367114
frc9248,-482.88478745988897
frc4855,2882.976871476571
frc5216,5888.399763512533
frc7211,5887.294448752903
frc3641,6542.089983559548
frc9227,7754.191119154763
frc4003,2291.042592151134
frc5547,989.81382274959
frc2619,5887.634108715861
frc3770,7175.3714173572225
frc5229,1671.2326054799641
frc8286,-3726.560681579789
frc9245,6542.910737641349
frc4382,-482.7522373723364
frc6071,267.2105857613666
frc5248,-482.2775985166388
frc7823,267.58089090906395
frc8517,991.0138810423656
frc5224,-1258.8028058804578
frc6533,-1258.6890664860791
frc5525,991.2556460246177
frc5203,-481.5893157326691
frc6020,-2066.369043510381
frc7109,-3726.492988801503
frc4398,-481.4632628274281
frc6963,1672.045002091928
frc6087,-481.33803302248253
frc8041,-2066.240387063574
frc6097,-1257.5637430921288
frc6121,1672.2767783334846
frc7808,-2065.8911569534735
frc3537,-481.10904486917065
