Team,Elo Rating for Bonus RPs
frc5065,-600.2640508327012
frc6538,-1347.114287752512
frc3707,-1346.60105430258
frc5531,-599.3931009805563
frc8519,1431.2486435740157
frc7225,-1345.1349210822723
frc8314,-3751.6419944010313
frc5695,-1344.4733212667506
frc4680,-2943.3203850496584
frc1714,3823.1370077609954
frc2847,5124.78739557755
frc2264,4451.558465658768
frc5348,-598.1736185491916
frc6045,4453.913845386724
frc4728,9426.175463798558
frc5690,-597.546801227472
frc7103,3834.510099367022
frc1816,5056.8640573157245
frc7068,800.4576120656177
frc6175,-2140.3179402724018
frc2574,-2140.174793867011
frc3042,5125.292062318922
frc5826,5790.572998969315
frc4511,-2140.0296499847655
frc3122,-2139.8820407738804
frc2531,-1340.9946121284709
frc93,2071.4378857739193
frc2530,3181.8557466893235
frc8836,-2937.8512256920226
frc2239,2073.1206274929655
frc2823,804.9163302519697
frc1732,6440.765197211921
frc8744,4472.546967622299
frc2526,-1340.0820895261636
frc3297,-2936.891610614581
frc4741,88.71330932072281
frc6217,1439.3508938894659
frc4009,5129.676962553073
frc3197,2074.326887813524
frc4011,6436.111641451947
frc7619,3845.226897750245
frc5653,3841.1726915536556
frc3267,-3750.072967815016
frc7041,-2138.5119128768797
frc2503,-3749.905294797674
frc3276,4480.24446136895
frc2227,1443.8318119347637
frc5253,-2934.279178460624
frc3294,-4552.644967111256
frc4693,3845.420395686976
frc5143,-3749.5296662825845
frc5464,5794.616141667505
frc2511,-1337.8777924252233
frc2538,-4552.353660574858
frc2177,-2933.270384529431
frc6160,5794.965394161276
frc3291,-2932.3556709986215
frc1716,2075.87437851159
frc8516,4486.982898504338
frc2861,-2931.467751996792
frc3692,1448.2123888686588
frc6047,-4552.246444101259
frc4656,-3748.690610010357
frc8372,-3748.6032701221825
frc4229,818.9555812437103
frc7797,-3748.5157331674804
frc7893,-5317.414760859446
frc8878,-2930.4189456320114
frc6318,-5317.189427366677
frc5913,3196.3628666725917
frc2052,3200.490726707546
frc5232,5134.929749397205
frc4786,6435.086090467068
frc6421,3859.0607456041334
frc167,1450.6644486914126
frc4239,95.94334979722315
frc7021,4492.533973179797
frc3883,8232.719230331904
frc2987,7740.476864020501
frc525,2078.890828292952
frc7864,97.60351784507348
frc3418,3207.3775118701474
frc2502,824.6252201553331
frc4230,-589.32745008178
frc3381,825.4259980781037
frc1792,5137.060031478244
frc5720,-588.733525044369
frc4531,3865.148838240497
frc6758,-588.3114373022443
frc2491,5793.936868451607
frc6132,-2929.5883216932148
frc3928,4499.736854064943
frc5586,6434.286377952033
frc6574,4501.814538132334
frc4182,-2136.945752335084
frc2472,2654.0577226712276
frc5271,-2927.2249557658024
frc4624,6432.624156296173
frc2129,3873.2617201234943
frc5576,105.41218815760483
frc2501,-3747.820840617109
frc3926,4503.991427174457
frc7530,-2926.4883804729425
frc4778,2082.642368623341
frc4166,-2925.84488067011
frc4623,-2925.2330508150853
frc5541,-4551.293992669508
frc3023,1459.3098945721422
frc7273,-2136.30280986423
frc3100,3218.9932490054166
frc2667,3878.488880308639
frc2512,2084.46548414835
frc4181,-2923.2261924783747
frc5339,-4551.191887408712
frc4703,-2922.7464768640107
frc2826,2661.0379577019503
frc8803,-586.5494508166919
frc7578,2087.82532470233
frc1675,2088.945989057283
frc6147,-3746.674878357462
frc4226,3225.9683279460764
frc7677,-586.1330359980834
frc3212,-4550.9012157526395
frc3755,-3746.5095805092615
frc6044,-3746.423774480067
frc3298,108.04488445807488
frc8700,109.3648851335428
frc7311,-5316.488300156399
frc4635,4505.068526121096
frc3478,5113.462258115777
frc7102,-1321.5835799781937
frc4010,5798.038363377163
frc6017,2666.7871108894487
frc4403,-4550.381947952204
frc3933,-2922.11552376688
frc9282,-2135.3601520365864
frc5887,-2135.099134434809
frc8734,-1320.9180654762474
frc9213,3882.9889515150535
frc3794,2092.8537411812945
frc6647,2668.8338219226334
frc9280,3885.2254163656858
frc7421,-583.0943586012954
frc6348,3237.646390145469
frc5959,-2134.5091359412418
frc7546,-2918.198101851886
frc8740,-4550.278850911961
frc6676,-2917.934745549194
frc6694,-5315.951526837033
frc4775,-2917.678965628756
frc3158,-1318.9767006584805
frc3526,5798.07691883568
frc6170,-2917.4291444085334
frc6106,-5315.669294338331
frc5133,-3745.288857380089
frc8293,-2133.5104775906484
frc6702,3240.475725452135
frc7725,-3745.1843969490055
frc2283,-1318.4928531555506
frc4584,-2916.1711921934348
frc8256,-2915.9637686851015
frc5932,-4549.67436794617
frc3472,-3744.684704615716
frc9060,-3744.600233592396
frc4782,-3744.515641366768
frc6608,-3744.4309441773976
frc8741,-3744.3461568912485
frc6832,2676.967347437841
frc3467,7738.471929873384
frc4041,8232.204948246414
frc4564,8230.696397728363
frc95,8676.921883496665
frc6933,7742.312143495442
frc138,8232.893618837628
frc5687,6434.290766364473
frc1922,6435.639661878261
frc8708,7742.536186595164
frc238,9034.900510213032
frc8724,6437.401731766773
frc1058,6438.989607456056
frc1247,3887.5526626032924
frc2876,6440.6640490332975
frc6161,1473.2799315522104
frc1307,-1318.1053113154228
frc1512,-582.1898558357087
frc467,8682.411085510239
frc131,7173.6309626629245
frc1073,7739.219890168729
frc6763,8235.17209109368
frc501,3889.0323888041203
frc1277,2678.572894522106
frc5491,837.1042311092774
frc7314,-581.5707515328726
frc7913,7740.282623517121
frc4925,2102.9016950787004
frc3566,-581.0154031734093
frc3597,2104.150095450844
frc5902,-580.4200119567512
frc8023,7738.924033563705
frc3451,838.951439635847
frc1831,839.5843157007423
frc811,1481.5610805409124
frc6690,119.76215518860869
frc4761,1483.8611266136452
frc151,843.7890947573245
frc6762,123.22080973534705
frc663,1486.4791517535107
frc3711,8235.862515407605
frc7034,5813.713282159484
frc955,3433.695854428005
frc3218,5969.600747366198
frc4060,2682.1747806468843
frc2521,7182.525932149983
frc4127,-1312.5467215607503
frc3674,7178.576300744202
frc1540,3262.181770997671
frc6845,-2915.471426809218
frc2926,124.54290364436062
frc1595,1489.027681928695
frc6443,5819.7058496148275
frc2811,8686.80775605553
frc6831,5158.3148867909285
frc360,3280.700111571977
frc4662,-2131.990439113483
frc4513,125.85261476968705
frc1432,4520.55948166188
frc997,5817.400012369811
frc4061,7738.076808286858
frc5920,4522.531526516666
frc5468,5161.711084373815
frc2915,-2131.554321440409
frc3712,2110.195100809668
frc6696,-2131.076026155205
frc5295,-1311.3118131318859
frc2550,1493.8482306318751
frc5970,-2130.307795234761
frc847,850.0439126213867
frc4104,850.7822447885084
frc4488,6446.820624720118
frc1359,2111.830885131648
frc2733,2113.053356210357
frc6377,7745.371952195075
frc1477,5817.899546563709
frc6672,5847.06060675867
frc6800,7735.513456139011
frc3847,5818.6930987054975
frc3035,4527.124845372148
frc624,7734.469656712982
frc9128,3901.8691983741373
frc8556,-3744.0360909176993
frc4610,4528.249137753466
frc2714,5170.515015782346
frc2881,3905.521458459228
frc3735,-1311.0369207542913
frc3029,-2912.5195194552066
frc7540,5816.507928255461
frc5503,6446.525579546309
frc4295,130.54368527161213
frc9054,5818.902322549709
frc8088,3272.419170795659
frc2848,7182.846160582625
frc1164,1501.8170689958592
frc4734,-1310.548688571785
frc9311,-2129.1393984110227
frc6180,2114.8975386552725
frc4328,-2128.501083626847
frc2158,7181.768558586497
frc3545,-1310.1959601204367
frc3676,131.73637110200946
frc7088,-570.5844355709662
frc7091,-1309.2947987377083
frc9289,-5315.277665337847
frc7119,-1309.1174639726364
frc8408,-2911.381532046057
frc2789,-2911.2560759587664
frc8769,-569.3524527112739
frc2950,-2911.1308479698046
frc3743,-2911.0059249142737
frc7125,-1308.498886569083
frc5052,133.18517005040226
frc4717,-2126.4349725102898
frc5866,2116.1114461114844
frc4499,6448.616417372501
frc2240,4536.992738681887
frc4550,3908.6146433700515
frc2122,5821.449041306873
frc5851,4532.979437765229
frc4068,2117.3214453971664
frc8,2692.373152145228
frc192,2693.48396334936
frc3374,3275.46041844961
frc4585,134.2870428543043
frc1332,-1307.9380490130234
frc6411,2123.5760719063624
frc701,854.8552154717122
frc2996,855.7445713071544
frc6844,-564.598364408283
frc4598,2124.6510722083426
frc4175,1514.8675012724327
frc3648,2126.1207714959014
frc4593,2698.2884338709646
frc4944,3841.4056965038
frc6400,-563.553006166665
frc9138,5179.89888085489
frc1569,2129.652356497755
frc2972,2700.3613260727934
frc3200,-1307.0237054843958
frc8087,2132.7404670865376
frc7436,-3743.1078050720644
frc7895,-562.4221828512661
frc8174,-2910.394855617936
frc5933,858.5665109174024
frc3288,859.5782746840056
frc9037,3909.472140281832
frc6358,3289.5306186226508
frc2993,-2910.273714920728
frc3243,-2910.153096274646
frc4348,-2910.0326429997667
frc5071,-2124.767066906548
frc8885,2704.2964680725568
frc7634,860.6586251831919
frc1828,142.1773350125448
frc9044,143.2443320457188
frc7906,-2909.5282673945644
frc3405,-2909.410762685793
frc3245,-2909.293367343464
frc1678,8239.222271181028
frc3255,2705.582854249575
frc6036,7179.820840066904
frc4481,5181.066427803513
frc972,5818.231302208212
frc294,144.32850123833188
frc4201,7178.527284526736
frc2102,2137.7106608712184
frc4414,5184.798042576562
frc3473,2138.7160894442236
frc973,5816.791324401434
frc5089,1526.5987123139698
frc3863,864.1945321260818
frc2465,2707.7648775177736
frc687,7177.172147714905
frc2486,2709.142436356424
frc589,146.448476901722
frc3647,5187.916539821394
frc1266,147.5458441474811
frc4711,865.7828410032653
frc3128,2143.529198534262
frc6479,1532.6930254979388
frc2429,3912.7334182807476
frc498,3914.3115763976625
frc3859,2711.1427551489387
frc4,2712.5741709319555
frc1572,149.56896808893083
frc696,5814.836393583458
frc691,868.4290828578173
frc3008,3298.4774138105763
frc1452,-550.7025665087261
frc3881,2148.2321155557206
frc5012,151.684190347904
frc1515,869.9434366436459
frc7424,-548.6335103043699
frc6658,871.2677752538037
frc3354,-2123.63815260644
frc2584,154.49360497622453
frc1661,1536.3497042819156
frc1159,-1305.2800476391133
frc2543,873.9159841412123
frc8891,-1305.1123508587891
frc4731,-2122.306348492698
frc3328,156.34907490194098
frc3940,8130.948158041405
frc910,5847.28775388601
frc1501,4094.9672754866715
frc3487,9043.870622537535
frc862,6454.730338067464
frc3176,7175.48040489709
frc1024,8237.00551813655
frc868,8694.425910020016
frc71,7174.1549792503265
frc45,5819.733574086598
frc3147,6458.646837159423
frc461,4541.514366146131
frc135,5208.871646394611
frc9208,7737.398154301193
frc2197,3924.0617637830596
frc5402,2149.738973743175
frc2909,3302.8916713701783
frc328,7173.840837878368
frc6956,6461.34713926082
frc1555,6462.762961247565
frc1018,5196.351328184044
frc6721,3926.1979306816293
frc3936,-1304.836491488487
frc5484,8692.696962049076
frc2867,3306.2192108046497
frc8103,157.47776860185826
frc4926,6464.112270593699
frc4982,2151.086629490076
frc7477,1540.5392094228328
frc3865,876.7806780987452
frc9071,4544.594573028756
frc9119,-1304.641308034088
frc1747,3308.144952574274
frc1768,5827.955707581308
frc125,7171.493845956724
frc7407,5828.337094595936
frc3314,7736.825652904222
frc78,6466.463706718244
frc8013,7171.406518551767
frc88,5835.480409644336
frc2713,7736.049984804339
frc6153,7171.446511445453
frc61,7735.574993326724
frc2648,5828.9058180693355
frc175,6470.028617170738
frc157,3309.988253423779
frc69,878.1276802154863
frc6367,-1304.472105504575
frc4908,159.94457327700792
frc2342,7734.750467593449
frc5000,3311.806813197432
frc1474,879.6391298641406
frc2262,3313.590249647927
frc5962,161.70869110070387
frc4906,7733.963156923658
frc4473,1542.4856088683212
frc9286,882.1745221846626
frc126,883.4727450811683
frc9055,5830.167639020883
frc8604,5829.650496078145
frc1965,2153.3957767914367
frc3719,-1304.2746957777072
frc6731,-541.6506886435687
frc4795,6471.700851778445
frc4561,5205.965945454079
frc7890,3930.6476759890675
frc3506,3934.857705122655
frc587,6444.736791682671
frc4935,2154.61607575887
frc6004,2728.765661770102
frc900,7005.260046213104
frc4290,4547.455583415514
frc8429,4548.564558635661
frc3196,-541.3749970204357
frc9000,5832.513969043059
frc5727,6474.015229665072
frc2642,5956.806518538657
frc9150,2730.1355326273933
frc6888,-541.1028714611018
frc5511,3319.085392449249
frc5679,164.70495661505248
frc6729,-539.9394997166721
frc6932,166.11555744696207
frc6502,5835.557113249468
frc8090,-1302.8965840632272
frc9005,1546.7056559713699
frc8833,-538.785894513826
frc8727,4549.7157987644705
frc9298,-2908.4567005994104
frc1225,-3741.6927368571596
frc1533,5835.079962187306
frc6639,-6070.658301084611
frc4039,5871.913443310767
frc4976,5842.897393262988
frc1114,7166.490874324701
frc1325,5835.946190850399
frc4069,4683.758451993836
frc9098,8250.87388139393
frc1241,3962.0273980118145
frc1285,2733.055619227745
frc4152,5213.38171661409
frc1360,2160.2756739473393
frc781,7734.950076382975
frc3161,3867.1317048282835
frc3739,2161.7149714452044
frc4920,5843.358693287569
frc5885,3939.904608288329
frc5031,5835.974132079447
frc7757,1550.1308875217298
frc7659,3327.5498310819953
frc7690,5835.624771281234
frc7200,-2908.2872977217576
frc865,5835.267073665918
frc5672,-2908.1734979640323
frc6864,5216.542268720419
frc8731,-3741.280506802344
frc6859,-1302.435381743094
frc4903,5834.853688828575
frc3543,887.1718915950674
frc2935,168.16733993543488
frc2056,8250.812284088779
frc2200,7736.103096273711
frc1305,5216.722016808267
frc610,5216.080541735993
frc4476,5214.932205481138
frc7558,6484.061351470856
frc2702,5213.9532784460425
frc5409,7192.508041674872
frc188,169.43395798550787
frc7480,6481.81617443724
frc6378,2737.063651322499
frc5834,4564.178820240864
frc8349,3329.623163092181
frc4946,6482.707865429371
frc2386,6483.531716111695
frc6140,3943.468688154295
frc5036,3944.7602389886138
frc8850,-2908.0020220391502
frc6514,-537.0008763400581
frc7712,5839.281076081687
frc5719,5214.062169653366
frc6397,-536.784148892027
frc6987,3333.2627186338586
frc6866,-1301.6623938111507
frc7476,3946.490328824067
frc7603,-1301.5013386896517
frc6975,-2119.1370340028698
frc7902,-1301.2514429908006
frc4951,2741.300462147019
frc9127,-2117.9768990783073
frc9113,1551.540454694753
frc6141,1552.5784976867037
frc1246,-2117.0300143231057
frc771,2742.6060228926244
frc2539,8550.709794761297
frc5895,6512.030346327752
frc1218,5885.030172964792
frc1807,6487.2186220641715
frc103,7737.274215278366
frc1640,6487.92957832465
frc341,5213.867811002115
frc25,4583.483475931608
frc272,7171.298414519014
frc3637,4569.443513713265
frc708,5843.302361388546
frc423,2743.8614806330497
frc2607,8256.046210040184
frc365,3337.4498357103485
frc5684,-2116.0734834802015
frc433,4570.14194554748
frc1391,5216.570806806452
frc5181,890.5998596436315
frc816,171.70263959216715
frc4653,2169.024090113855
frc2095,-1300.8164423125288
frc5310,891.9665153920052
frc709,-1300.656299550626
frc6808,-535.470541795964
frc5113,173.74843656268854
frc5407,175.08672941593002
frc6226,3338.7911573635843
frc2590,6489.761183786248
frc2559,-534.0727118347448
frc7414,2170.2809202651047
frc2180,7170.345070246594
frc2234,-2906.7238221784946
frc7110,176.62046473672854
frc5490,-2114.565905136968
frc3005,6491.102695983623
frc2468,7169.347601994966
frc2582,7167.973275859826
frc1745,6528.810427330226
frc3802,7167.058668114423
frc4192,5845.644486594858
frc2687,6496.337668085594
frc4641,-533.3221836732259
frc5572,5214.326850152576
frc2689,8254.627778463053
frc1296,3955.1309980973324
frc6901,5846.486139708302
frc7503,4573.116049518804
frc7121,178.15554310985598
frc9034,2748.5817417235344
frc9156,5214.425829290668
frc8874,4574.709466763822
frc8816,179.50900241638436
frc5431,4576.876286802769
frc8858,5846.612681929807
frc9088,5846.183822848369
frc7506,3955.2404863856295
frc5682,3342.6864608721635
frc5417,7743.251700316447
frc8749,6497.830945281485
frc6171,893.9172417843457
frc7321,-1299.4950588862841
frc5212,181.36463891630788
frc6768,1556.5594135771396
frc6526,-531.5150732475026
frc3282,-5315.045877977927
frc2363,5846.581220348941
frc1629,4105.232925977433
frc401,3344.140118499615
frc1731,8256.577270252696
frc6802,8253.183012023625
frc3136,6498.727707944128
frc623,7746.603997962755
frc5724,3345.2704441839282
frc346,3962.2904780155036
frc122,7169.150155169996
frc8230,7746.515060896491
frc422,3966.6522854615473
frc2106,5217.08553535688
frc4456,7168.945361639087
frc3373,5847.592816120933
frc1262,1557.5466352315793
frc8592,4700.984787199968
frc619,182.8946430682553
frc9003,-2906.350085040099
frc3939,5847.490565603795
frc404,-530.8501729700429
frc2028,8704.61211941383
frc6194,-3740.6883646623005
frc9235,-2113.294768585738
frc9033,3348.216026966131
frc977,5847.02566567083
frc1915,-2112.362739865293
frc6504,-2111.4526174723246
frc4505,-2905.444855355518
frc1086,2173.4874907442145
frc1885,-530.6566866763202
frc3361,-4547.556079957559
frc3359,-2905.3362264860857
frc540,897.1211763016346
frc2910,6501.889553418738
frc2930,5219.813511229233
frc7627,7747.109398251258
frc488,7170.651206098361
frc4911,5218.435232908274
frc4915,7747.024889621599
frc1318,6503.048607957923
frc2522,7746.110435440953
frc2147,9056.260730927204
frc4681,-1298.1767817006044
frc2976,1559.7601259959126
frc4173,899.0385762893255
frc4131,3964.850402368019
frc3826,1560.9422189999696
frc2980,3965.5206851761764
frc2412,5217.4693509820445
frc9036,7170.787465371157
frc5941,2755.3797328923615
frc4512,-1298.0203216735217
frc1899,7169.404944269165
frc3049,-3740.1877741508524
frc4089,-530.2739653315552
frc4682,1561.95131534565
frc5588,185.73802176793532
frc8248,901.8662886794694
frc3681,1563.034257728961
frc2903,-2109.948151303285
frc949,3351.740788950153
frc2928,2177.179619984237
frc1778,8261.458035503272
frc3268,1564.8655479527768
frc4980,904.4764382458294
frc2097,188.00880922954116
frc6350,905.5749259913558
frc2974,5235.820755474204
frc6340,3966.714800230904
frc6341,6504.76266842925
frc1758,2178.6793752134654
frc5900,2758.665488702605
frc8080,2180.8610480135144
frc6023,1568.1171801690452
frc6712,4587.747792544405
frc6705,-1297.4716932350618
frc6944,-2904.9297426069065
frc6887,-529.068560318688
frc4516,3354.3344050603882
frc4026,-528.8803150023804
frc7104,-2904.8219896496503
frc1311,189.14898817070934
frc1002,-4547.265210933392
frc7451,2761.407299506496
frc1648,-1296.7181510240673
frc7514,-1296.5639235881931
