"num","team","epa_rank","total_epa","norm_epa","unitless_epa","auto_epa","teleop_epa","endgame_epa","rp_1_epa","rp_2_epa","next_event_key","next_event_name","next_event_week","record","winrate"
"1678","Citrus Circuits","1","58.1","1949","2028","18.3","32.6","7.2","0.88","0.68","N/A","N/A","N/A","56-12-1","0.819"
"1323","MadTown Robotics","2","55.8","1923","2000","19.5","28.6","7.7","0.66","0.84","N/A","N/A","N/A","45-7-1","0.858"
"3005","RoboChargers","3","54.9","1912","1989","15.9","34.7","4.2","0.71","0.36","N/A","N/A","N/A","59-10-0","0.855"
"6328","Mechanical Advantage","4","54.3","1906","1981","16.7","31.1","6.4","0.71","0.61","N/A","N/A","N/A","57-12-0","0.826"
"2056","OP Robotics","5","53.7","1899","1975","16.7","33.2","3.8","0.77","0.59","N/A","N/A","N/A","67-3-0","0.957"
"1690","Orbit","6","53.6","1898","1973","17","31.3","5.3","0.73","0.49","N/A","N/A","N/A","66-5-1","0.924"
"1796","RoboTigers","7","53","1891","1966","18.6","28.2","6.2","0.72","0.46","N/A","N/A","N/A","49-9-0","0.845"
"1771","North Gwinnett Robotics","8","52.7","1887","1962","19.9","27.2","5.6","0.67","0.51","N/A","N/A","N/A","58-7-0","0.892"
"254","The Cheesy Poofs","9","51.7","1876","1950","15.9","29.5","6.3","0.62","0.61","N/A","N/A","N/A","45-5-1","0.892"
"1756","Argos","10","51.7","1876","1950","12.2","33.4","6.1","0.51","0.55","N/A","N/A","N/A","35-11-1","0.755"
"1706","Ratchet Rockers","11","51.3","1871","1945","17","28.1","6.2","0.72","0.39","N/A","N/A","N/A","44-4-0","0.917"
"604","Quixilver","12","50.9","1867","1941","16.6","28.6","5.8","0.77","0.54","N/A","N/A","N/A","58-10-1","0.848"
"2910","Jack in the Bot","13","50.3","1859","1932","13","34.7","2.6","0.49","0.01","N/A","N/A","N/A","50-16-1","0.754"
"4414","HighTide","14","49.5","1851","1923","18.1","25.6","5.9","0.66","0.44","N/A","N/A","N/A","47-10-0","0.825"
"5940","BREAD","15","49.2","1848","1920","15.7","26.9","6.7","0.6","0.47","N/A","N/A","N/A","47-13-0","0.783"
"4613","Barker Redbacks","16","48.4","1838","1909","13.2","33","2.1","0.8","0.35","N/A","N/A","N/A","44-4-1","0.908"
"3478","PrepaTec - LamBot","17","48","1833","1905","14.2","27.7","6.1","0.57","0.56","N/A","N/A","N/A","49-11-1","0.811"
"3467","Windham Windup","18","47.6","1829","1900","11.9","32.5","3.3","0.73","0.21","N/A","N/A","N/A","59-22-1","0.726"
"9483","İstanbul Wildcats","19","47.6","1829","1900","15.9","30.2","1.6","0.67","0.21","N/A","N/A","N/A","37-9-0","0.804"
"359","Hawaiian Kids","20","47.6","1829","1900","15.3","25.8","6.5","0.71","0.48","N/A","N/A","N/A","68-10-1","0.867"
"368","Team Kika Mana","21","47.2","1824","1895","16.9","23.5","6.8","0.6","0.36","N/A","N/A","N/A","40-5-0","0.889"
"3847","Spectrum   -△◅","22","46.9","1821","1891","15.3","26.3","5.3","0.67","0.5","N/A","N/A","N/A","51-14-0","0.785"
"2075","Enigma Robotics","23","46.8","1820","1890","14.1","28.3","4.4","0.42","0.18","N/A","N/A","N/A","46-16-2","0.734"
"1778","Chill Out","24","46.7","1819","1889","13.8","28.8","4.2","0.56","0.28","N/A","N/A","N/A","43-22-0","0.662"
"2974","Walton Robotics","25","46.4","1815","1885","14.7","30.5","1.2","0.78","0.09","N/A","N/A","N/A","60-6-0","0.909"
"1731","Fresta Valley Robotics Club","26","45.9","1810","1879","15","24.5","6.4","0.76","0.41","N/A","N/A","N/A","52-11-0","0.825"
"2767","Stryke Force","27","45.4","1804","1873","13.8","25","6.7","0.65","0.42","N/A","N/A","N/A","45-15-0","0.750"
"987","HIGHROLLERS","28","45.3","1802","1871","12.2","27.3","5.8","0.61","0.41","N/A","N/A","N/A","32-12-1","0.722"
"5460","Strike Zone","29","45.3","1802","1871","13.8","26.7","4.8","0.71","0.5","N/A","N/A","N/A","51-28-2","0.642"
"4391","BraveBots","30","45.1","1800","1869","17","25.1","3","0.83","0.18","N/A","N/A","N/A","53-11-0","0.828"
"4362","CSPA Gems","31","44.9","1798","1867","11.5","27.3","6.1","0.59","0.45","N/A","N/A","N/A","52-16-2","0.757"
"125","NUTRONs","32","44.9","1798","1866","15","23.1","6.7","0.39","0.6","N/A","N/A","N/A","50-18-0","0.735"
"2481","Roboteers","33","44.3","1791","1860","12.1","29.3","3","0.55","0.23","N/A","N/A","N/A","36-9-1","0.793"
"27","Team RUSH","34","44.3","1791","1860","11.8","29.1","3.4","0.63","0.24","N/A","N/A","N/A","70-12-2","0.845"
"114","Eaglestrike","35","44.2","1790","1858","10.3","29.7","4.2","0.7","0.28","N/A","N/A","N/A","45-11-0","0.804"
"4635","PrepaTec - Botbusters","36","44.1","1789","1857","13.7","27.6","2.9","0.61","0.21","N/A","N/A","N/A","48-10-2","0.817"
"6800","Valor","37","44.1","1789","1857","13.1","26.5","4.5","0.46","0.16","N/A","N/A","N/A","47-15-0","0.758"
"33","Killer Bees","38","44","1787","1855","10.2","29.7","4.1","0.58","0.34","N/A","N/A","N/A","48-16-3","0.739"
"3683","Team DAVE","39","44","1787","1855","13.6","26.7","3.6","0.5","0.12","N/A","N/A","N/A","46-16-0","0.742"
"5712","Hemlock's Gray Matter","40","43.7","1784","1851","13.9","23.9","5.8","0.56","0.51","N/A","N/A","N/A","53-18-0","0.746"
"4766","Team SCREAM Jr.","41","43.7","1783","1851","13.9","26.1","3.7","0.6","0.26","N/A","N/A","N/A","46-15-0","0.754"
"6329","The Bucks' Wrath","42","43.4","1780","1848","12.7","28.4","2.2","0.69","0.06","N/A","N/A","N/A","52-19-1","0.729"
"2539","Krypton Cougars","43","43.2","1778","1846","12.7","24.3","6.3","0.53","0.48","N/A","N/A","N/A","48-15-1","0.758"
"7769","The CREW","44","43.2","1778","1846","15.6","23","4.7","0.76","0.22","N/A","N/A","N/A","56-11-2","0.826"
"2200","MMRambotics","45","43.1","1777","1845","12.4","23.4","7.4","0.47","0.6","N/A","N/A","N/A","44-20-0","0.688"
"4481","Team Rembrandts","46","43.1","1777","1844","14.6","27.3","1.2","0.66","0.1","N/A","N/A","N/A","39-10-0","0.796"
"1261","Robo Lions","47","43","1776","1843","12.6","28.5","2","0.6","0.01","N/A","N/A","N/A","48-16-0","0.750"
"2054","Tech Vikes","48","42.9","1775","1842","11.1","25.6","6.2","0.62","0.38","N/A","N/A","N/A","59-10-0","0.855"
"2642","Pitt Pirates","49","42.9","1774","1842","10.7","30","2.2","0.48","0.08","N/A","N/A","N/A","42-19-0","0.689"
"3276","TOOLCATS","50","42.7","1772","1840","12.7","25.7","4.3","0.5","0.22","N/A","N/A","N/A","29-10-1","0.738"
"3538","RoboJackets","51","42.6","1771","1838","13","22.4","7.1","0.42","0.47","N/A","N/A","N/A","44-19-0","0.698"
"3663","CPR - Cedar Park Robotics","52","42.6","1771","1838","14.3","23.9","4.4","0.49","0.39","N/A","N/A","N/A","42-23-1","0.644"
"9496","Lynk","53","42.6","1771","1838","15.9","25.2","1.5","0.63","0","N/A","N/A","N/A","74-18-0","0.804"
"180","S.P.A.M.","54","42.5","1770","1837","19.5","18.8","4.2","0.51","0.21","N/A","N/A","N/A","48-12-1","0.795"
"4522","Team SCREAM","55","42.4","1769","1836","13.2","24.8","4.4","0.52","0.4","N/A","N/A","N/A","53-15-0","0.779"
"449","The Blair Robot Project","56","42.4","1769","1836","16.1","22.4","3.9","0.54","0.31","N/A","N/A","N/A","42-23-0","0.646"
"5813","Morpheus","57","42.3","1768","1835","15.6","22","4.7","0.6","0.33","N/A","N/A","N/A","41-21-3","0.654"
"2811","StormBots","58","42.3","1768","1835","13.6","22","6.7","0.57","0.57","N/A","N/A","N/A","61-22-0","0.735"
"5687","The Outliers","59","42.2","1767","1833","11.1","28.3","2.8","0.45","0.09","N/A","N/A","N/A","48-16-1","0.746"
"103","Cybersonics","60","42.1","1765","1832","13.4","26.4","2.3","0.62","0.14","N/A","N/A","N/A","40-20-2","0.661"
"1807","Redbird Robotics","61","42","1765","1832","11.1","28","2.9","0.48","0.32","N/A","N/A","N/A","42-18-1","0.697"
"133","B.E.R.T.","62","42","1765","1831","12","22.4","7.6","0.44","0.61","N/A","N/A","N/A","36-15-0","0.706"
"7407","Wired Boars","63","42","1765","1831","13.1","22.7","6.2","0.51","0.43","N/A","N/A","N/A","31-28-0","0.525"
"1676","The Pascack PI-oneers","64","42","1764","1831","11.1","24","6.9","0.41","0.45","N/A","N/A","N/A","41-19-3","0.675"
"581","Blazing Bulldogs","65","42","1764","1831","14.7","21.8","5.5","0.59","0.4","N/A","N/A","N/A","46-16-0","0.742"
"2590","Nemesis","66","42","1764","1831","14.7","22.5","4.8","0.51","0.33","N/A","N/A","N/A","46-21-0","0.687"
"2521","SERT","67","41.9","1764","1830","14","24.8","3.1","0.55","0.19","N/A","N/A","N/A","59-10-0","0.855"
"2046","Bear Metal","68","41.8","1762","1829","11","26.6","4.3","0.58","0.43","N/A","N/A","N/A","64-17-0","0.790"
"7457","suPURDUEper Robotics","69","41.8","1762","1828","14","22","5.8","0.39","0.38","N/A","N/A","N/A","41-21-0","0.661"
"8013","Boston Lions","70","41.7","1761","1827","11.2","23.9","6.6","0.55","0.53","N/A","N/A","N/A","51-20-2","0.712"
"131","CHAOS","71","41.6","1760","1826","9.4","25.3","7","0.5","0.62","N/A","N/A","N/A","44-25-1","0.636"
"6672","Fusion Corps","72","41.5","1759","1825","11.3","27.8","2.4","0.63","0.16","N/A","N/A","N/A","53-17-0","0.757"
"1701","RoboCubs","73","41.4","1758","1824","14.5","24.6","2.4","0.49","0.04","N/A","N/A","N/A","46-27-1","0.628"
"6459","AG Robotik","74","41.4","1758","1824","11.5","28.4","1.5","0.64","0","N/A","N/A","N/A","26-16-0","0.619"
"5895","Peddie Robotics","75","41.4","1757","1824","14.5","23.9","3","0.59","0.25","N/A","N/A","N/A","54-14-0","0.794"
"5951","Makers Assemble","76","41.1","1754","1820","13.2","24.3","3.6","0.43","0.36","N/A","N/A","N/A","43-21-2","0.667"
"176","Aces High","77","41","1753","1819","14.3","24.8","1.9","0.59","0.17","N/A","N/A","N/A","49-17-0","0.742"
"118","Robonauts","78","40.9","1752","1818","14","21.1","5.8","0.42","0.54","N/A","N/A","N/A","92-20-1","0.819"
"7021","TC Robotics","79","40.9","1752","1818","14.6","20.8","5.5","0.42","0.5","N/A","N/A","N/A","29-12-0","0.707"
"1114","Simbotics","80","40.7","1750","1816","13","26.1","1.7","0.57","-0.06","N/A","N/A","N/A","35-28-0","0.556"
"3061","Huskie Robotics","81","40.7","1749","1815","9.9","28.3","2.5","0.71","0.09","N/A","N/A","N/A","32-16-2","0.660"
"1787","The Flying Circuits","82","40.7","1749","1815","10.6","26.6","3.5","0.72","0.17","N/A","N/A","N/A","30-11-0","0.732"
"8044","Denham Venom","83","40.5","1747","1813","10.8","26","3.8","0.47","0.09","N/A","N/A","N/A","45-17-0","0.726"
"4039","MakeShift Robotics","84","40.5","1747","1812","11.5","25.2","3.7","0.54","0.21","N/A","N/A","N/A","51-17-0","0.750"
"1591","Greece Gladiators","85","40.3","1745","1810","14.5","22","3.8","0.36","0.21","N/A","N/A","N/A","34-10-0","0.773"
"694","StuyPulse","86","40.3","1745","1810","9.9","24.8","5.5","0.47","0.23","N/A","N/A","N/A","34-23-0","0.596"
"5436","Cyber Cats","87","40.3","1745","1810","10.1","26.8","3.4","0.55","0.24","N/A","N/A","N/A","44-18-0","0.710"
"353","POBots","88","40.1","1743","1808","12.4","24.1","3.6","0.56","0.35","N/A","N/A","N/A","40-7-0","0.851"
"1699","Robocats","89","40.1","1742","1807","13.4","23.8","2.9","0.41","0.18","N/A","N/A","N/A","33-17-0","0.660"
"2468","Team Appreciate","90","40","1742","1807","6","30.9","3.2","0.62","0.3","N/A","N/A","N/A","50-19-0","0.725"
"7028","Binary Battalion","91","39.8","1739","1804","11.8","28.1","0","0.27","0.02","N/A","N/A","N/A","30-15-0","0.667"
"4206","Robo Vikes","92","39.8","1739","1803","8.9","29.3","1.6","0.52","0.25","N/A","N/A","N/A","57-26-0","0.687"
"3173","IgKnighters","93","39.7","1737","1802","13.2","25.3","1.2","0.59","0.12","N/A","N/A","N/A","30-18-0","0.625"
"5804","TORCH","94","39.7","1737","1802","11.6","25.1","3","0.47","0.19","N/A","N/A","N/A","43-25-1","0.630"
"9128","ITKAN Robotics","95","39.5","1735","1800","13.6","23.1","2.9","0.47","0.24","N/A","N/A","N/A","43-21-0","0.672"
"4499","The Highlanders","96","39.5","1735","1800","11.7","21.8","5.9","0.43","0.44","N/A","N/A","N/A","34-18-3","0.645"
"4230","TopperBots","97","39.5","1735","1800","11.2","24.8","3.4","0.42","0.17","N/A","N/A","N/A","29-12-1","0.702"
"4607","C.I.S.","98","39.4","1735","1800","11.3","23.8","4.4","0.54","0.18","N/A","N/A","N/A","29-14-0","0.674"
"6443","AEMBOT","99","39.4","1734","1799","14","23.1","2.3","0.46","0.06","N/A","N/A","N/A","48-32-1","0.599"
"4795","Eastbots","100","39.3","1734","1798","12.5","25.7","1.2","0.45","0.06","N/A","N/A","N/A","47-13-0","0.783"
"8608","Alpha Bots","101","39.3","1734","1798","14.8","19.2","5.4","0.25","0.33","N/A","N/A","N/A","41-18-0","0.695"
"1683","Techno Titans","102","39.3","1733","1798","14.1","24.3","0.9","0.42","0.03","N/A","N/A","N/A","41-24-0","0.631"
"2713","Red Hawk Robotics","103","39.3","1733","1798","10.8","26","2.5","0.54","0.27","N/A","N/A","N/A","33-28-1","0.540"
"1577","Steampunk","104","39.2","1732","1796","11.9","24.6","2.6","0.26","0.12","N/A","N/A","N/A","34-30-1","0.531"
"3339","BumbleB","105","39.1","1731","1795","15.6","19.6","3.9","0.44","0.35","N/A","N/A","N/A","51-12-1","0.805"
"88","TJ²","106","39.1","1731","1795","11.9","21.2","6","0.36","0.46","N/A","N/A","N/A","38-24-2","0.609"
"4028","The Beak Squad","107","39","1730","1795","11","21.7","6.4","0.49","0.5","N/A","N/A","N/A","33-11-0","0.750"
"4476","W.A.F.F.L.E.S.","108","39","1730","1795","9.8","26.8","2.4","0.48","0.24","N/A","N/A","N/A","49-25-0","0.662"
"1318","Issaquah Robotics Society","109","38.9","1729","1793","12.1","20.6","6.3","0.54","0.46","N/A","N/A","N/A","50-30-0","0.625"
"1391","The Metal Moose","110","38.9","1728","1793","11.2","24.6","3.1","0.37","0.13","N/A","N/A","N/A","37-25-1","0.595"
"1325","Inverse Paradox","111","38.9","1728","1792","8.5","28.9","1.5","0.56","0.12","N/A","N/A","N/A","54-26-1","0.673"
"3357","COMETS","112","38.8","1728","1792","10.6","25.1","3.1","0.59","0.25","N/A","N/A","N/A","47-15-0","0.758"
"1987","Broncobots","113","38.8","1728","1792","16.2","18.6","4","0.61","0.33","N/A","N/A","N/A","32-18-1","0.637"
"3539","Byting Bulldogs","114","38.8","1727","1791","12.7","22.7","3.3","0.35","0.29","N/A","N/A","N/A","40-21-1","0.653"
"1816",""The Green Machine"","115","38.7","1727","1791","11.5","25.9","1.4","0.41","0.14","N/A","N/A","N/A","29-10-0","0.744"
"8033","Highlander Robotics","116","38.7","1726","1790","12.9","25","0.8","0.6","-0.04","N/A","N/A","N/A","33-13-0","0.717"
"3310","Black Hawk Robotics","117","38.4","1723","1787","12.5","20.9","5.1","0.41","0.33","N/A","N/A","N/A","38-24-2","0.609"
"1477","Texas Torque","118","38.4","1723","1787","15.2","19.6","3.6","0.35","0.21","N/A","N/A","N/A","47-20-1","0.699"
"2129","Ultraviolet","119","38.4","1723","1786","13.3","23","2.1","0.46","0.16","N/A","N/A","N/A","27-15-0","0.643"
"4946","The Alpha Dogs","120","38.3","1722","1786","13.8","19.5","5.1","0.29","0.44","N/A","N/A","N/A","50-19-0","0.725"
"111","WildStang","121","38.2","1721","1785","11.9","25.7","0.7","0.43","-0.01","N/A","N/A","N/A","22-23-0","0.489"
"1727","REX","122","38.1","1720","1784","11.2","25.5","1.5","0.56","0.09","N/A","N/A","N/A","46-17-0","0.730"
"2122","Team Tators","123","37.9","1718","1781","11.9","20.2","5.9","0.39","0.54","N/A","N/A","N/A","41-20-1","0.669"
"9752","ITKAN Robotics Jr","124","37.9","1717","1781","11.5","24.3","2.1","0.55","0.11","N/A","N/A","N/A","42-23-0","0.646"
"3572","Wavelength","125","37.9","1717","1781","14.1","20.9","2.9","0.58","0.25","N/A","N/A","N/A","43-20-1","0.680"
"3314","Mechanical Mustangs","126","37.8","1716","1780","13.8","19.2","4.9","0.52","0.39","N/A","N/A","N/A","48-31-1","0.606"
"2614","Mountaineer Area RoboticS (...","127","37.8","1716","1779","12.3","19.5","5.9","0.29","0.33","N/A","N/A","N/A","24-17-0","0.585"
"1732","Hilltopper Robotics","128","37.7","1715","1778","12.8","19.8","5.1","0.58","0.27","N/A","N/A","N/A","43-14-1","0.750"
"1156","Under Control","129","37.6","1713","1777","13.3","22.5","1.8","0.56","0.1","N/A","N/A","N/A","28-9-0","0.757"
"3070","Team Pronto 3070","130","37.4","1711","1774","12.8","21.4","3.2","0.44","0.11","N/A","N/A","N/A","37-22-2","0.623"
"1768","Nashoba Robotics","131","37.3","1711","1774","14.1","22","1.3","0.72","-0.05","N/A","N/A","N/A","53-26-0","0.671"
"4611","OZone Robotics","132","37.3","1711","1774","12.4","22.4","2.5","0.52","0.15","N/A","N/A","N/A","34-13-1","0.719"
"9084","Octobots","133","37.2","1709","1772","15.4","16.3","5.5","0.48","0.43","N/A","N/A","N/A","26-11-0","0.703"
"78","AIR STRIKE","134","37.2","1709","1772","9.9","24.1","3.2","0.56","0.4","N/A","N/A","N/A","44-21-1","0.674"
"2145","HAZMATS","135","37.2","1709","1772","13.9","21.1","2.2","0.44","0.19","N/A","N/A","N/A","30-30-1","0.500"
"1189","Gearheads","136","37.1","1708","1771","11.7","23.9","1.5","0.63","-0.07","N/A","N/A","N/A","35-23-1","0.602"
"1923","The MidKnight Inventors","137","37.1","1708","1771","8.6","23.8","4.7","0.6","0.32","N/A","N/A","N/A","42-20-2","0.672"
"868","TechHOUNDS","138","37.1","1708","1771","16.1","18.1","3","0.45","0.28","N/A","N/A","N/A","41-17-1","0.703"
"9401","Midas' Mayhem","139","37.1","1708","1770","14.2","21","2","0.37","0.08","N/A","N/A","N/A","28-14-1","0.663"
"3175","Knight Vision","140","37","1707","1770","11.4","23","2.7","0.54","0.1","N/A","N/A","N/A","45-22-1","0.669"
"3604","Goon Squad","141","37","1707","1770","12","22.6","2.4","0.5","0.25","N/A","N/A","N/A","47-25-1","0.651"
"5152","Alotobots","142","36.9","1705","1768","11.8","22.2","2.8","0.46","-0.06","N/A","N/A","N/A","39-23-0","0.629"
"3937","Breakaway","143","36.8","1704","1767","10.4","22.4","4","0.4","0.25","N/A","N/A","N/A","36-15-0","0.706"
"5419","Berkelium","144","36.7","1703","1766","10.6","20.2","5.9","0.6","0.42","N/A","N/A","N/A","26-14-1","0.646"
"2522","Royal Robotics","145","36.6","1703","1765","11.1","22.5","3","0.38","0.29","N/A","N/A","N/A","37-20-1","0.647"
"6619","GravitechX","146","36.6","1703","1765","13","22","1.6","0.56","0.14","N/A","N/A","N/A","19-10-0","0.655"
"6090","Wayland Wildcats","147","36.6","1702","1764","12.4","20.6","3.5","0.46","0.19","N/A","N/A","N/A","39-22-1","0.637"
"4678","CyberCavs","148","36.5","1701","1764","13.8","17","5.7","0.57","0.59","N/A","N/A","N/A","41-12-0","0.774"
"841","The BioMechs","149","36.4","1700","1762","8.1","26","2.4","0.55","0.04","N/A","N/A","N/A","40-17-0","0.702"
"876","Thunder Robotics","150","36.4","1699","1762","10.3","22.6","3.5","0.45","0.25","N/A","N/A","N/A","29-11-0","0.725"
"1501","Team THRUST","151","36.3","1699","1761","12.5","17.4","6.5","0.3","0.52","N/A","N/A","N/A","48-25-1","0.655"
"9442","Miso Mechanics","152","36.3","1698","1761","11.7","23.3","1.2","0.42","0.06","N/A","N/A","N/A","26-19-0","0.578"
"360","The Revolution","153","36.2","1697","1760","11.7","19.5","5","0.53","0.33","N/A","N/A","N/A","39-22-0","0.639"
"4738","Patribots","154","36.2","1697","1759","10.5","23.2","2.4","0.43","0.09","N/A","N/A","N/A","36-14-1","0.716"
"910","The Foley Freeze","155","36.1","1696","1758","12.1","20.5","3.4","0.43","0.16","N/A","N/A","N/A","41-21-1","0.659"
"5406","Celt-X","156","36.1","1696","1758","11.4","19","5.7","0.22","0.42","N/A","N/A","N/A","41-21-0","0.661"
"2959","Robotarians","157","36","1695","1757","10.8","22.7","2.5","0.54","0.11","N/A","N/A","N/A","34-20-2","0.625"
"687","The Nerd Herd","158","36","1695","1757","12.4","23.5","0.1","0.49","0.06","N/A","N/A","N/A","38-24-0","0.613"
"4400","Cerbotics - Peñoles","159","35.9","1694","1757","11.1","22.8","2","0.45","0.15","N/A","N/A","N/A","39-17-1","0.693"
"16","Bomb Squad","160","35.9","1694","1756","8.6","24.7","2.6","0.36","0.18","N/A","N/A","N/A","27-14-0","0.659"
"5809","The Jesubots 5809","161","35.9","1693","1756","10.8","23.4","1.6","0.33","0.04","N/A","N/A","N/A","32-16-1","0.663"
"7763","Carrborobotics","162","35.9","1693","1756","10.6","25","0.3","0.61","0.02","N/A","N/A","N/A","42-15-1","0.733"
"836","The RoboBees","163","35.8","1693","1755","14.4","16.2","5.2","0.39","0.45","N/A","N/A","N/A","52-14-0","0.788"
"59","RamTech","164","35.7","1692","1754","9","20.2","6.5","0.28","0.38","N/A","N/A","N/A","32-26-0","0.552"
"6081","Digital Dislocators","165","35.6","1691","1753","13.5","18.3","3.9","0.56","0.32","N/A","N/A","N/A","56-19-1","0.743"
"67","The HOT Team","166","35.6","1690","1752","12.6","18.7","4.4","0.4","0.27","N/A","N/A","N/A","45-18-0","0.714"
"2611","Jacktown Vectors","167","35.6","1690","1752","12.8","21.5","1.2","0.69","-0.05","N/A","N/A","N/A","33-24-0","0.579"
"195","CyberKnights","168","35.5","1689","1751","11.9","21.7","1.9","0.19","-0.01","N/A","N/A","N/A","39-29-1","0.572"
"624","CRyptonite","169","35.4","1688","1749","10.3","22.1","3","0.37","0.32","N/A","N/A","N/A","54-16-0","0.771"
"148","Robowranglers","170","35.3","1687","1749","10.9","20.6","3.9","0.61","0.3","N/A","N/A","N/A","54-16-0","0.771"
"829","The Digital Goats","171","35.3","1687","1749","12.7","18.8","3.9","0.37","0.2","N/A","N/A","N/A","40-23-0","0.635"
"4043","NerdHerd","172","35.3","1687","1749","12.1","19.5","3.7","0.44","0.1","N/A","N/A","N/A","46-16-0","0.742"
"9023","Future Martians","173","35.3","1687","1749","12.1","21.6","1.6","0.29","0.11","N/A","N/A","N/A","36-25-1","0.589"
"5472","The Wyld Stallyns","174","35.3","1686","1748","10","22.5","2.8","0.31","0.11","N/A","N/A","N/A","33-22-0","0.600"
"4451","ROBOTZ Garage","175","35.2","1686","1748","13.1","20","2.1","0.24","0.01","N/A","N/A","N/A","38-26-0","0.594"
"6147","Tonkabots","176","35.2","1686","1748","11","15.8","8.4","0.22","0.31","N/A","N/A","N/A","17-9-0","0.654"
"1058","PVC Pirates","177","35.2","1685","1747","12.1","21.3","1.8","0.31","-0.13","N/A","N/A","N/A","39-19-1","0.669"
"2659","RoboWarriors","178","35.2","1685","1747","10.7","20.4","4","0.48","0.28","N/A","N/A","N/A","30-14-1","0.678"
"2338","Gear It Forward","179","35.2","1685","1747","10.6","19.4","5.2","0.35","0.41","N/A","N/A","N/A","30-15-0","0.667"
"5907","CC Shambots","180","35.1","1684","1746","11.2","21.7","2.2","0.62","0.06","N/A","N/A","N/A","43-14-1","0.750"
"3414","Hackbots","181","35","1683","1745","9.1","24.6","1.3","0.43","-0.05","N/A","N/A","N/A","34-26-0","0.567"
"5934","Crowbotics","182","35","1683","1745","12.9","19.6","2.5","0.37","0.17","N/A","N/A","N/A","24-16-0","0.600"
"6036","Peninsula Robotics","183","35","1683","1745","8.3","26.3","0.4","0.47","-0.12","N/A","N/A","N/A","43-19-1","0.690"
"1506","Metal Muscle","184","35","1683","1745","10.3","18.8","5.9","0.53","0.43","N/A","N/A","N/A","37-21-2","0.633"
"179","Children of the Swamp","185","35","1682","1745","12.6","16.3","6.1","0.36","0.24","N/A","N/A","N/A","35-10-1","0.772"
"177","Bobcat Robotics","186","34.8","1680","1743","10.9","20.3","3.6","0.57","0.24","N/A","N/A","N/A","47-17-0","0.734"
"4976","Revolt Robotics","187","34.7","1679","1742","11.9","20","2.8","0.5","0.04","N/A","N/A","N/A","21-25-0","0.457"
"9312","NERD Spark","188","34.7","1679","1741","10.4","22.6","1.8","0.41","0.13","N/A","N/A","N/A","33-23-0","0.589"
"9072","TigerBots","189","34.7","1678","1741","11.4","23.5","-0.2","0.59","-0.2","N/A","N/A","N/A","42-26-1","0.616"
"343","Metal-In-Motion","190","34.7","1678","1741","11.1","18","5.6","0.27","0.27","N/A","N/A","N/A","41-21-0","0.661"
"6002","ZooBOTix","191","34.6","1677","1741","11.6","17.4","5.7","0.25","0.47","N/A","N/A","N/A","31-24-1","0.563"
"9408","Warbots","192","34.5","1676","1740","8.8","22.7","3.1","0.25","0.19","N/A","N/A","N/A","25-15-0","0.625"
"3006","Red Rock Robotics","193","34.5","1675","1738","10.4","21.3","2.8","0.35","0.23","N/A","N/A","N/A","31-14-0","0.689"
"4143","MARS/WARS","194","34.4","1674","1738","11.2","20.2","3.1","0.42","0.15","N/A","N/A","N/A","28-15-0","0.651"
"1718","The Fighting Pi","195","34.4","1674","1737","12.7","19.4","2.3","0.46","0.04","N/A","N/A","N/A","26-22-0","0.542"
"1574","MisCar","196","34.3","1673","1737","13.4","14.7","6.3","0.34","0.46","N/A","N/A","N/A","38-21-1","0.642"
"2067","Apple Pi","197","34.3","1673","1737","11.4","18.1","4.8","0.25","0.48","N/A","N/A","N/A","33-28-0","0.541"
"4152","Hoya Robotics","198","34.3","1672","1736","13.9","13.1","7.3","0.41","0.53","N/A","N/A","N/A","27-22-0","0.551"
"316","LUNATECS","199","34.2","1672","1736","12.1","18.4","3.7","0.3","0.22","N/A","N/A","N/A","43-21-0","0.672"
"341","Miss Daisy","200","34.2","1671","1735","7.5","23.6","3.1","0.32","0.22","N/A","N/A","N/A","38-22-1","0.631"
"461","Westside Boiler Invasion","201","34.2","1671","1735","11.6","20.4","2.2","0.37","0.35","N/A","N/A","N/A","41-18-1","0.692"
"2231","OnyxTronix","202","34.2","1671","1735","11.4","18.7","4.1","0.52","0.27","N/A","N/A","N/A","49-16-0","0.754"
"2530","Inconceivable","203","34.2","1671","1735","12.2","20","1.9","0.44","0.27","N/A","N/A","N/A","32-10-0","0.762"
"5166","Fabricators","204","34.1","1670","1734","11.1","19.9","3.1","0.29","0.23","N/A","N/A","N/A","37-23-0","0.617"
"1540","Flaming Chickens","205","34.1","1670","1734","10.1","20.4","3.6","0.36","0.22","N/A","N/A","N/A","44-36-1","0.549"
"4728","ROCORI Ratcheteers","206","34.1","1670","1734","13","18.2","2.9","0.55","0.1","N/A","N/A","N/A","13-11-0","0.542"
"1629","Garrett Coalition (GaCo)","207","34","1669","1733","12.5","19.3","2.3","0.39","0.1","N/A","N/A","N/A","41-19-0","0.683"
"2930","Sonic Squirrels","208","34","1668","1732","13.8","16.6","3.5","0.37","0.2","N/A","N/A","N/A","29-26-1","0.527"
"3201","Ross Rambotics","209","33.9","1667","1731","13.7","16.9","3.2","0.45","0.31","N/A","N/A","N/A","16-10-0","0.615"
"325","Respawn Robotics","210","33.9","1667","1731","11.5","19.9","2.5","0.52","0.04","N/A","N/A","N/A","37-16-1","0.694"
