"num","team","epa_rank","total_epa","norm_epa","unitless_epa","auto_epa","teleop_epa","endgame_epa","rp_1_epa","rp_2_epa","next_event_key","next_event_name","next_event_week","record","winrate"
"2846","FireBears","513","43.6","1598","1659","15.4","20.5","7.8","0.14","0.4","N/A","N/A","N/A","16-10-0","0.615"
"4917","Sir Lancerbot","514","43.5","1598","1659","11.6","24.3","7.3","0.4","0.34","N/A","N/A","N/A","22-24-0","0.478"
"9176","Greenspire Steel Sturgeons","515","43.5","1598","1659","11.3","24.1","7.4","0.17","0.19","N/A","N/A","N/A","26-34-0","0.433"
"5826","Avis Automata","516","43.5","1598","1659","13.6","22.7","7.2","0.17","0.35","N/A","N/A","N/A","14-11-0","0.560"
"467","Colonials","517","43.5","1598","1658","8.3","25.7","8.9","0.21","0.22","N/A","N/A","N/A","24-21-1","0.533"
"4564","Orange Chaos","518","43.5","1597","1658","13","24.4","6","0.4","0.35","N/A","N/A","N/A","29-17-0","0.630"
"340","G.R.R. (Greater Rochester R...","519","43.5","1597","1658","10.5","26.3","6.7","0.27","0.28","N/A","N/A","N/A","17-11-1","0.603"
"3711","Iron Mustang","520","43.5","1597","1658","12.3","22.2","8.3","0.3","0.44","N/A","N/A","N/A","25-17-0","0.595"
"1559","Devil Tech","521","43.4","1597","1658","12.7","22.8","8","0.24","0.41","N/A","N/A","N/A","13-12-0","0.520"
"8020","CyberpunK","522","43.4","1597","1658","12.8","22.6","7.8","0.13","0.41","N/A","N/A","N/A","18-9-0","0.667"
"4646","Wildcard Robotics","523","43.4","1597","1658","11.6","24.9","6.7","0.08","0.24","N/A","N/A","N/A","16-13-0","0.552"
"6933","Archytas","524","43.4","1597","1658","12.9","24.1","5.8","0.29","0.28","N/A","N/A","N/A","18-19-0","0.486"
"7160","Ludington O-Bots","525","43.3","1597","1657","12.7","22","8.2","0.28","0.34","N/A","N/A","N/A","22-21-0","0.512"
"1058","PVC Pirates","526","43.3","1597","1657","10.8","24.3","8.2","0.16","0.36","N/A","N/A","N/A","20-21-0","0.488"
"1816",""The Green Machine"","527","43.3","1597","1657","14.2","22.9","6.1","0.21","0.33","N/A","N/A","N/A","18-15-0","0.545"
"4009","Duluth DNA Robotics","528","43.3","1597","1657","10.9","25.5","6.2","0.16","0.18","N/A","N/A","N/A","18-18-0","0.500"
"4130","The Blue Devils","529","43.3","1596","1657","12.2","22.9","7.1","0.36","0.33","N/A","N/A","N/A","27-28-1","0.491"
"369","High Voltage Robotics","530","43.2","1596","1656","8.1","25.4","9.7","0.31","0.33","N/A","N/A","N/A","15-14-0","0.517"
"7165","Perkins Pirates","531","43.2","1596","1656","13.7","22.4","7.2","0.23","0.25","N/A","N/A","N/A","16-12-0","0.571"
"5427","Steel Talons","532","43.2","1596","1656","10","24.4","8","0.16","0.28","N/A","N/A","N/A","30-26-0","0.536"
"4322","Clockwork","533","43.2","1596","1656","11.1","23.3","8.8","0.25","0.41","N/A","N/A","N/A","16-9-0","0.640"
"1983","Skunk Works Robotics","534","43.1","1595","1655","13.2","22.5","7.5","0.32","0.38","N/A","N/A","N/A","34-22-2","0.603"
"6420","Fire Island Robotics","535","43","1595","1655","7.8","27.1","8.4","0.37","0.22","N/A","N/A","N/A","22-14-1","0.608"
"7565","SESI SENAI ROBONATICOS","536","43","1595","1655","11.6","25.9","5.5","0.16","0.18","N/A","N/A","N/A","22-17-0","0.564"
"5114","Titanium Tigers","537","43","1595","1655","12.1","23.7","6.9","0.33","0.2","N/A","N/A","N/A","25-22-0","0.532"
"3950","RoboGym Robotics","538","43","1595","1654","10.9","25.2","7","0.2","0.34","N/A","N/A","N/A","24-18-0","0.571"
"4063","TriKzR4Kidz","539","43","1595","1654","10.5","24.6","7.8","0.15","0.35","N/A","N/A","N/A","24-21-0","0.533"
"71","Team Hammond","540","43","1595","1654","10.1","25.4","7.9","0.44","0.26","N/A","N/A","N/A","26-19-0","0.578"
"5614","Team Sycamore","541","42.9","1595","1654","14.6","20.7","7.8","0.16","0.44","N/A","N/A","N/A","28-18-0","0.609"
"3674","CloverBots","542","42.8","1594","1653","12.1","21.8","8.4","0.23","0.4","N/A","N/A","N/A","25-18-0","0.581"
"706","Cyberhawks","543","42.8","1594","1653","11.4","23.6","7.9","0.28","0.35","N/A","N/A","N/A","16-11-0","0.593"
"4611","OZone Robotics","544","42.8","1594","1653","9.6","24.1","9","0.24","0.41","N/A","N/A","N/A","22-8-0","0.733"
"112","Plus One","545","42.8","1594","1653","10.6","26","6.3","0.27","0.28","N/A","N/A","N/A","14-14-0","0.500"
"6911","SO BOTZ","546","42.7","1594","1652","16.4","17.4","8.9","-0.07","0.54","N/A","N/A","N/A","20-15-0","0.571"
"3197","HexHounds","547","42.7","1593","1652","13.7","23.7","5.3","0.08","0.03","N/A","N/A","N/A","13-10-0","0.565"
"8404","SKYWALKERS","548","42.7","1593","1652","10.7","25.4","6.5","0.13","0.17","N/A","N/A","N/A","15-13-0","0.536"
"2383","Ninjineers","549","42.7","1593","1652","9.7","26.6","5.7","0.06","0.12","N/A","N/A","N/A","30-22-0","0.577"
"7257","Semiconductors","550","42.7","1593","1652","9.2","24.9","8.6","0.14","0.3","N/A","N/A","N/A","10-4-0","0.714"
"2342","Team Phoenix","551","42.6","1593","1651","13.7","21.6","7.6","0.26","0.26","N/A","N/A","N/A","23-18-1","0.560"
"3322","Eagle Evolution","552","42.6","1593","1651","11.6","22.9","9","0.35","0.42","N/A","N/A","N/A","32-26-1","0.551"
"8048","East Palo Alto Churrobots","553","42.6","1593","1651","13.4","20","9.3","0.28","0.49","N/A","N/A","N/A","17-12-0","0.586"
"3003","TAN(X)","554","42.5","1592","1650","12.9","21.2","8.1","0","0.37","N/A","N/A","N/A","17-18-0","0.486"
"2611","Jacktown Vectors","555","42.5","1592","1650","13.4","21.7","6.8","0.33","0.33","N/A","N/A","N/A","25-17-0","0.595"
"4065","Nerds of Prey","556","42.5","1592","1650","14.9","18.5","9","-0.03","0.55","N/A","N/A","N/A","24-8-0","0.750"
"131","CHAOS","557","42.4","1592","1650","10.4","23.5","8","0.15","0.25","N/A","N/A","N/A","20-25-0","0.444"
"329","Mohawks","558","42.4","1592","1649","9.1","23.6","9.8","0.34","0.36","N/A","N/A","N/A","15-14-0","0.517"
"3616","Team Phenomena 3616","559","42.4","1592","1649","10.4","23.5","8.7","0.27","0.31","N/A","N/A","N/A","24-28-0","0.462"
"6369","Mercenary Robotics","560","42.4","1592","1649","9.5","24.3","8.6","0.35","0.5","N/A","N/A","N/A","27-18-0","0.600"
"7045","MCCrusaders","561","42.3","1591","1649","11.3","23.4","7.1","0.11","0.33","N/A","N/A","N/A","28-16-0","0.636"
"3388","Flash in memory of Margarit...","562","42.3","1591","1649","9.3","23.7","9.4","0.29","0.39","N/A","N/A","N/A","24-20-0","0.545"
"1899","Saints Robotics","563","42.3","1591","1648","10.9","24.4","6.6","0.36","0.2","N/A","N/A","N/A","22-21-0","0.512"
"2634","The Gryphons","564","42.3","1591","1648","6.3","27.1","8.8","0.22","0.42","N/A","N/A","N/A","11-17-0","0.393"
"4123","Tribe Robotics","565","42.2","1591","1648","16","18","8.2","0.04","0.57","N/A","N/A","N/A","19-10-0","0.655"
"5188","Area 5188: Classified Robotics","566","42.2","1591","1648","11.2","22","8.5","0.34","0.34","N/A","N/A","N/A","28-21-0","0.571"
"3679","rattlers","567","42.2","1591","1648","11.4","21","10","0.22","0.56","N/A","N/A","N/A","35-26-0","0.574"
"7433","Iona Fusion","568","42.2","1591","1648","13.2","20.9","8.1","0.02","0.35","N/A","N/A","N/A","11-6-0","0.647"
"2996","Cougars Gone Wired","569","42.1","1590","1647","11.6","23.7","6.9","-0.08","0.24","N/A","N/A","N/A","17-15-0","0.531"
"123","Team - Cosmos","570","42.1","1590","1647","12.3","22.5","6.3","0.28","0.18","N/A","N/A","N/A","24-21-0","0.533"
"5851","Striking Vikings","571","42.1","1590","1647","11.2","23.2","7.8","0.08","0.32","N/A","N/A","N/A","23-8-0","0.742"
"6326","⚡ Baltimore Bolts ⚡","572","42.1","1590","1647","9.4","24.8","7.3","0.22","0.23","N/A","N/A","N/A","21-21-0","0.500"
"2638","Rebel Robotics","573","42.1","1590","1647","10.9","23.7","6.9","0.2","0.22","N/A","N/A","N/A","29-26-0","0.527"
"708","Hatters Robotics","574","42","1590","1646","10.7","22.4","8.6","0.22","0.28","N/A","N/A","N/A","23-23-0","0.500"
"250","The Dynamos","575","42","1590","1646","11","25.1","5.9","0.28","0.23","N/A","N/A","N/A","16-13-0","0.552"
"3211","The Y Team","576","42","1590","1646","15.1","21.1","6.1","0.37","0.32","N/A","N/A","N/A","23-22-0","0.511"
"4655","Stateline Robotics","577","42","1590","1646","9.2","25.3","7.3","0.16","0.24","N/A","N/A","N/A","15-16-0","0.484"
"2702","Rebels","578","41.9","1589","1645","15.3","21","5.3","0.12","0.25","N/A","N/A","N/A","25-22-0","0.532"
"2706","Merge Robotics","579","41.9","1589","1645","10.2","23.3","8.3","0.07","0.29","N/A","N/A","N/A","17-26-0","0.395"
"2522","Royal Robotics","580","41.9","1589","1645","12.1","22.8","7.1","0.27","0.33","N/A","N/A","N/A","35-29-0","0.547"
"222","Tigertrons","581","41.9","1589","1645","8.1","27.2","6.1","0.18","0.14","N/A","N/A","N/A","22-23-0","0.489"
"888","Robotiators","582","41.9","1589","1645","13.2","20.7","7.9","0.21","0.33","N/A","N/A","N/A","27-17-0","0.614"
"1622","Team Spyder","583","41.8","1589","1645","11.6","26","3.7","0.34","0.17","N/A","N/A","N/A","45-43-0","0.511"
"3276","TOOLCATS","584","41.8","1589","1644","8.9","23.4","9.4","0.12","0.36","N/A","N/A","N/A","14-14-0","0.500"
"5171","Deus Ex Machina","585","41.8","1589","1644","12","19.9","10.1","0.2","0.28","N/A","N/A","N/A","12-17-0","0.414"
"5434","Falcon Robotics","586","41.8","1589","1644","13.4","22.5","5.4","0.13","0.13","N/A","N/A","N/A","15-9-0","0.625"
"2170","Galvanized Guardians","587","41.8","1588","1644","7.9","26.3","8.1","0.25","0.29","N/A","N/A","N/A","27-24-1","0.529"
"7563","SESI SENAI MEGAZORD","588","41.8","1588","1644","10.3","22.5","8.4","0.08","0.39","N/A","N/A","N/A","28-14-0","0.667"
"6324","The Blue Devils","589","41.7","1588","1643","12.7","24.3","4.8","0.49","0.19","N/A","N/A","N/A","25-19-0","0.568"
"5454","Obsidian","590","41.7","1588","1643","9.8","20.2","11.7","0.01","0.43","N/A","N/A","N/A","19-14-1","0.574"
"9260","Built4Bibb Robotics","591","41.7","1588","1643","11.3","27.6","2.7","0.4","-0.11","N/A","N/A","N/A","24-29-1","0.454"
"108","SigmaC@T Robotics Team","592","41.6","1588","1643","10.9","23.5","7.3","0.02","0.17","N/A","N/A","N/A","20-10-0","0.667"
"4011","πρbοtics   (Pi Robotics)","593","41.6","1588","1643","12.1","21","8","0.15","0.21","N/A","N/A","N/A","20-15-0","0.571"
"4776","S.C.O.T.S. Bots","594","41.6","1588","1643","13.4","19.1","8.9","0.06","0.32","N/A","N/A","N/A","35-24-0","0.593"
"4041","Iron Tigers","595","41.6","1587","1642","12.5","20.7","8","0.19","0.38","N/A","N/A","N/A","25-15-0","0.625"
"5715","DRC","596","41.6","1587","1642","11.1","21.9","8.5","0.24","0.33","N/A","N/A","N/A","32-17-0","0.653"
"5439","Huskies","597","41.6","1587","1642","12.1","21.8","7.7","0.15","0.23","N/A","N/A","N/A","8-4-0","0.667"
"1942","Cinderella Tel-Nof","598","41.6","1587","1642","9.3","25","7.2","0.29","0.14","N/A","N/A","N/A","23-20-1","0.534"
"4118","Roaring Riptide","599","41.6","1587","1642","9.7","23.3","8.5","0.05","0.22","N/A","N/A","N/A","9-6-0","0.600"
"167","Children of the Corn","600","41.5","1587","1641","13.2","22.3","6","0.13","0.23","N/A","N/A","N/A","16-8-0","0.667"
"1138","Eagle Engineering","601","41.4","1587","1641","8.8","24.4","8.7","0.15","0.21","N/A","N/A","N/A","20-18-0","0.526"
"6168","alzahrawi","602","41.4","1586","1641","11.3","24.1","5.5","0.13","0.17","N/A","N/A","N/A","21-23-1","0.478"
"4663","Cyber Tigers","603","41.4","1586","1640","10.5","23.1","7.4","0.11","0.3","N/A","N/A","N/A","20-16-0","0.556"
"7539","Dhirubhai Ambani Internatio...","604","41.4","1586","1640","11.4","22.1","7.8","0.35","0.3","N/A","N/A","N/A","17-11-0","0.607"
"3656","Dexter Dreadbots","605","41.4","1586","1640","12.6","21","6.9","0.33","0.28","N/A","N/A","N/A","25-18-0","0.581"
"4539","KAOTIC Robotics","606","41.3","1586","1640","12.5","24.6","4.3","0.27","0.07","N/A","N/A","N/A","14-12-0","0.538"
"3802","✨RoboPOP✨","607","41.3","1586","1640","12.8","20.6","8","0.2","0.49","N/A","N/A","N/A","30-14-1","0.678"
"6443","AEMBOT","608","41.3","1586","1640","13.3","24.7","3.1","0.22","0.14","N/A","N/A","N/A","23-19-0","0.548"
"4405","The Atoms Family","609","41.2","1585","1639","10.8","22.7","6.8","0.27","0.28","N/A","N/A","N/A","19-24-1","0.443"
"2823","The Automatons","610","41.2","1585","1639","10.2","23.4","7.5","-0.04","0.22","N/A","N/A","N/A","17-7-1","0.700"
"8889","Project W","611","41.2","1585","1639","11.9","20.9","8.1","0.18","0.26","N/A","N/A","N/A","22-19-1","0.536"
"4469","R.A.I.D. (Raider Artificial...","612","41.2","1585","1639","13.2","23.3","4","0.18","0.13","N/A","N/A","N/A","22-19-1","0.536"
"8576","Golden Warriors Robotics","613","41.1","1585","1638","11.6","22.9","7","0.26","0.13","N/A","N/A","N/A","35-23-1","0.602"
"5338","ACL RoboLoCo","614","41.1","1585","1638","8.3","28.2","4.4","0.18","0.08","N/A","N/A","N/A","20-31-0","0.392"
"8044","Denham Venom","615","41.1","1585","1638","11.9","22.7","6.4","0.19","0.18","N/A","N/A","N/A","21-23-0","0.477"
"6498","Castle Robotics","616","41.1","1585","1638","10.9","23.8","6.1","0.15","0.2","N/A","N/A","N/A","20-24-0","0.455"
"7426","PAIR OF DICE ROBOTICS","617","41","1584","1638","12.7","22.3","6.1","0.28","0.42","N/A","N/A","N/A","28-17-1","0.620"
"6574","Ferradermis","618","41","1584","1637","13.5","19.3","8.2","0.08","0.34","N/A","N/A","N/A","17-12-0","0.586"
"2471","Team Mean Machine","619","41","1584","1637","7.1","23","10.6","0.16","0.42","N/A","N/A","N/A","24-19-1","0.557"
"246","Lobstah Bots","620","41","1584","1637","10.5","22","7.8","0.43","0.29","N/A","N/A","N/A","24-20-0","0.545"
"9125","Mechanical Magicians","621","41","1584","1637","11.3","21.1","8.3","0.15","0.27","N/A","N/A","N/A","17-22-0","0.436"
"4624","Rebel Alliance","622","40.9","1584","1637","9.7","22.3","9.2","0.08","0.5","N/A","N/A","N/A","21-16-0","0.568"
"3136","Official Robotics Construct...","623","40.9","1584","1637","11.4","23.4","6.3","0.3","0.27","N/A","N/A","N/A","25-21-0","0.543"
"3147","Munster Horsepower","624","40.9","1584","1637","13.3","20.3","7.2","0.05","0.29","N/A","N/A","N/A","25-24-0","0.510"
"1388","Eagle Robotics","625","40.9","1584","1637","13.8","21","6.2","0.11","0.43","N/A","N/A","N/A","16-12-0","0.571"
"2839","Daedalus","626","40.9","1584","1637","11.1","22","7.8","-0.01","0.44","N/A","N/A","N/A","16-10-0","0.615"
"5190","Green Hope Falcons","627","40.9","1584","1636","11.2","22.9","6.8","0.02","0.26","N/A","N/A","N/A","27-18-1","0.598"
"8393","The Giant Diencephalic Brai...","628","40.9","1584","1636","13.1","22","6.2","0.05","0.15","N/A","N/A","N/A","20-17-0","0.541"
"5424","Rogue Robots","629","40.9","1584","1636","12.2","20.3","8.1","-0.01","0.39","N/A","N/A","N/A","24-22-0","0.522"
"3257","Vortechs","630","40.8","1583","1636","8.1","26.8","6","0.08","0.19","N/A","N/A","N/A","12-9-1","0.568"
"217","ThunderChickens","631","40.8","1583","1636","7.1","27","5.9","0.23","0.14","N/A","N/A","N/A","47-32-1","0.594"
"3770","BlitzCreek","632","40.8","1583","1635","9.7","21.6","9.4","0.05","0.35","N/A","N/A","N/A","23-24-1","0.490"
"1418","Vae Victis","633","40.8","1583","1635","13.3","21.9","5.5","0.18","0.3","N/A","N/A","N/A","22-22-0","0.500"
"1860","Alphabots","634","40.7","1583","1635","9.5","20.6","10.6","-0.04","0.49","N/A","N/A","N/A","15-11-0","0.577"
"1712","Dawgma","635","40.6","1582","1634","6.4","25.2","9.2","0.19","0.35","N/A","N/A","N/A","26-16-0","0.619"
"1802","Team Stealth","636","40.6","1582","1634","8.8","23.1","8.9","0.18","0.34","N/A","N/A","N/A","16-13-0","0.552"
"1939","THE KUHNIGITS","637","40.6","1582","1634","7","26.1","7.4","0.28","0.31","N/A","N/A","N/A","19-13-0","0.594"
"8","Paly Robotics","638","40.6","1582","1634","11.9","21.8","6.9","0.01","0.43","N/A","N/A","N/A","17-11-0","0.607"
"379","The RoboCats","639","40.6","1582","1634","13.3","20.4","6.8","0.15","0.36","N/A","N/A","N/A","21-19-0","0.525"
"1305","Ice Cubed","640","40.5","1582","1633","12.4","20.1","8","0.15","0.35","N/A","N/A","N/A","36-16-0","0.692"
"233","The Pink Team","641","40.5","1582","1633","10.6","24.6","5","0.05","0.04","N/A","N/A","N/A","20-20-1","0.500"
"5889","Commandobots","642","40.5","1582","1633","9.9","25","5.6","0.16","0.1","N/A","N/A","N/A","19-11-0","0.633"
"4983","IronBots","643","40.5","1582","1633","8.9","21.9","10.2","0.27","0.48","N/A","N/A","N/A","23-19-0","0.548"
"2530","Inconceivable","644","40.5","1581","1633","11.3","22.2","6.7","0.05","0.2","N/A","N/A","N/A","12-14-0","0.462"
"614","Night Hawks","645","40.5","1581","1633","13.1","20.5","6.9","0.22","0.38","N/A","N/A","N/A","28-19-0","0.596"
"8081","UMEI Lightning Robotics","646","40.4","1581","1633","12.7","22.3","5.6","0.22","0.37","N/A","N/A","N/A","24-21-0","0.533"
"5934","Crowbotics","647","40.4","1581","1632","8","25.3","7.1","0.45","0.23","N/A","N/A","N/A","11-3-0","0.786"
"7258","Robolobos - Hiawatha Colleg...","648","40.4","1581","1632","10.5","22.3","8.3","0.18","0.25","N/A","N/A","N/A","18-7-0","0.720"
"4590","GreenBlitz","649","40.4","1581","1632","11.4","20.1","8.3","0.24","0.44","N/A","N/A","N/A","23-23-0","0.500"
"1111","Power Hawks Robotics","650","40.3","1581","1632","10.9","21.4","8.1","0.33","0.27","N/A","N/A","N/A","24-23-0","0.511"
"2960","Automation Nation","651","40.3","1581","1632","12.7","22.5","4.8","0.16","0.33","N/A","N/A","N/A","32-26-0","0.552"
"1148","Harvard Westlake Robotics","652","40.3","1581","1632","12.2","18.7","9.4","0.08","0.53","N/A","N/A","N/A","16-10-0","0.615"
"8429","Valence Robotics","653","40.3","1581","1632","9.5","22","8.9","0.15","0.32","N/A","N/A","N/A","24-24-0","0.500"
"5561","Raider Robotics","654","40.3","1580","1631","13.1","19.5","7.8","0.13","0.44","N/A","N/A","N/A","25-20-1","0.554"
"9101","Green Mountain Robotics","655","40.2","1580","1631","10","23.2","7.7","0.29","0.46","N/A","N/A","N/A","23-31-0","0.426"
"4698","Raider Robotics","656","40.2","1580","1631","9.3","23.5","7.4","0.17","0.37","N/A","N/A","N/A","14-13-0","0.519"
"2720","Red Watch Robotics","657","40.2","1580","1630","10.4","23.3","6.6","0.17","0.34","N/A","N/A","N/A","20-22-1","0.477"
"5903","ThorBots","658","40.1","1580","1630","8.3","24.7","7.1","0.26","0.12","N/A","N/A","N/A","7-6-0","0.538"
"2403","Plasma Robotics","659","40","1579","1629","12.6","19.1","8.6","0.07","0.32","N/A","N/A","N/A","22-21-0","0.512"
"4550","Something's Bruin","660","40","1579","1629","11","20.5","8.7","0.24","0.49","N/A","N/A","N/A","24-11-0","0.686"
"5348","Charger Robotics","661","40","1579","1629","12.8","22.1","5.1","-0.15","0.33","N/A","N/A","N/A","11-5-0","0.688"
"1072","Harker Robotics","662","40","1579","1629","11.8","21.2","7.1","0.04","0.14","N/A","N/A","N/A","20-18-0","0.526"
"3065","Jatt High School","663","40","1579","1629","9.5","24.3","6.3","0.25","0.19","N/A","N/A","N/A","25-22-0","0.532"
"1279","Cold Fusion","664","40","1579","1629","9.2","25.2","5.5","-0.01","0.23","N/A","N/A","N/A","20-12-1","0.621"
"1405","Finney Falcons","665","40","1579","1629","8.8","24","7.2","0.13","0.37","N/A","N/A","N/A","15-9-0","0.625"
"3132","Thunder Down Under","666","40","1579","1629","12.6","19.3","8","-0.06","0.48","N/A","N/A","N/A","16-9-0","0.640"
"7166","Red Thunder Robotics","667","39.9","1578","1628","10.1","22.6","6.7","0.05","0.24","N/A","N/A","N/A","23-18-2","0.558"
"8567","Team Ultraviolet","668","39.9","1578","1628","7.3","24.7","6.7","0.33","0.11","N/A","N/A","N/A","21-17-1","0.551"
"4150","FRobotics","669","39.8","1578","1627","9.8","20.8","9","-0.06","0.27","N/A","N/A","N/A","10-9-0","0.526"
"2830","Riverside RoboTigers","670","39.8","1578","1627","11.3","20.6","7.4","-0.01","0.17","N/A","N/A","N/A","20-22-0","0.476"
"172","Northern Force","671","39.8","1578","1627","10.1","23.7","6","0.17","0.1","N/A","N/A","N/A","21-22-0","0.488"
"4290","Bots on Wheels","672","39.8","1578","1627","12.6","20.1","7.1","0.18","0.29","N/A","N/A","N/A","29-19-0","0.604"
"4152","Hoya Robotics","673","39.8","1577","1627","13.1","19.9","6.3","0.11","0.28","N/A","N/A","N/A","28-19-0","0.596"
"8708","Ov3R1y K0Mp13X","674","39.7","1577","1626","9.8","21.7","8.5","0.21","0.3","N/A","N/A","N/A","16-22-0","0.421"
"3026","Orange Crush Robotics","675","39.7","1577","1626","10.8","22","7","-0.11","0.4","N/A","N/A","N/A","14-12-0","0.538"
"5638","JukeBots","676","39.7","1577","1626","12.4","20.2","7.1","0.04","0.4","N/A","N/A","N/A","8-6-0","0.571"
"7421","PrepaTec - OVERTURE","677","39.7","1577","1626","6.7","26.1","6.9","-0.11","0.18","N/A","N/A","N/A","21-9-0","0.700"
"1908","ShoreBots","678","39.6","1577","1625","11.8","19.6","7.9","0.22","0.37","N/A","N/A","N/A","25-19-0","0.568"
"86","Team Resistance","679","39.6","1577","1625","14.1","18.5","6.9","0.04","0.38","N/A","N/A","N/A","21-10-0","0.677"
"5667","The Digital Eagles","680","39.6","1577","1625","11.9","21.2","6.6","0.11","0.19","N/A","N/A","N/A","18-19-0","0.486"
"1710","The Ravonics Revolution","681","39.6","1576","1625","10.5","24.1","5.4","0.19","0.14","N/A","N/A","N/A","27-20-0","0.574"
"365","Miracle Workerz","682","39.6","1576","1625","11.1","24.3","3.4","0.16","-0.06","N/A","N/A","N/A","22-30-0","0.423"
"4343","MaxTech","683","39.5","1576","1625","12","21.9","5.4","0.22","0.2","N/A","N/A","N/A","22-22-0","0.500"
"4122","Ossining O-Bots","684","39.5","1576","1625","10.7","19.9","8.4","0.08","0.43","N/A","N/A","N/A","21-19-0","0.525"
"231","High Voltage","685","39.4","1576","1624","10.4","22.2","6.8","0.12","0.25","N/A","N/A","N/A","28-20-1","0.582"
"3130","The ERRORs","686","39.4","1576","1624","9.6","23.7","6.2","0.33","0.19","N/A","N/A","N/A","18-20-0","0.474"
"7480","Machine Mavericks","687","39.4","1576","1624","13.2","18.1","8.2","0.12","0.42","N/A","N/A","N/A","19-27-0","0.413"
"353","POBots","688","39.4","1576","1624","11.5","23.7","5","0.31","0.24","N/A","N/A","N/A","25-16-1","0.607"
"1657","Hamosad","689","39.4","1575","1623","8.2","25.4","5.6","0.16","0.11","N/A","N/A","N/A","22-19-0","0.537"
"4926","GalacTech","690","39.3","1575","1623","11.3","21.1","6.7","0.15","0.33","N/A","N/A","N/A","21-22-0","0.488"
"5665","SPARC","691","39.3","1575","1623","12.3","17.6","9.7","0.07","0.42","N/A","N/A","N/A","22-13-0","0.629"
"4213","MetalCow Robotics","692","39.3","1575","1623","10.4","20.1","8.7","0.19","0.4","N/A","N/A","N/A","24-18-0","0.571"
"5314","Ice Bots","693","39.3","1575","1622","11.7","21","6","0.05","0.43","N/A","N/A","N/A","22-20-1","0.523"
"4918","The Roboctopi","694","39.2","1574","1622","13","17.2","9.3","0.17","0.51","N/A","N/A","N/A","18-23-0","0.439"
"7444","MOON STAR ROBOTICS","695","39.2","1574","1622","12","20.2","6.8","-0.01","0.24","N/A","N/A","N/A","15-9-0","0.625"
"58","The Riot Crew","696","39.2","1574","1622","12.5","18.9","8","0.17","0.5","N/A","N/A","N/A","22-24-0","0.478"
"5676","The H.E.R.O.E.S","697","39.2","1574","1622","10.6","21","7.6","0.08","0.19","N/A","N/A","N/A","15-14-0","0.517"
"3749","Team Optix","698","39.1","1574","1621","9.7","22.4","7","0.18","0.17","N/A","N/A","N/A","17-19-0","0.472"
"3316","D-Bug","699","39.1","1574","1621","10.4","19.2","9.7","0.1","0.4","N/A","N/A","N/A","28-21-1","0.570"
"3928","Team Neutrino","700","39","1574","1621","12","20.4","7.3","0.1","0.27","N/A","N/A","N/A","17-17-0","0.500"
"102","The Gearheads","701","39","1573","1620","11.5","20.7","6.9","0.18","0.23","N/A","N/A","N/A","21-23-0","0.477"
"4216","Blue Ops Robotics","702","39","1573","1620","13.6","17","8.8","0.38","0.49","N/A","N/A","N/A","23-20-0","0.535"
"4377","Boyne City Blaze","703","39","1573","1620","10.1","20.7","7.2","0.08","0.15","N/A","N/A","N/A","21-23-0","0.477"
"4488","Shockwave","704","38.9","1573","1620","7","24.3","7.6","0.17","0.1","N/A","N/A","N/A","22-25-0","0.468"
"4915","Spartronics","705","38.9","1573","1620","9.8","19.4","10.1","0.15","0.54","N/A","N/A","N/A","24-22-1","0.521"
"5526","Type C - Peñoles","706","38.9","1573","1619","12","19.1","8.1","-0.03","0.28","N/A","N/A","N/A","23-14-0","0.622"
"314","The Megatron Oracles","707","38.9","1573","1619","11.9","18","9","0.06","0.43","N/A","N/A","N/A","22-18-2","0.548"
"2783","Engineers of Tomorrow","708","38.9","1573","1619","9.5","20.8","8.6","0.08","0.16","N/A","N/A","N/A","15-9-0","0.625"
"4361","Roxbotix","709","38.9","1573","1619","13.3","18.5","7","0.17","0.27","N/A","N/A","N/A","28-30-0","0.483"
"7674","RaiderBots","710","38.9","1573","1619","9.1","19.4","10.4","0.14","0.4","N/A","N/A","N/A","12-18-0","0.400"
"9227","Gladwin Flying G's","711","38.9","1573","1619","11.6","19.9","7.7","0.29","0.35","N/A","N/A","N/A","25-19-0","0.568"
"1389","The Body Electric","712","38.8","1573","1619","13.2","19","6.6","0.07","0.17","N/A","N/A","N/A","20-20-0","0.500"
"7451","AvengerRobotics","713","38.8","1572","1619","11.7","21.4","5.7","0.05","0.16","N/A","N/A","N/A","22-27-2","0.451"
"1812","Blackbird Robotics","714","38.8","1572","1619","13.8","17.7","7.5","0.25","0.41","N/A","N/A","N/A","24-20-1","0.544"
"2059","The Hitchhikers","715","38.8","1572","1619","9","22.1","7.8","0.12","0.35","N/A","N/A","N/A","32-24-1","0.570"
"1018","Pike RoboDevils","716","38.8","1572","1619","10.1","21.2","7.5","0.15","0.4","N/A","N/A","N/A","11-18-0","0.379"
"386","Team Voltage","717","38.8","1572","1619","12.2","19.3","7.4","-0.02","0.39","N/A","N/A","N/A","16-12-0","0.571"
"5119","Team STEAM","718","38.8","1572","1619","7.7","21.9","9.3","-0.05","0.02","N/A","N/A","N/A","9-7-0","0.563"
"5458","Digital Minds","719","38.8","1572","1618","9.1","22.3","7.6","0.41","0.46","N/A","N/A","N/A","15-14-1","0.517"
"8744","Leviathans","720","38.7","1572","1618","10.9","19","8.9","0.1","0.41","N/A","N/A","N/A","12-9-0","0.571"
