district,team,total points,average points,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
PCH,3651,0,0.0,0,,,,,,,,,,,,,,
PCH,4074,0,0.0,0,,,,,,,,,,,,,,
PCH,4075,0,0.0,0,,,,,,,,,,,,,,
PCH,4080,305,50.833333333333336,0,,,24,28,35,127,91,,,,,,,
PCH,4083,0,0.0,0,,,,,,,,,,,,,,
PCH,4193,156,26.0,0,,,0,18,40,32,66,,,,,,,
PCH,4243,0,0.0,0,,,,,,,,,,,,,,
PCH,4267,0,0.0,0,,,,,,,,,,,,,,
PCH,4468,747,106.71428571428571,0,,0,8,157,160,136,286,,,,,,,
PCH,4582,0,0.0,0,,,,,,,,,,,,,,
PCH,4749,277,46.166666666666664,0,,,8,84,31,41,113,,,,,,,
PCH,4847,0,0.0,0,,,,,,,,,,,,,,
PCH,4910,1188,169.71428571428572,0,,0,56,360,294,199,279,,,,,,,
PCH,4941,798,99.75,0,0,0,0,148,255,317,78,,,,,,,
PCH,4965,0,0.0,0,,,,,,,,,,,,,,
PCH,5063,0,0.0,0,,,,,,,,,,,,,,
PCH,5074,348,43.5,0,0,0,0,26,35,190,97,,,,,,,
PCH,5132,333,55.5,0,,,25,37,15,84,172,,,,,,,
PCH,5317,0,0.0,0,,,,,,,,,,,,,,
PCH,5332,562,70.25,0,50,0,39,99,91,89,194,,,,,,,
PCH,5608,323,53.833333333333336,0,,,18,12,33,96,164,,,,,,,
PCH,5632,526,65.75,0,143,0,21,46,44,103,169,,,,,,,
PCH,5734,175,29.166666666666668,0,,,9,42,19,69,36,,,,,,,
PCH,5777,0,0.0,0,,,,,,,,,,,,,,
PCH,5840,232,33.142857142857146,0,,0,0,87,30,18,97,,,,,,,
PCH,6139,121,17.285714285714285,0,,0,23,21,15,23,39,,,,,,,
PCH,6177,349,49.857142857142854,0,,0,0,38,161,64,86,,,,,,,
PCH,6222,0,0.0,0,,,,,,,,,,,,,,
PCH,6471,306,43.714285714285715,0,22,0,0,95,128,61,,,,,,,,
PCH,6626,0,0.0,0,,,,,,,,,,,,,,
PCH,6693,0,0.0,0,,,,,,,,,,,,,,
PCH,6715,119,23.8,0,,,6,25,64,24,,,,,,,,
PCH,6716,49,9.8,0,,,0,0,22,27,,,,,,,,
PCH,7060,65,16.25,0,,,11,24,30,,,,,,,,,
PCH,7315,370,61.666666666666664,0,167,0,0,116,87,,,,,,,,,
PCH,7427,195,48.75,0,,0,17,178,,,,,,,,,,
PCH,7449,165,41.25,0,,0,43,122,,,,,,,,,,
PCH,7499,106,35.333333333333336,0,,,5,101,,,,,,,,,,
PCH,7883,150,37.5,0,,0,22,128,,,,,,,,,,
PCH,8050,14,7.0,0,,,14,,,,,,,,,,,
PCH,8083,205,68.33333333333333,0,143,,62,,,,,,,,,,,
PCH,8094,28,14.0,0,,,28,,,,,,,,,,,
PCH,8271,15,5.0,0,,5,10,,,,,,,,,,,
PNW,2910,1869,186.9,365,345,0,144,359,250,187,123,50,46,,,,,
PNW,2046,2111,211.1,290,316,0,0,350,317,307,239,141,151,,,,,
PNW,1425,1677,167.7,238,130,0,55,154,317,179,307,154,143,,,,,
PNW,2930,1253,139.22222222222223,237,246,0,50,306,118,127,118,237.0,51,,,,,
PNW,4682,518,57.55555555555556,236,53,,9,26,51,29,44,43,27,,,,,
PNW,3663,1540,154.0,232,161,0,57,188,153,274,133,218,124,,,,,
PNW,1540,1441,160.11111111111111,229,155,,53,175,101,163,288,147,130,,,,,
PNW,2521,987,109.66666666666667,225,116,,33,122,126,73,40,121,131,,,,,
PNW,3218,834,83.4,221,227,0,0,43,146,36,30,98,33,,,,,
PNW,955,922,102.44444444444444,218,176,0,0,41,24,121,168,302.0,174,,,,,
PNW,3636,734,73.4,216,203,0,46,99,40,46,17,25,42,,,,,
PNW,2412,844,84.4,203,111,0,20,142,47,52,54,55,160,,,,,
PNW,4131,937,93.7,203,123,0,30,103,92,88,176,19,103,,,,,
PNW,1983,1339,148.77777777777777,199,62,0,0,176,225,52,320,371.0,305,,,,,
PNW,7461,447,89.4,195,159,0,29,64,,,,,,,,,,
PNW,1778,1043,115.88888888888889,193,62,,25,48,225,232,127,95,36,,,,,
PNW,1318,1310,145.55555555555554,187,58,0,43,161,239,134,197,269.0,291,,,,,
PNW,2147,1271,127.1,184,234,0,39,208,124,133,141,116,92,,,,,
PNW,360,1084,120.44444444444444,184,162,0,40,110,152,54,245,131.0,137,,,,,
PNW,488,1023,102.3,174,193,0,0,43,122,133,32,101,225,,,,,
PNW,2990,1399,139.9,170,184,0,47,268,195,139,164,177,55,,,,,
PNW,948,1079,107.9,151,60,0,0,163,113,163,58,215,156,,,,,
PNW,2522,1052,116.88888888888889,150,134,0,49,117,133,30,229,230.0,210,,,,,
PNW,7034,587,97.83333333333333,146,216,0,0,91,134,,,,,,,,,
PNW,7627,219,54.75,143,33,,11,32,,,,,,,,,,
PNW,4061,1047,116.33333333333333,131,49,0,24,119,164,153,202,213.0,205,,,,,
PNW,2557,1441,144.1,128,214,0,10,122,344,118,179,144,182,,,,,
PNW,3711,1005,100.5,125,132,0,92,87,126,100,126,119,98,,,,,
PNW,2471,1910,191.0,122,216,0,51,191,349,329,215,271,166,,,,,
PNW,4915,1016,101.6,112,87,0,38,40,108,165,113,175,178,,,,,
PNW,4918,659,65.9,112,50,0,40,53,29,121,15,118,121,,,,,
PNW,9036,112,112.0,112,,,,,,,,,,,,,,
PNW,1899,557,55.7,111,154,0,26,75,24,53,18,57,39,,,,,
PNW,2811,913,91.3,109,124,0,80,40,212,114,84,43,107,,,,,
PNW,492,856,95.11111111111111,107,132,0,20,97,90,219,30,190.0,161,,,,,
PNW,5468,829,92.11111111111111,106,51,0,28,163,146,126,102,107,,,,,,
PNW,3674,1014,112.66666666666667,104,167,0,63,208,133,150,95,181.0,94,,,,,
PNW,6443,544,77.71428571428571,104,54,0,25,199,98,64,,,,,,,,
PNW,4911,1852,185.2,103,315,0,145,206,236,122,257,192,276,,,,,
PNW,4488,1708,189.77777777777777,102,243,0,67,293,233,211,222,335.0,337,,,,,
PNW,5920,664,83.0,100,94,0,29,46,114,133,148,,,,,,,
PNW,8532,218,72.66666666666667,99,109,10,,,,,,,,,,,,
PNW,4469,1114,111.4,97,57,0,0,182,102,164,289,177,46,,,,,
PNW,753,546,60.666666666666664,95,54,,10,28,51,134,120,41,13,,,,,
PNW,3070,549,54.9,92,52,0,33,55,43,96,36,33,109,,,,,
PNW,4450,904,90.4,84,48,0,0,39,119,113,191,195,115,,,,,
PNW,9023,84,84.0,84,,,,,,,,,,,,,,
PNW,5827,695,86.875,83,205,0,0,127,53,115,112,,,,,,,
PNW,2980,617,61.7,83,57,0,10,61,58,48,122,53,125,,,,,
PNW,1294,670,67.0,80,118,0,8,55,24,125,51,47,162,,,,,
PNW,6831,466,77.66666666666667,71,123,0,38,67,167,,,,,,,,,
PNW,4125,1031,103.1,69,126,0,37,131,130,161,127,86,164,,,,,
PNW,2635,493,54.77777777777778,67,81,0,10,20,97,51,76,154.0,91,,,,,
PNW,3826,559,62.111111111111114,59,52,0,50,102,82,58,124,107.0,32,,,,,
PNW,5937,343,42.875,59,45,0,0,88,30,63,58,,,,,,,
PNW,4513,1027,102.7,58,100,0,76,164,259,140,53,117,60,,,,,
PNW,4681,358,35.8,58,0,0,32,10,12,57,38,102,49,,,,,
PNW,3393,754,75.4,56,44,0,0,28,26,82,125,109,284,,,,,
PNW,5975,295,36.875,56,26,0,0,30,33,100,50,,,,,,,
PNW,1359,473,47.3,55,94,0,0,43,90,53,46,48,44,,,,,
PNW,4043,486,48.6,55,85,0,0,166,17,51,39,53,20,,,,,
PNW,1595,1060,117.77777777777777,55,172,0,39,55,91,301,129,240.0,218,,,,,
PNW,4127,332,36.888888888888886,55,15,,7,20,42,19,14,60,100,,,,,
PNW,6465,277,39.57142857142857,54,13,0,37,48,93,32,,,,,,,,
PNW,5683,295,32.77777777777778,54,37,0,0,33,23,20,24,104,,,,,,
PNW,2976,923,92.3,54,297,0,52,169,145,42,29,46,89,,,,,
PNW,4060,485,48.5,53,36,0,18,127,34,54,51,54,58,,,,,
PNW,2907,1068,106.8,52,34,0,0,190,49,171,174,163,235,,,,,
PNW,4512,509,50.9,50,116,0,23,91,107,27,35,28,32,,,,,
PNW,3786,473,47.3,50,111,0,0,51,34,30,132,20,45,,,,,
PNW,4980,805,80.5,50,46,0,27,137,133,52,111,148,101,,,,,
PNW,997,978,97.8,49,153,0,0,117,107,190,80,107,175,,,,,
PNW,957,598,66.44444444444444,48,112,,0,50,167,103,13,56,49,,,,,
PNW,2926,281,31.22222222222222,48,47,0,0,55,17,21,54,,39,,,,,
PNW,5295,398,39.8,47,42,0,17,32,44,157,11,15,33,,,,,
PNW,2374,533,53.3,47,37,0,0,25,97,111,130,31,55,,,,,
PNW,8248,142,35.5,45,77,5,15,,,,,,,,,,,
PNW,3588,630,70.0,45,33,,0,90,53,58,50,108,193,,,,,
PNW,1432,378,37.8,45,76,0,19,43,50,58,49,22,16,,,,,
PNW,6845,274,54.8,44,0,,10,118,102,,,,,,,,,
PNW,3049,204,25.5,43,38,,0,36,32,17,18,50.0,20,,,,,
PNW,4089,693,69.3,42,222,0,83,34,52,48,115,47,50,,,,,
PNW,6343,313,44.714285714285715,42,47,0,10,46,47,121,,,,,,,,
PNW,2928,936,93.6,39,90,0,4,168,108,165,127,47,188,,,,,
PNW,4692,340,34.0,38,43,0,22,71,41,34,54,22,15,,,,,
PNW,2733,467,46.7,37,46,0,0,100,105,22,52,58,47,,,,,
PNW,5588,592,65.77777777777777,37,45,0,18,122,54,132,91,93,,,,,,
PNW,3219,572,57.2,37,38,0,0,27,47,122,107,96,98,,,,,
PNW,4173,380,42.22222222222222,36,40,,41,33,41,97,42,20,30,,,,,
PNW,3681,183,26.142857142857142,35,38,,9,22,,,18,51,10,,,,,
PNW,4662,496,49.6,34,48,0,0,37,80,191,34,36,36,,,,,
PNW,6696,191,27.285714285714285,32,17,0,13,37,50,42,,,,,,,,
PNW,5941,159,26.5,32,20,0,,,19,36,52,,,,,,,
PNW,949,291,29.1,32,29,0,24,20,39,11,55,50,31,,,,,
PNW,4579,303,30.3,32,33,0,0,124,20,25,11,15,43,,,,,
PNW,5970,378,47.25,31,55,0,0,26,41,134,91,,,,,,,
PNW,8303,101,33.666666666666664,31,60,,10,,,,,,,,,,,
PNW,2898,336,56.0,30,58,,24,178,17,29,,,,,,,,
PNW,8051,101,33.666666666666664,30,61,,10,,,,,,,,,,,
PNW,3268,221,22.1,29,19,0,7,32,22,24,21,36,31,,,,,
PNW,568,322,40.25,29,104,0,10,51,73,23,32,,,,,,,
PNW,6076,300,37.5,27,43,0,39,19,87,57,28,,,,,,,
PNW,8386,67,16.75,27,25,5,10,,,,,,,,,,,
PNW,2915,352,44.0,27,55,,18,108,36,46,14,57.0,48,,,,,
PNW,6350,286,47.666666666666664,23,109,,9,48,26,71,,,,,,,,
PNW,3673,263,26.3,22,45,0,0,55,17,15,52,29,28,,,,,
PNW,3712,175,17.5,21,18,0,23,12,14,9,38,11,29,,,,,
PNW,3024,680,68.0,21,17,0,5,97,110,165,122,100,43,,,,,
PNW,847,327,36.333333333333336,20,0,0,26,36,117,42,40,79.0,46,,,,,
PNW,2550,392,49.0,19,,0,8,41,33,141,56,283.0,94,,,,,
PNW,8032,102,25.5,18,35,5,44,,,,,,,,,,,
PNW,8896,43,21.5,18,25,,,,,,,,,,,,,
PNW,4104,257,25.7,17,40,0,29,42,33,45,15,16,20,,,,,
PNW,4180,240,24.0,16,44,0,10,20,31,17,42,34,26,,,,,
PNW,3876,212,21.2,15,35,0,10,53,17,16,10,38,18,,,,,
PNW,2903,340,34.0,15,46,0,6,47,32,43,39,37,75,,,,,
PNW,2929,235,23.5,14,35,0,0,16,17,30,19,55,49,,,,,
PNW,8302,60,20.0,14,36,,10,,,,,,,,,,,
PNW,2097,158,31.6,13,40,0,0,105,,,,,,,,,,
PNW,2906,259,25.9,12,12,0,0,14,86,26,38,33,38,,,,,
PNW,8631,15,7.5,5,,10,,,,,,,,,,,,
PNW,1258,418,41.8,0,57,0,0,51,33,24,151,52,50,,,,,
PNW,1510,474,59.25,0,,,19,29,117,26,71,182,30,,,,,
PNW,1571,162,20.25,0,,,12,20,57,14,17,12,30,,,,,
PNW,2411,273,34.125,0,,,24,13,34,33,39,33,97,,,,,
PNW,2605,421,46.77777777777778,0,,0,17,35,111,55,26,133,44,,,,,
PNW,2927,230,25.555555555555557,0,15,0,0,27,33,,22,22,111,,,,,
PNW,2944,395,49.375,0,,,5,43,77,33,92,110,35,,,,,
PNW,3131,261,29.0,0,21,,0,31,23,49,20,17,100,,,,,
PNW,3223,581,64.55555555555556,0,,0,18,130,166,102,109,22,34,,,,,
PNW,3237,147,18.375,0,,0,0,21,20,,16,34,56,,,,,
PNW,3238,1141,142.625,0,,,0,56,125,331,294,169,166,,,,,
PNW,3574,690,76.66666666666667,0,,0,0,129,45,63,201,147,105,,,,,
PNW,3693,307,34.111111111111114,0,,0,23,44,27,91,22,46,54,,,,,
PNW,3812,426,42.6,0,55,0,9,34,31,26,34,52,185,,,,,
PNW,4057,447,44.7,0,47,0,0,112,35,22,99,54,78,,,,,
PNW,4110,230,25.555555555555557,0,,0,0,71,14,53,42,21,29,,,,,
PNW,4205,401,40.1,0,30,0,11,40,35,17,120,103,45,,,,,
PNW,4309,403,44.77777777777778,0,48,,17,113,53,54,47,42,29,,,,,
PNW,4461,190,23.75,0,,,0,7,36,18,39,50,40,,,,,
PNW,4683,135,16.875,0,,,11,20,15,11,37,24,17,,,,,
PNW,5085,549,68.625,0,,,24,141,30,96,104,60,94,,,,,
PNW,5198,269,33.625,0,,,0,57,14,105,27,23,43,,,,,
PNW,5450,514,57.111111111111114,0,25,0,20,52,117,99,144,57,,,,,,
PNW,5803,833,138.83333333333334,0,,,26,167,225,238,177,,,,,,,
PNW,5977,103,17.166666666666668,0,,,8,16,17,47,15,,,,,,,
PNW,6442,163,27.166666666666668,0,,0,16,45,43,59,,,,,,,,
PNW,6503,140,23.333333333333332,0,,0,8,44,38,50,,,,,,,,
PNW,7118,72,18.0,0,,,12,24,36,,,,,,,,,
PNW,7448,51,17.0,0,,,24,27,,,,,,,,,,
PNW,8059,28,14.0,0,,,28,,,,,,,,,,,
PNW,8138,10,5.0,0,,,10,,,,,,,,,,,
PNW,8165,10,5.0,0,,,10,,,,,,,,,,,
CHS,1080,303,60.6,,0,,,21,42,211,29,,,,,,,
FIM,8830,10,10.0,,10,,,,,,,,,,,,,
FIM,468,239,19.916666666666668,,0,,,23,18,13,18,13,37,56,20,13,16,12
FIT,647,28,14.0,,0,,,28,,,,,,,,,,
FIT,704,44,22.0,,0,,,44,,,,,,,,,,
NE,885,392,56.0,,0,,,62,32,47,89,107,55,,,,,
ONT,773,39,9.75,,0,,,5,14,20,,,,,,,,
FIM,8393,28,14.0,,,5,23,,,,,,,,,,,
FMA,8157,10,10.0,,,,10,,,,,,,,,,,
CHS,6543,162,54.0,,,,,107,20,35,,,,,,,,
CHS,3455,239,59.75,,,,,64,46,30,99,,,,,,,
CHS,7879,31,31.0,,,,,31,,,,,,,,,,
CHS,5950,274,68.5,,,,,21,87,114,52,,,,,,,
CHS,6312,47,15.666666666666666,,,,,17,20,10,,,,,,,,
CHS,7330,35,17.5,,,,,15,20,,,,,,,,,
CHS,7756,10,10.0,,,,,10,,,,,,,,,,
CHS,7901,10,10.0,,,,,10,,,,,,,,,,
CHS,1137,258,64.5,,,,,0,22,83,153,,,,,,,
FIM,2474,1271,115.54545454545455,,,,,133,161,116,200,90,118,162,124,61,73,33
FIM,7084,118,59.0,,,,,65,53,,,,,,,,,
FIM,7206,113,56.5,,,,,56,57,,,,,,,,,
FIM,6117,382,95.5,,,,,55,98,168,61,,,,,,,
FIM,7171,67,33.5,,,,,44,23,,,,,,,,,
FIM,6635,109,36.333333333333336,,,,,44,32,33,,,,,,,,
FIM,5774,177,35.4,,,,,44,45,30,26,32,,,,,,
FIM,4380,223,27.875,,,,,37,20,45,27,17,21,21,35,,,
FIM,7812,35,35.0,,,,,35,,,,,,,,,,
FIM,7912,33,33.0,,,,,33,,,,,,,,,,
FIM,5222,293,48.833333333333336,,,,,31,40,55,103,34,30,,,,,
FIM,6545,114,38.0,,,,,29,26,59,,,,,,,,
FIM,7857,28,28.0,,,,,28,,,,,,,,,,
FIM,6568,81,27.0,,,,,27,23,31,,,,,,,,
FIM,6086,354,88.5,,,,,23,44,131,156,,,,,,,
FIM,5661,211,42.2,,,,,23,21,46,60,61,,,,,,
FIM,7175,67,33.5,,,,,22,45,,,,,,,,,
FIM,6019,115,28.75,,,,,21,36,24,34,,,,,,,
FIM,5473,160,32.0,,,,,21,23,16,43,57,,,,,,
FIM,7143,79,39.5,,,,,20,59,,,,,,,,,
FIM,6627,74,24.666666666666668,,,,,16,14,44,,,,,,,,
FIM,6053,119,29.75,,,,,16,16,59,28,,,,,,,
FIM,6862,39,19.5,,,,,16,23,,,,,,,,,
FIM,7863,10,10.0,,,,,10,,,,,,,,,,
FIM,7862,10,10.0,,,,,10,,,,,,,,,,
FIM,7860,10,10.0,,,,,10,,,,,,,,,,
FIM,7821,10,10.0,,,,,10,,,,,,,,,,
FIM,5251,129,21.5,,,,,0,18,10,25,46,30,,,,,
FIM,1896,236,21.454545454545453,,,,,0,27,20,45,24,13,20,13,20,38,16
FIM,1677,281,25.545454545454547,,,,,0,26,22,17,53,16,22,44,33,32,16
FIM,6649,50,16.666666666666668,,,,,0,34,16,,,,,,,,
FIM,6136,74,18.5,,,,,0,18,37,19,,,,,,,
FMA,3929,703,87.875,,,,,42,101,227,34,43,141,34,81,,,
FMA,4035,250,31.25,,,,,23,29,16,20,21,92,21,28,,,
FMA,4281,229,28.625,,,,,18,20,29,15,49,33,44,21,,,
FMA,7584,10,10.0,,,,,10,,,,,,,,,,
FMA,7771,10,10.0,,,,,10,,,,,,,,,,
FMA,7801,10,10.0,,,,,10,,,,,,,,,,
FMA,6667,50,16.666666666666668,,,,,0,11,39,,,,,,,,
FNC,5544,553,138.25,,,,,79,134,167,173,,,,,,,
FNC,7029,92,46.0,,,,,49,43,,,,,,,,,
FNC,6332,175,58.333333333333336,,,,,37,25,113,,,,,,,,
FNC,6426,63,21.0,,,,,27,19,17,,,,,,,,
FNC,6215,227,56.75,,,,,24,111,20,72,,,,,,,
FNC,7739,21,21.0,,,,,21,,,,,,,,,,
FNC,6899,70,35.0,,,,,20,50,,,,,,,,,
FNC,3215,109,27.25,,,,,10,14,45,40,,,,,,,
FNC,3845,67,16.75,,,,,0,15,4,48,,,,,,,
FIN,4103,753,150.6,,,,,143,120,123,293,74,,,,,,
FIN,5403,439,87.8,,,,,25,115,25,109,165,,,,,,
FIN,5944,128,32.0,,,,,20,11,21,76,,,,,,,
FIN,6012,145,36.25,,,,,0,25,21,99,,,,,,,
ISR,1573,153,51.0,,,,,73,25,55,,,,,,,,
ISR,5636,75,25.0,,,,,24,33,18,,,,,,,,
ISR,6149,83,27.666666666666668,,,,,23,25,35,,,,,,,,
ISR,4757,62,20.666666666666668,,,,,14,12,36,,,,,,,,
ISR,4649,48,16.0,,,,,11,18,19,,,,,,,,
ISR,7882,10,10.0,,,,,10,,,,,,,,,,
NE,3236,454,75.66666666666667,,,,,101,177,56,34,51,35,,,,,
NE,5686,253,50.6,,,,,41,43,10,124,35,,,,,,
NE,3609,211,35.166666666666664,,,,,18,36,26,48,59,24,,,,,
NE,7786,10,10.0,,,,,10,,,,,,,,,,
NE,7212,31,15.5,,,,,9,22,,,,,,,,,
NE,3466,187,31.166666666666668,,,,,0,44,29,22,45,47,,,,,
NE,1973,82,13.666666666666666,,,,,0,8,17,16,18,23,,,,,
NE,5506,175,35.0,,,,,0,52,33,36,54,,,,,,
NE,3499,101,25.25,,,,,0,27,,,16,58,,,,,
NE,4042,106,17.666666666666668,,,,,0,18,14,12,46,16,,,,,
ONT,5076,139,69.5,,,,,39,,100,,,,,,,,
ONT,7013,135,67.5,,,,,34,101,,,,,,,,,
ONT,5921,93,31.0,,,,,30,27,36,,,,,,,,
ONT,5699,48,24.0,,,,,27,21,,,,,,,,,
ONT,4777,96,32.0,,,,,24,50,22,,,,,,,,
ONT,6202,51,17.0,,,,,19,18,14,,,,,,,,
ONT,4704,134,44.666666666666664,,,,,18,82,34,,,,,,,,
ONT,6130,76,25.333333333333332,,,,,18,16,42,,,,,,,,
ONT,6052,89,29.666666666666668,,,,,15,29,45,,,,,,,,
ONT,6330,41,20.5,,,,,12,,29,,,,,,,,
ONT,7745,10,10.0,,,,,10,,,,,,,,,,
ONT,7711,10,10.0,,,,,10,,,,,,,,,,
ONT,7806,10,10.0,,,,,10,,,,,,,,,,
ONT,7176,43,21.5,,,,,5,38,,,,,,,,,
ONT,6339,59,19.666666666666668,,,,,4,22,33,,,,,,,,
ONT,5428,134,44.666666666666664,,,,,0,32,102,,,,,,,,
ONT,4001,150,50.0,,,,,0,34,116,,,,,,,,
ONT,4248,50,16.666666666666668,,,,,0,18,32,,,,,,,,
PCH,3998,480,160.0,,,,,108,174,198,,,,,,,,
PCH,4195,84,21.0,,,,,36,8,10,30,,,,,,,
PCH,7076,66,33.0,,,,,36,30,,,,,,,,,
PCH,5482,275,68.75,,,,,34,70,31,140,,,,,,,
PCH,6750,107,35.666666666666664,,,,,24,26,57,,,,,,,,
PCH,6325,211,70.33333333333333,,,,,19,80,112,,,,,,,,
PCH,7824,10,10.0,,,,,10,,,,,,,,,,
PCH,3694,78,19.5,,,,,0,16,27,35,,,,,,,
PCH,5536,187,62.333333333333336,,,,,0,,35,152,,,,,,,
PNW,7776,121,121.0,,,,,121,,,,,,,,,,
PNW,6445,404,134.66666666666666,,,,,104,156,144,,,,,,,,
PNW,3220,244,40.666666666666664,,,,,38,39,42,35,40,50,,,,,
PNW,7803,35,35.0,,,,,35,,,,,,,,,,
PNW,2148,220,36.666666666666664,,,,,30,43,61,33,19,34,,,,,
PNW,3192,96,24.0,,,,,26,,,16,31,23,,,,,
PNW,7696,23,23.0,,,,,23,,,,,,,,,,
PNW,7032,37,18.5,,,,,19,18,,,,,,,,,
PNW,7204,49,24.5,,,,,19,30,,,,,,,,,
PNW,6959,42,21.0,,,,,17,25,,,,,,,,,
PNW,3684,155,25.833333333333332,,,,,16,21,17,46,27,28,,,,,
PNW,4051,179,29.833333333333332,,,,,14,16,25,37,44,43,,,,,
PNW,7493,10,10.0,,,,,10,,,,,,,,,,
PNW,7819,10,10.0,,,,,10,,,,,,,,,,
PNW,6129,138,34.5,,,,,8,30,54,46,,,,,,,
PNW,4726,219,36.5,,,,,0,34,16,81,35,53,,,,,
PNW,5748,184,36.8,,,,,0,25,47,15,97,,,,,,
FIT,7179,189,189.0,,,,,189,,,,,,,,,,
FIT,4301,52,52.0,,,,,52,,,,,,,,,,
FIT,7510,46,46.0,,,,,46,,,,,,,,,,
FIT,3997,43,43.0,,,,,43,,,,,,,,,,
FIT,7518,39,39.0,,,,,39,,,,,,,,,,
FIT,7303,34,34.0,,,,,34,,,,,,,,,,
FIT,7410,32,32.0,,,,,32,,,,,,,,,,
FIT,3345,30,30.0,,,,,30,,,,,,,,,,
FIT,6133,23,23.0,,,,,23,,,,,,,,,,
FIT,5888,22,22.0,,,,,22,,,,,,,,,,
FIT,3028,10,10.0,,,,,10,,,,,,,,,,
FIT,4412,10,10.0,,,,,10,,,,,,,,,,
FIT,7508,10,10.0,,,,,10,,,,,,,,,,
FIT,7705,10,10.0,,,,,10,,,,,,,,,,
FIT,7720,10,10.0,,,,,10,,,,,,,,,,
FIT,2721,7,7.0,,,,,7,,,,,,,,,,
FIT,6898,5,5.0,,,,,5,,,,,,,,,,
FIT,6993,5,5.0,,,,,5,,,,,,,,,,
FIT,7329,5,5.0,,,,,5,,,,,,,,,,
FIT,7093,5,5.0,,,,,5,,,,,,,,,,
FIT,4076,0,0.0,,,,,0,,,,,,,,,,
FIT,6671,0,0.0,,,,,0,,,,,,,,,,
FIT,6306,0,0.0,,,,,0,,,,,,,,,,
FIT,2897,0,0.0,,,,,0,,,,,,,,,,
CHS,6505,49,24.5,,,,,,26,23,,,,,,,,
CHS,2964,137,45.666666666666664,,,,,,20,104,13,,,,,,,
CHS,4137,66,22.0,,,,,,19,16,31,,,,,,,
CHS,3283,57,19.0,,,,,,0,19,38,,,,,,,
FIM,6493,102,51.0,,,,,,60,42,,,,,,,,
FIM,470,504,50.4,,,,,,59,137,47,54,37,28,38,30,21,53
FIM,6852,55,55.0,,,,,,55,,,,,,,,,
FIM,5175,159,31.8,,,,,,47,23,29,18,42,,,,,
FIM,6559,63,31.5,,,,,,32,31,,,,,,,,
FIM,5201,182,36.4,,,,,,28,36,20,53,45,,,,,
FIM,6531,65,32.5,,,,,,26,39,,,,,,,,
FIM,7101,24,24.0,,,,,,24,,,,,,,,,
FIM,6011,65,21.666666666666668,,,,,,22,22,21,,,,,,,
FIM,3398,215,23.88888888888889,,,,,,20,14,33,13,21,13,15,23,63,
FIM,6119,75,25.0,,,,,,19,25,31,,,,,,,
FIM,6633,61,30.5,,,,,,19,42,,,,,,,,
FIM,5447,98,24.5,,,,,,17,12,45,24,,,,,,
FIM,5664,71,17.75,,,,,,14,9,17,31,,,,,,
FIM,5226,65,16.25,,,,,,0,,20,21,24,,,,,
ISR,7083,34,34.0,,,,,,34,,,,,,,,,
ISR,7286,33,33.0,,,,,,33,,,,,,,,,
ISR,7302,25,25.0,,,,,,25,,,,,,,,,
ISR,6739,73,36.5,,,,,,23,50,,,,,,,,
ISR,1944,43,21.5,,,,,,16,27,,,,,,,,
FMA,6203,208,69.33333333333333,,,,,,81,20,107,,,,,,,
FMA,7024,34,34.0,,,,,,34,,,,,,,,,
FNC,6003,344,114.66666666666667,,,,,,130,54,160,,,,,,,
FNC,3402,319,106.33333333333333,,,,,,31,205,83,,,,,,,
FNC,4767,102,34.0,,,,,,18,54,30,,,,,,,
FNC,7305,10,10.0,,,,,,10,,,,,,,,,
NE,6335,71,35.5,,,,,,49,22,,,,,,,,
NE,4555,195,39.0,,,,,,46,21,44,14,70,,,,,
NE,5122,420,84.0,,,,,,42,23,41,131,183,,,,,
NE,5129,200,40.0,,,,,,42,37,13,34,74,,,,,
NE,7240,38,38.0,,,,,,38,,,,,,,,,
NE,1085,27,27.0,,,,,,27,,,,,,,,,
NE,7259,26,26.0,,,,,,26,,,,,,,,,
NE,7269,21,21.0,,,,,,21,,,,,,,,,
NE,5471,93,23.25,,,,,,20,15,22,36,,,,,,
NE,6812,18,18.0,,,,,,18,,,,,,,,,
NE,7306,10,10.0,,,,,,10,,,,,,,,,
ONT,7329,129,129.0,,,,,,129,,,,,,,,,
ONT,5519,77,38.5,,,,,,48,29,,,,,,,,
ONT,5589,41,20.5,,,,,,28,13,,,,,,,,
ONT,6564,103,51.5,,,,,,24,79,,,,,,,,
ONT,5776,37,18.5,,,,,,18,19,,,,,,,,
ONT,5033,33,16.5,,,,,,4,29,,,,,,,,
ONT,5324,17,8.5,,,,,,0,17,,,,,,,,
PCH,3573,135,45.0,,,,,,70,35,30,,,,,,,
PCH,6842,47,47.0,,,,,,47,,,,,,,,,
PCH,5582,261,87.0,,,,,,39,107,115,,,,,,,
PCH,3265,75,25.0,,,,,,24,27,24,,,,,,,
PCH,6714,62,31.0,,,,,,22,40,,,,,,,,
PCH,4235,104,34.666666666666664,,,,,,18,60,26,,,,,,,
PNW,4495,252,50.4,,,,,,61,96,51,21,23,,,,,
PNW,3575,140,28.0,,,,,,56,33,14,10,27,,,,,
PNW,4077,407,81.4,,,,,,55,54,89,21,188,,,,,
PNW,4608,261,52.2,,,,,,51,34,38,93,45,,,,,
