Team,Elo Rating for Total RPs
frc525,3410.2685836555443
frc7864,1785.786694072068
frc3418,1101.0009286274098
frc2502,3412.0439989619554
frc4230,1100.8716015225643
frc3381,61.92219788853298
frc1792,4969.782749693108
frc5720,1100.8522347214853
frc4531,3833.339351550007
frc6758,64.55427982447877
frc2491,4472.720411245409
frc6132,-535.707297775581
frc3928,4473.915199256461
frc5586,3837.832574638291
frc6574,7308.234027610228
frc4182,-1236.7586651868564
frc2472,1787.8706104365936
frc5271,-4402.924572566344
frc4624,4971.741871099434
frc2129,7711.941480291049
frc5576,-4402.540515223136
frc2501,-2442.5216584735153
frc3926,5334.160289323452
frc7530,-3121.875051268366
frc4778,3419.2289136834324
frc4166,-3121.740312504923
frc4623,-3121.607082544069
frc5541,-3121.475261842402
frc3023,439.68284157144
frc7273,-3735.149779358456
frc3100,8603.992513949488
frc2667,2828.5331867639106
frc2512,4477.260086825531
frc4181,-4397.626523319542
frc5339,-4397.3777017576285
frc4703,-4397.135146441388
frc2826,2829.0697337388197
frc8803,-3734.225638397169
frc7578,68.75756071505631
frc1675,1105.5000019004628
frc6147,-6014.776522150472
frc4226,2211.59480714374
frc7677,71.28530517296886
frc3212,-6481.788619939332
frc3755,-6875.325597391176
frc6044,-6874.123240661735
frc3298,-537.1157561667025
frc8700,-3120.8504543428985
frc7311,-8151.559333924597
frc4635,4484.104739595923
frc3478,5093.07170517533
frc7102,2829.8574481185
frc4010,5337.647635244662
frc6017,7715.519990593207
frc4403,-1781.3886193061037
frc3933,-539.2174324393111
frc9282,1105.5668080939881
frc5887,1105.4758523359299
frc8734,443.5058347518767
frc9213,444.5950404211547
frc3794,2213.0500305159267
frc6647,2829.975894913746
frc9280,-539.5080074627191
frc7421,5339.112150879357
frc6348,4480.596358294637
frc5959,1110.6843443373957
frc7546,-1779.2251168586363
frc8740,-1777.2291683918031
frc6676,-1775.256575143538
frc6694,-2430.522707219489
frc4775,-543.8793937024078
frc3158,2829.915094892339
frc3526,5340.075101459603
frc6170,-544.7616942290097
frc6106,-3732.6277823073215
frc5133,-3732.0600891670156
frc8293,-3731.4798094181683
frc6702,2215.69785160983
frc7725,77.49271071477418
frc2283,2831.3942180230297
frc4584,-4391.896739929189
frc8256,-4391.820995573409
frc5932,-4391.742323821687
frc3472,-2429.784390453372
frc9060,-5009.169651026271
frc4782,-6013.087980389132
frc6608,-6012.803853057951
frc8741,-6012.5166749085565
frc6832,-1773.4252156391824
frc3467,7717.9502575049955
frc4041,7321.846151362435
frc4564,8604.152665807596
frc95,7720.457142612072
frc6933,5971.6805265488565
frc138,9095.78315966833
frc5687,5973.318925516831
frc1922,7721.73571998928
frc8708,7723.6033208655235
frc238,9095.91331002996
frc8724,6770.4649504710105
frc1058,4995.234432563807
frc1247,-545.8313020847789
frc2876,4997.4698922119105
frc6161,-546.7184262428618
frc1307,-547.6228507880215
frc1512,-2426.846589661602
frc467,8248.423660586204
frc131,4485.798118488719
frc1073,8248.725412226786
frc6763,6497.324647156522
frc501,2831.741356225563
frc1277,5978.333348215406
frc5491,79.79364320341323
frc7314,-3730.4792428408405
frc7913,5979.860018614325
frc4925,3420.1654074967505
frc3566,-2426.280462368992
frc3597,3421.89457900402
frc5902,-3729.843392439316
frc8023,5981.267395294733
frc3451,1110.943310381152
frc1831,1110.8760574593512
frc811,4999.620091250254
frc6690,-547.8740052134402
frc4761,2833.2763136866806
frc151,1110.8562907038076
frc6762,2833.181675729502
frc663,5982.128266793806
frc3711,8614.52895530321
frc7034,7333.8502058531685
frc955,5419.989692299821
frc3218,4657.414911058937
frc4060,2833.4111904355154
frc2521,5358.053867319515
frc4127,2833.5991374828945
frc3674,6499.334217976542
frc1540,3424.0959145072907
frc6845,-4389.569780871405
frc2926,1794.0439509428013
frc1595,5989.4464954084815
frc6443,7333.862815969288
frc2811,7723.065635042736
frc6831,2834.268092113489
frc360,99.80886281497762
frc4662,-3729.0896411710864
frc4513,1795.0406663771755
frc1432,7338.600031221077
frc997,6503.463394255814
frc4061,8249.877705709087
frc5920,4494.795530453993
frc5468,5007.672307948998
frc2915,1114.6045820561212
frc3712,1114.5803823656927
frc6696,-3728.430862777053
frc5295,-548.3204106586095
frc2550,-549.2869631008034
frc5970,1114.5727463584415
frc847,86.25201101592424
frc4104,1114.6139931875095
frc4488,5009.665065895517
frc1359,4498.743311758151
frc2733,1114.6171387346535
frc6377,7725.072529409568
frc1477,4499.108111880852
frc6672,6517.9661687785065
frc6800,8858.619614806556
frc3847,7342.544015304514
frc3035,2221.7982403431074
frc624,8860.915343611001
frc9128,5009.772435952926
frc8556,-2425.732765903328
frc4610,4500.897080686878
frc2714,2834.6238589349678
frc2881,3848.0956932028525
frc3735,-1770.3546331297057
frc3029,-550.3472471598911
frc7540,4501.506585126094
frc5503,5998.496913054391
frc4295,2834.4877479493084
frc9054,4501.556109619552
frc8088,3425.1144461335084
frc2848,9106.627563022288
frc1164,2835.3668233697254
frc4734,1796.7605931233509
frc9311,1115.913896930489
frc6180,6510.711023907043
frc4328,88.79694351951554
frc2158,8634.975268143346
frc3545,-550.5661161567906
frc3676,-1768.394210608622
frc7088,-2421.925935957407
frc7091,-552.2780078464106
frc9289,-3727.715045027672
frc7119,-553.201455801928
frc8408,-1766.4510046546166
frc2789,-4387.243626845925
frc8769,1115.866123720602
frc2950,-554.746273223824
frc3743,-555.6194062922461
frc7125,-556.4705353322556
frc5052,-557.2956454923346
frc4717,-2420.0690563520902
frc5866,91.77363648446759
frc4499,7725.200093834736
frc2240,5364.1127038018385
frc4550,7726.45112014072
frc2122,8635.808576430434
frc5851,8636.682005646413
frc4068,7348.829982803319
frc8,5010.410944374433
frc192,1797.1869951859414
frc3374,3434.2257370951047
frc4585,2835.333211474965
frc1332,-1764.5263947703377
frc6411,4501.96420119142
frc701,93.79714993673582
frc2996,3427.284946766564
frc6844,1116.7417585691785
frc4598,-1223.5976296014342
frc4175,1786.9568504251865
frc3648,3428.373794073494
frc4593,6001.444546319626
frc4944,1966.1904898608354
frc6400,95.86204897283073
frc9138,3853.3957037562623
frc1569,3432.1264380230523
frc2972,5011.146123885109
frc3200,2838.4683229557295
frc8087,3433.186386506543
frc7436,97.77826303932777
frc7895,99.64195705887958
frc8174,-554.8141507420479
frc5933,-1222.4712110572439
frc3288,1118.7961807053962
frc9037,457.74278263130003
frc6358,2228.87010537493
frc2993,-1759.749109677422
frc3243,-1758.0582363533633
frc4348,-1756.386684686179
frc5071,-2414.8382823573997
frc8885,6797.274237271198
frc7634,1120.4360395142555
frc1828,-556.0927036307666
frc9044,-556.7527160259964
frc7906,-4387.199146285324
frc3405,-4387.154703486819
frc3245,-3113.4007717565396
frc1678,10117.63571468092
frc3255,5013.156487858257
frc6036,7348.105095046581
frc4481,5015.118553070986
frc972,6520.778896070917
frc294,1806.76316375081
frc4201,8637.362763880741
frc2102,1120.972735268885
frc4414,6805.6054042924325
frc3473,3433.972919430216
frc973,7885.108466099754
frc5089,-503.0686261827291
frc3863,2230.1396353242003
frc2465,5017.041310134824
frc687,8638.340458859759
frc2486,460.17394204318094
frc589,-1755.2990710319004
frc3647,6810.322445712593
frc1266,-556.9617509453097
frc4711,1122.6023118185763
frc3128,2231.2207565727003
frc6479,3855.651098578894
frc2429,1814.375647267523
frc498,3856.764410715883
frc3859,3857.8488822935096
frc4,461.9080811918937
frc1572,-557.4653821087107
frc696,7889.128052696134
frc691,-2413.196129726284
frc3008,3441.019428168614
frc1452,-1219.567182005224
frc3881,1124.5928422297886
frc5012,-557.1353872332636
frc1515,2232.5246581242645
frc7424,-2413.0125787899233
frc6658,4505.72039907929
frc3354,-2412.875913607524
frc2584,2841.9423793786486
frc1661,2841.3744305812006
frc1159,-3111.541231990977
frc2543,1124.1324145061221
frc8891,-4386.669596818693
frc4731,1123.644281684686
frc3328,2840.7557585730447
frc3940,9268.81267263154
frc910,7355.927847329404
frc1501,5157.604329998708
frc3487,9120.700725144157
frc862,6007.476965311984
frc3176,7349.346482207253
frc1024,7348.206776361792
frc868,7737.305308280302
frc71,8645.1014923121
frc45,6539.478311304807
frc3147,6009.397876437243
frc461,4506.458335977088
frc135,3862.9409197484515
frc9208,5024.5863402115765
frc2197,2840.180014160395
frc5402,1123.1707868008004
frc2909,4506.812254473644
frc328,7348.79726254707
frc6956,7738.787889266565
frc1555,5026.069378804387
frc1018,6008.90402315101
frc6721,1813.344767051144
frc3936,-4386.632237293153
frc5484,9354.71002654972
frc2867,7350.138630714663
frc8103,1814.2840486820332
frc4926,6008.526826778297
frc4982,1124.3468694356336
frc7477,1815.2021128364504
frc3865,-2412.3586152754806
frc9071,3443.7534346250436
frc9119,-4386.595701574035
frc1747,2236.9664315481914
frc1768,6544.415028909807
frc125,6546.311316013688
frc7407,5374.187154240847
frc3314,8905.278068635133
frc78,6830.639193760813
frc8013,9134.832100763315
frc88,7346.23217025361
frc2713,7740.243935249025
frc6153,6554.9665431356825
frc61,6012.165632508806
frc2648,4507.22734926636
frc175,6011.216915480484
frc157,-2406.9730646946978
frc69,1124.6667462801072
frc6367,-1754.2308505581111
frc4908,-557.8415856944757
frc2342,6010.139348931516
frc5000,4506.433859997095
frc1474,1124.1575520478316
frc2262,6555.107863022193
frc5962,-558.3046317696426
frc4906,6010.229607159614
frc4473,2838.895733524168
frc9286,1123.641642560903
frc126,109.77910995214462
frc9055,4505.5378836038135
frc8604,1122.4926161476828
frc1965,3445.2079868725355
frc3719,-1752.4140970279361
frc6731,-3723.7732221943725
frc4795,7740.917486812137
frc4561,5042.7772783538385
frc7890,3865.9292102938753
frc3506,6015.864725419772
frc587,8243.742587414838
frc4935,4504.996605618568
frc6004,1817.3749130949327
frc900,8597.137075732775
frc4290,6555.292634910671
frc8429,4503.925085246045
frc3196,-2410.2938091016304
frc9000,5379.445187450555
frc5727,6841.5794437514905
frc2642,5431.281284496006
frc9150,2838.7194755334667
frc6888,1122.7297186339433
frc5511,1122.1756602548726
frc5679,-558.2971000094312
frc6729,3448.693583543326
frc6932,1818.4816065917917
frc6502,7349.852173492897
frc8090,-1750.8922865015713
frc9005,2838.4506728053293
frc8833,-2409.482137166504
frc8727,6562.58104812871
frc9298,-558.8610430686126
frc1225,-2409.486754809086
frc1533,5384.657036894822
frc6639,-4385.962934901799
frc4039,7371.221438225244
frc4976,6566.11415541056
frc1114,9530.600443619605
frc1325,6565.030701868133
frc4069,3618.6067482114613
frc9098,7347.395829965685
frc1241,3873.095311384069
frc1285,1819.7388436654142
frc4152,6014.256663881368
frc1360,1123.0206822161408
frc781,8286.528302146184
frc3161,1820.8528958801908
frc3739,1123.0622768582107
frc4920,7349.018565542484
frc5885,6012.76123187346
frc5031,6567.028653349617
frc7757,2837.3053451811948
frc7659,1122.3661232315674
frc7690,4503.461528220255
frc7200,-559.2536935295258
frc865,7344.32966783233
frc5672,-1749.449689755248
frc6864,5037.826230418647
frc8731,-3722.8530955915517
frc6859,1822.070358785961
frc4903,7912.087415242197
frc3543,1122.2978324867834
frc2935,1823.2039021281878
frc2056,9533.882795370406
frc2200,8289.223062798183
frc1305,6012.29644584389
frc610,6012.064192067919
frc4476,5039.581654562382
frc7558,7759.298855355448
frc2702,6008.845262824324
frc5409,5392.328279541872
frc188,1824.2569198681188
frc7480,6007.198026950348
frc6378,2835.8149301535245
frc5834,4504.529158356165
frc8349,1122.815341193245
frc4946,7758.936047347795
frc2386,6005.308395169954
frc6140,5043.296308689481
frc5036,2835.202707680825
frc8850,-1747.6697855696568
frc6514,1121.9720577384453
frc7712,7348.5508082027245
frc5719,5044.641963458714
frc6397,1121.0926766023272
frc6987,1120.1834995659867
frc6866,-1745.9146908561195
frc7476,1825.7864248659378
frc7603,-1744.1937424263517
frc6975,-3722.0869270459143
frc7902,-1742.5162125496256
frc4951,1826.7657889479665
frc9127,-2406.2552630458795
frc9113,-559.999260781299
frc6141,2834.178390124816
frc1246,-2406.3570416184693
frc771,2833.5057234155797
frc2539,9371.741172595739
frc5895,7772.013415382025
frc1218,5396.178290684687
frc1807,6869.597272918277
frc103,9392.492279094702
frc1640,5047.615882616273
frc341,6006.8015065504605
frc25,4556.457483969652
frc272,10185.315886089522
frc3637,3459.368090055399
frc708,6571.934530615608
frc423,1827.8764083799874
frc2607,9544.607820727177
frc365,4505.566113117596
frc5684,1121.1168215305706
frc433,3460.381162176245
frc1391,6015.493991876318
frc5181,4505.918598655957
frc816,1828.896470367338
frc4653,4504.484745273149
frc2095,-1741.0673688292939
frc5310,1120.7553418469088
frc709,-1739.4832059760845
frc6808,-2405.2852116875188
frc5113,-1738.0238608672348
frc5407,-1736.5722375221783
frc6226,4503.022445946611
frc2590,3877.074297959523
frc2559,1119.7674095795505
frc7414,6572.053688360788
frc2180,4501.7319256917635
frc2234,-4384.797838870737
frc7110,2834.175326743351
frc5490,-6012.205890715411
frc3005,6875.047773522363
frc2468,8662.756471320405
frc2582,6575.8082258957065
frc1745,6880.84673149421
frc3802,6579.125681876625
frc4192,3463.6812855054795
frc2687,8296.253311020295
frc4641,1118.7756231503813
frc5572,6005.98105457398
frc2689,7353.381651144203
frc1296,6017.489790960977
frc6901,4500.289957298496
frc7503,1117.7827670434767
frc7121,-560.4065583211327
frc9034,-560.7654192979854
frc9156,6002.6322978444605
frc8874,1116.7984782979113
frc8816,-1735.1111491829897
frc5431,3467.0701498784183
frc8858,4498.921464549472
frc9088,7351.663171258794
frc7506,2834.89125503005
frc5682,113.97897315855302
frc5417,8295.82654198891
frc8749,6000.514292180671
frc6171,4497.497626587628
frc7321,2834.1221789004658
frc5212,1830.6861443820944
frc6768,2833.2521186968183
frc6526,-2403.7524321001206
frc3282,-6872.283498915098
frc2363,7350.328310350664
frc1629,3034.899061554921
frc401,1118.004652696317
frc1731,8666.548655525989
frc6802,10183.274991497163
frc3136,5052.348628449766
frc623,7768.607382455233
frc5724,3467.772044309015
frc346,5998.598971882972
frc122,7351.104419781808
frc8230,5996.419373984471
frc422,2849.3251058653527
frc2106,1831.8262260236022
frc4456,7349.54182713262
frc3373,4497.407151066312
frc1262,-560.4784852385761
frc8592,6720.487844198177
frc619,-560.7936239439402
frc9003,-4384.782259998102
frc3939,6587.225948060439
frc404,1115.7758513280125
frc2028,8301.343097855577
frc6194,-2403.9925498393914
frc9235,-2404.2716379963686
frc9033,3468.852561474985
frc977,3469.566171353416
frc1915,1114.8441191514205
frc6504,1113.9312462014527
frc4505,-561.0890144066503
frc1086,1113.0404514231311
frc1885,1112.171598192938
frc3361,-5497.389247760014
frc3359,-4384.730423429279
frc540,1111.3267755939532
frc2910,3883.321035273858
frc2930,7772.575380085697
frc7627,5995.434166271138
frc488,7352.558277470286
frc4911,5993.205185152456
frc4915,5990.950497975066
frc1318,5054.584157911934
frc2522,5988.788578879494
frc2147,7350.165076018636
frc4681,-561.3718776913784
frc2976,5986.5626524258705
frc4173,1110.5076782513452
frc4131,5055.97737770203
frc3826,1833.6297170159794
frc2980,1834.3712535420086
frc2412,6907.937413546526
frc9036,7351.152322925893
frc5941,2838.2999161992375
frc4512,-561.6478326318753
frc1899,8669.121151924714
frc3049,117.1943750070523
frc4089,1110.5403920858196
frc4682,-548.5588689579466
frc5588,-561.1555844679756
frc8248,119.26170372100547
frc3681,2837.4642890471264
frc2903,-2404.5838265682664
frc949,4498.545583380595
frc2928,120.92609887733141
frc1778,9168.80969940299
frc3268,1835.387056816258
frc4980,1109.9821298505624
frc2097,-560.2788125505581
frc6350,122.7602072856334
frc2974,3887.6709894106953
frc6340,2836.656971872181
frc6341,5984.636808120833
frc1758,1109.1437343463265
frc5900,-559.9642288240225
frc8080,1108.4590319233694
frc6023,1836.5529794355984
frc6712,4497.760718512105
frc6705,1837.1607253008556
frc6944,-1733.4248444593159
frc6887,124.65700597177046
frc4516,1108.7834172550158
frc4026,4496.449727095784
frc7104,-4384.725790003698
frc1311,-3104.431814931987
frc1002,-4384.552001513905
frc7451,492.2983488223769
frc1648,-1732.2903776459978
frc7514,-559.5757902563884
frc3815,4495.148231268894
