Team,Elo Rating for Total RPs
frc8866,5982.433330531129
frc832,4493.865884036992
frc5219,-1731.0772461201402
frc8761,-559.7843069892743
frc8865,-2403.427624677003
frc5934,8306.387882380744
frc111,8943.9664098559
frc2451,2835.8885294096026
frc694,6614.19104031667
frc2338,9542.957625474444
frc4327,5980.846546446551
frc8096,1111.2661805513665
frc3488,3889.4624795222026
frc3061,6914.317516192476
frc930,7949.947740979741
frc1625,3478.9278610790698
frc1781,7353.499460959416
frc379,2835.6786865255285
frc3067,-560.0005357136116
frc3352,3477.5482914932904
frc8029,4493.71709342752
frc3734,1838.226135183682
frc7460,5971.613112415088
frc112,3891.6892418708912
frc3390,-3102.777228124977
frc1739,494.23495678506805
frc8122,6598.819536992887
frc5822,1114.1969914378067
frc48,6920.263472173623
frc4645,3480.0370854226117
frc2358,4493.714007809424
frc8802,6601.525137951921
frc2151,-1729.9030333387961
frc2022,1838.9213072161149
frc7560,-1728.8563167747477
frc2013,5059.898680310312
frc2830,3480.66856456073
frc2506,2255.2132810356825
frc9082,1118.708387766676
frc677,1840.9536938890085
frc3110,-3102.731277981725
frc8880,-3102.6318283950495
frc5125,5414.762529646932
frc4702,-3102.5313918293937
frc4787,2838.548878828635
frc3695,1841.471409771943
frc7237,-3102.4296883825887
frc6651,-560.1094534197905
frc806,3481.3703660237434
frc5148,1841.8549107961724
frc2077,-4384.153584365604
frc5603,4493.67717421208
frc5166,6923.28782920443
frc1718,7785.300633170193
frc494,7846.136983310243
frc5612,4492.524595281673
frc1684,6000.400040328788
frc68,3896.084170363177
frc4779,2258.867519660466
frc314,7361.103242250902
frc3667,2840.331008246172
frc6098,6605.040508610016
frc5235,6604.217775618882
frc2604,3484.213499321467
frc5114,5980.623672965573
frc247,2840.2378093608154
frc5562,-4384.169811289508
frc8426,4492.909534038868
frc3568,-3712.131536742511
frc5517,5064.154605710077
frc2137,4492.634649101322
frc7762,1115.2017043458839
frc7192,1114.5573735763096
frc1076,3485.0653697011817
frc3098,5978.713019533182
frc5150,1843.8575223937426
frc3534,5065.58717130756
frc9237,1114.4542508134357
frc5860,2840.212768283277
frc6085,1844.4034101873078
frc4961,131.32990649494616
frc5183,-6010.707893882995
frc5533,-5495.911366847962
frc7772,1114.3575283048672
frc5046,2839.5160137755797
frc830,-4383.679520520481
frc453,4492.516772761287
frc51,8326.074019860338
frc3536,5420.413819792552
frc5560,4491.52553760897
frc4983,8313.140595300008
frc5907,1844.9256867458862
frc1481,3486.13859958082
frc3618,4490.536536398597
frc3655,9153.718443424546
frc1322,2839.5228190902867
frc5702,1845.2836409263182
frc6548,5978.83832984654
frc2246,1114.7982437213893
frc6078,7360.754777425024
frc5567,-2404.518858204665
frc8374,4489.490518638358
frc9241,2838.8627835660823
frc7254,-559.7690193522393
frc5674,5976.87485939724
frc8873,1845.7655901413184
frc5704,-1727.8687765075256
frc5708,-1726.9260884294367
frc3773,1114.7343964599474
frc7195,-559.911845699026
frc8424,1114.1721153406336
frc9203,-560.1015533873328
frc5234,-2403.9013296031335
frc5530,4488.456148434971
frc6002,5423.808893493727
frc2767,9425.292160117007
frc3620,1887.8286268914767
frc5152,3906.7106659439423
frc5675,1122.3901830651055
frc4776,2854.181780040531
frc5712,3905.4213967937744
frc74,7791.088614019101
frc5462,9183.691922633516
frc5927,5072.564159893885
frc1940,4491.598876476799
frc3875,-2401.9250354669807
frc5610,-4383.709953462609
frc4325,2838.5351253066074
frc6588,133.66234751715254
frc5056,2837.870306746969
frc5843,7361.697594910075
frc5182,-559.7539103541709
frc8126,6605.79310306169
frc5623,4490.580976555176
frc5110,2837.22091137373
frc7814,-559.9355058295753
frc3604,8344.665110002368
frc5982,2836.5811708911233
frc5980,2835.9532626640043
frc2959,3492.3960469398758
frc3658,5978.11096993851
frc5535,4489.671226062214
frc3452,1848.731157850183
frc6642,-560.1117115826275
frc94,1114.1716344660078
frc9228,-1725.5905251411098
frc5247,1849.091898396627
frc7210,135.46882089364715
frc7809,4488.6720197391305
frc2202,6936.546476158982
frc1706,6938.372947338023
frc4143,9565.91133071823
frc9031,1849.4643070000204
frc706,7366.77359514776
frc4256,8691.664022223455
frc7747,3910.5134161218816
frc1756,8967.590696091118
frc4500,3494.893931529921
frc967,-559.7358065566461
frc931,3495.2620380213116
frc1339,5076.3601934086955
frc1178,2272.6742210702064
frc6744,2273.6959140643844
frc5176,2274.6915790598446
frc4329,8787.168290226697
frc6823,6630.5395154366615
frc4330,1114.7408661883592
frc6420,6602.511680542997
frc6391,3495.731532393128
frc1259,3496.0837685834513
frc1208,-2404.1018474256175
frc7472,137.00322169015664
frc1982,5978.418244822073
frc2062,3496.4294510379727
frc5060,-559.3900083565245
frc1288,-559.5539463248107
frc7117,-1194.5970600165288
frc2978,-1723.3808437122213
frc34,-4383.746597309978
frc8069,-2403.9473233401313
frc8077,-2404.3104734695107
frc3792,-1722.3210616042008
frc8719,-3098.6645293475563
frc1329,-3098.597959493695
frc4418,138.46224099903498
frc3397,-4995.017752337737
frc5583,-4995.507984992895
frc4232,-5491.50226771403
frc7452,-5490.622367018927
frc7496,-5489.7522499049355
frc2408,-5488.891644832422
frc4931,-6004.593287085083
frc4607,3913.1565735093545
frc7028,5976.607225097384
frc7257,5076.172914548499
frc2509,1114.3839987130614
frc5638,3498.5664636162314
frc3275,3498.892597254916
frc3216,4493.668668995382
frc5172,3499.3249146679314
frc876,7793.8310769732625
frc4663,3419.9694554174152
frc4539,2275.9103406871286
frc6146,5075.936246661622
frc2470,1855.7149488207972
frc2883,3916.1887418595365
frc3134,139.77468791086753
frc3026,1114.5055873727895
frc4536,-4382.540338345796
frc877,1114.0307360760085
frc3293,141.15569733098894
frc8188,2851.7475956558706
frc2508,-6004.340328184307
frc3058,-1194.0022520924902
frc7858,-1193.831700332232
frc6628,5975.1599685334795
frc4198,1856.3153718416559
frc3313,7793.450556462869
frc2654,3916.784556606326
frc3277,-4993.305284084273
frc3630,8320.991642775953
frc3300,-1719.327698707333
frc3740,-1718.5429855113218
frc537,10594.334203070286
frc5929,-3098.510519440885
frc7038,-1717.7883777155669
frc4207,-1193.0831106484848
frc2175,3501.445901619801
frc8586,-3707.0199500457848
frc7235,-4381.546244786049
frc8255,-3098.1386923353843
frc8887,-4381.548650018842
frc8422,-4992.331873804021
frc5658,-4992.908807695643
frc4238,5432.694380914367
frc4360,-4993.493064556671
frc3691,-5480.665061119429
frc6453,-6002.634951365963
frc7048,1856.5516706384415
frc1619,6945.059526139485
frc6424,7794.871794861979
frc2352,5433.480235274114
frc3660,1856.7891602977074
frc1209,2852.043958570834
frc1108,4497.874315661948
frc5889,6615.081886596086
frc1410,9189.258397058047
frc4005,4496.923303832868
frc2165,1857.1312867030992
frc3160,142.26825051335865
frc2773,511.0379439635261
frc2341,5434.2809886463365
frc2373,512.0737545753559
frc4523,4496.04706454665
frc2945,2851.4067500284664
frc6026,-551.5742528532703
frc2333,1857.526397966597
frc9007,147.21917816764304
frc3247,-2403.766069954228
frc2395,148.1862682589354
frc2718,-2387.8997866560844
frc2359,151.71347139374805
frc4293,3507.6416012126588
frc3465,-1192.0937884273856
frc6809,-4993.566465382603
frc5578,-4994.15156383622
frc2986,-4994.730862891399
frc4603,-4378.04079946224
frc5550,-4378.042134513899
frc8711,150.15117718537752
frc1750,-4378.036110692148
frc2046,8964.859481233136
frc3636,7980.506450405816
frc2471,5981.3049254374155
frc1425,7376.489791014741
frc6343,-548.340775266085
frc2990,8327.156369806296
frc8532,6614.999658133124
frc3673,-548.5336986064133
frc568,-2403.583134871893
frc2635,514.3498122041708
frc4043,4495.235089254262
frc2374,5980.4515820525885
frc2898,1126.7613998468644
frc4450,2281.388434073952
frc6465,153.13502251640313
frc5975,153.96435160191476
frc957,5978.708232371347
frc3024,4494.318871056874
frc753,6614.795779138051
frc4125,3503.4572715586346
frc3679,3534.2774390079258
frc5892,8717.555757249234
frc5414,7375.84279738893
frc9140,5483.176937079151
frc6357,6615.312078073877
frc3561,2854.814848158562
frc4364,-1714.35146566838
frc2583,3505.3624398146667
frc418,5087.895680340224
frc5726,-3704.5679237148074
frc8610,-1713.6153427377128
frc4597,2854.8630958836784
frc5894,1126.389997950886
frc8827,5980.782941690135
frc8507,-547.6313359244754
frc8598,-2402.7259991310834
frc5103,-547.8189859962962
frc8625,-548.0032903342844
frc7521,-2402.840543977706
frc4332,-2402.9486903419142
frc8369,-548.1834468369174
frc7621,2854.1997979919356
frc7138,-1712.3825201384363
frc457,-2402.56503707545
frc6155,-2402.6605862124056
frc8114,-548.3261109827362
frc5986,-548.499771830957
frc9121,4494.6056337184455
frc6510,3506.3557972277727
frc3132,5089.104866424487
frc7433,5089.7779412024165
frc5584,3506.6610670940227
frc6996,3506.971011167743
frc6508,2285.564710688923
frc4774,2286.4962034025384
frc4817,1125.8471362132568
frc9144,1862.9211746098451
frc4729,1863.1772853237323
frc9191,1126.241743558195
frc9145,1125.6683731367805
frc6434,1125.1086126642645
frc9147,156.0362168801048
frc7128,156.83594961492972
frc6432,157.61876769416784
frc5985,3926.953855672804
frc5331,-547.2020174916353
frc7163,-547.3735442559977
frc4537,-1183.4054630576668
frc9146,-1183.284694787757
frc7561,-1183.1666052678631
frc4788,2860.4677127801287
frc5876,-1707.9096855723383
frc5648,-1707.20158175615
frc5988,-1706.5031200458204
frc6083,-2401.2377432833296
frc7583,-2401.3251556790483
frc6063,-3092.4164703596653
frc6575,-3092.4394379366368
frc9189,-3092.4741606665457
frc4739,-3092.5217059848937
frc8844,-3092.582999866041
frc5564,-4993.129131211421
frc6476,-4993.706686373659
frc6520,-6001.9665786919495
frc1323,10487.597173561693
frc8048,5445.220923513244
frc8033,6614.272088276505
frc1671,5982.869347497012
frc670,3927.5538155670547
frc5940,9442.543631534118
frc4738,8716.875622178988
frc1148,5447.233984011532
frc2551,4501.967946559898
frc2288,2859.8719071734636
frc100,-1182.395352241107
frc3970,9203.698475054622
frc8768,5095.625655746753
frc6305,4500.2179267436
frc9202,-1182.2679007458817
frc1422,1864.093381261454
frc8262,-3092.6575489009824
frc4400,7374.654571806542
frc1072,4470.853280377555
frc7777,158.64916629498646
frc5026,5448.64864042771
frc6822,159.40784237375723
frc6657,-1138.1048256774495
frc9274,160.51548426409428
frc5817,3511.9932162380464
frc6662,1864.5523552721593
frc7419,1126.7524856511002
frc6711,161.39103687320386
frc840,-3092.720900897065
frc8546,5986.327676191089
frc6238,2859.877329921803
frc2473,4497.957758718844
frc6918,3512.694041798945
frc5104,6959.714831439141
frc2135,1865.0808255798174
frc3189,2291.8564907928635
frc4322,1126.8659925652162
frc7157,4527.771518575485
frc987,6057.079858433777
frc3476,8981.451044283422
frc7137,2862.385808982755
frc1538,7275.358564167677
frc4123,6964.749955409498
frc2637,-1702.8165317952137
frc4014,5984.48099860442
frc5199,6621.951657798358
frc7447,3513.404652006872
frc4415,5100.4236461048595
frc2839,4498.134415070663
frc5461,4497.2613153064785
frc9271,1867.0514727658917
frc3882,8334.65298301746
frc1884,1867.3286898809579
frc1160,4496.3922647841255
frc6220,1127.309311512451
frc968,5101.815466573046
frc6560,8333.35289862787
frc5025,1867.7583527034446
frc3295,526.741838525089
frc7230,-1180.224440897908
frc6695,2862.644134021838
frc4276,2295.630112950347
frc6072,-3696.0244592209756
frc6499,164.216456782812
frc7042,3938.452279461058
frc4183,3516.181314879368
frc5835,-1180.0767722231324
frc867,-1179.943108724733
frc4619,-1698.7674142478627
frc3952,1131.0799262695002
frc3501,2865.0529168871285
frc3020,-1698.092262201703
frc4141,1130.5265452506685
frc4079,-531.5663787012479
frc8521,-1697.3870016685153
frc5805,-4375.573117448209
frc5857,-2398.135668123977
frc4984,1129.9851678322057
frc812,-4375.556214839717
frc4019,-6464.448482282719
frc5137,3516.7606840919566
frc3309,-1178.4254583368886
frc2813,5102.427762090272
frc2485,2865.0963325331268
frc1388,5984.393034160693
frc399,3939.8831629549572
frc1891,1129.45606246242
frc3880,1870.4675387916063
frc3512,7374.831590289207
frc8005,3519.118649570539
frc5869,-530.457484315454
frc9084,6783.546600289527
frc7323,-530.7002383101569
frc5285,-1695.3921441035131
frc1836,4991.764757239263
frc6995,5983.100772405071
frc5526,1872.8259733095817
frc6060,1130.0216421686491
frc5274,1348.8392978545019
frc2710,2299.3524372677643
frc7130,1131.8528833172547
frc5136,-2397.642400707763
frc3925,-3091.4558577454904
frc4270,5981.582656777256
frc3598,-3694.245746588836
frc599,5459.550098851627
frc1138,5982.238383728601
frc8533,-3091.2839528288455
frc7415,5101.293585454377
frc7327,-3091.424636373689
frc3759,-530.9029581544912
frc6398,-3691.7526589988265
frc4698,8332.192243605816
frc6934,-4374.565772186373
frc4160,1131.3538283954156
frc5678,-6000.377080123522
frc6764,-6000.128159672647
frc8006,-1175.9456876844886
frc7607,-529.8206940612502
frc176,7419.477298507828
frc177,6249.18241337789
frc8085,8983.37529451065
frc716,6626.125063911681
frc230,6974.74506868813
frc2067,7375.269210829682
frc237,8737.409084423663
frc5746,5101.800593943686
frc8889,7813.103963337342
frc839,-530.0544991996313
frc999,2300.252679684834
frc3654,167.34236614883994
frc1099,2869.8881690310873
frc3461,6628.76049358442
frc8167,3519.5049566668495
frc1071,5985.146079474843
frc5494,-529.8252995875889
frc3464,5102.491614244729
frc5142,-2396.518239347584
frc7694,5983.805101792775
frc9193,1131.0749722222126
frc236,2869.933015925128
frc1991,-530.0512468437086
frc2064,-530.2763251599745
frc2712,-2396.5128824102417
frc3634,-4374.546767951363
frc4628,1130.601267183759
frc1124,-5999.873066131487
frc2170,2886.2592658600724
frc155,1876.0418731934599
frc9216,-2396.508197814002
frc4572,2869.2300192896905
frc558,1130.5935804436224
frc181,-530.4924682050708
frc5856,-530.7106599125207
frc6346,4505.200397582319
frc7869,-2396.5018251703314
frc228,5982.262187510298
frc7457,6979.91836578732
frc7617,7627.280040163855
frc234,6632.154076037766
frc829,8337.281494267605
frc4272,4505.210520291681
frc3494,8335.873206625156
frc6498,8334.43543436519
frc5188,6631.192588371078
frc7657,4505.905789839203
frc5010,6630.510143823908
frc292,8742.265722343664
frc3947,2868.570405109878
frc3559,-2396.4962489885315
frc7454,5104.388794318405
frc2171,1130.1368650075988
frc1741,7819.042537321821
frc8116,5983.600642361661
frc8564,1129.685134074466
frc8742,5105.05144722767
frc1720,6629.759027717861
frc1646,3521.390806569511
frc4580,1129.2420324020861
frc3890,3521.660612457369
frc2199,4504.920776522867
frc1908,7390.33907893262
frc888,5983.201371396169
frc1123,1400.4341857342788
frc836,5106.287733948407
frc1895,5106.617114999894
frc4099,7819.554662835968
frc2914,168.8297005090205
frc1446,1878.3744635960368
frc1389,4505.778167134698
frc5338,-332.12609635969994
frc2900,1132.1772634501208
frc614,7391.068444200529
frc449,6630.217108291382
frc6863,8339.298077918686
frc7886,1131.7516593591724
frc6326,7389.937062634271
frc8326,1131.333628236499
frc611,2870.069807240138
frc2537,4504.856476616101
frc5587,-5452.347825127313
frc4821,1130.9244835612374
frc620,1130.5209359873215
frc5549,2869.4165296207907
frc5841,-6867.5805788156395
frc5830,-528.6514425265523
frc1111,8337.878653965661
frc4638,-2396.460548967663
frc8622,1879.6288917679121
frc2377,5983.192489846264
frc2534,-6866.396230141852
frc8514,-4374.284381061043
frc6239,-5998.747134152105
frc2961,-528.8654483301534
frc1189,5107.883217646883
frc469,8401.10040067427
frc7769,5477.402362987129
frc217,1158.7636003310797
frc226,6631.332057605612
frc7174,6996.282510733145
frc3539,8992.413713506485
frc201,548.1612345561465
frc3572,6813.242696004746
frc8427,-2396.4527777608164
frc5577,-529.0362929403127
frc6567,-2396.4446414577933
frc3096,4504.956404184637
frc7145,2868.8809955714087
frc5467,-529.2442347330066
frc8280,1134.880613526126
frc9250,-2396.4360429328704
frc5498,1880.406970231214
frc5555,5986.275123640793
frc313,-3690.7883894558254
frc5532,-1691.9090540172858
frc4768,-3690.335803786391
frc2048,-3689.8876253639196
frc4854,-2395.9429003798805
frc240,1134.865295358278
frc7597,173.2865325264931
frc9182,2311.0347860041243
frc2673,174.03223664777732
frc3632,1134.7486045268906
frc1528,-528.4518928114106
frc5478,-2395.9345266530213
frc8352,-4372.911606214234
frc5197,5111.056215733154
frc9148,1134.2090092896892
frc9253,1882.611319207115
frc2059,1165.754415238823
frc9008,2311.220987075501
frc7443,1884.6205771274813
frc3336,-2395.9261204861486
frc8738,5984.987067636207
frc4816,1135.108042983363
frc7671,2873.027157555254
frc5518,1134.6993704426684
frc5160,2872.35567437232
frc8758,-2395.917525606142
frc4829,2871.6903992827147
frc3229,-1166.69189572119
frc2640,-527.2624716678565
frc5190,7393.1840750729725
frc9259,175.65956348057972
frc6500,1134.4706007066547
frc8304,176.53342742088483
frc8804,2871.0314694410595
frc8746,1885.7619476894833
frc435,1134.6645811214555
frc3822,-1689.5409240069803
frc2655,1134.277505214715
frc3459,561.258832643513
frc9042,-3689.260285697495
frc3737,1886.3660053442286
frc8205,1886.6483322961353
frc6908,-4372.444392248248
frc4828,4504.994781516902
frc5919,-4372.426146827356
frc1676,6015.451747987655
frc1923,7433.703937735259
frc193,5982.875868172234
frc3142,5981.445413933292
frc752,-3688.5918923853133
frc1279,4504.1016797761
frc8117,6636.731843036475
frc7045,8338.0879749469
frc1811,1138.9442198025226
frc223,2870.6060205942463
frc219,1138.4971655423442
frc2577,7829.060877117965
frc4361,5980.83857512105
frc75,6636.262464216544
frc6945,-2395.416389265644
frc5732,-1688.7705177018008
frc5438,2869.9645911985335
frc1672,-1688.1241445556238
frc5992,2869.328835405376
frc2070,3526.5038126330464
frc56,2869.3892764531856
frc2458,-1687.4849639613442
frc222,8338.104136469075
frc102,5980.254561949638
frc41,-2394.063956604043
frc3515,1138.0621343640678
frc6860,-526.3306007308572
frc9116,1887.811768326097
frc484,6643.414945105499
frc4573,4503.340319246904
frc8513,1888.0938582264605
frc2600,-526.5370168202776
frc555,7394.900490489393
frc8628,-526.7407438088441
frc1143,-526.9417740171265
frc6329,8757.888395706485
frc6328,2323.8077496909104
frc5813,8339.412003581398
frc4909,6261.753516131663
frc319,8782.983091467575
frc8046,8340.156371123363
frc246,7834.953433523408
frc166,5490.883592614578
frc1740,9226.049912555727
frc1100,5116.088537825843
frc2423,4503.409070456453
frc1153,7395.978638869119
frc4048,9847.198129593076
frc509,8340.249534756904
frc8626,6636.872912955936
frc2877,8338.466463692299
frc6333,4502.507862680476
frc8410,5985.3854245526645
frc5112,8765.524886688458
frc2079,1138.5162216283568
frc8544,180.40366151068264
frc1350,-526.6694328127658
frc173,181.24547089572349
frc6620,-526.4005177835867
frc4451,9012.937622633044
frc4189,9844.52538141355
frc2815,5983.919723405452
frc3489,1139.095673993998
frc1102,8770.165032257191
frc4533,5982.466437642849
frc1319,5497.711439266796
frc1293,-4371.961812330696
frc1287,5984.577291581212
frc3490,5983.11673235243
frc342,4501.739084651126
frc343,5982.137610546952
frc1051,5503.860081847573
frc8575,-524.0812833507314
frc4823,-1686.4585190837781
frc6366,2871.5893206817846
frc3091,-2393.608291994859
frc281,6648.268777721586
frc5130,1138.0431803925364
frc6910,-2393.6039275295593
frc6167,-1685.5949068211683
frc9315,-3080.662042200086
frc4073,182.47168405930938
frc7085,5504.289072345347
frc6961,-3687.005762762336
frc3976,-3080.577345319754
frc1539,1137.7962551921855
frc118,9607.024825228014
frc324,5504.636637104039
frc5427,2325.846874971129
frc8576,1942.728969086791
frc231,4501.143814410629
frc5829,7395.528852115707
frc7616,7393.853241343771
frc9136,6639.264628952691
frc2882,3528.2598153279873
frc6645,183.32543008134553
frc8177,3528.5563950931783
frc4587,5992.090519728116
frc7115,-1684.9624070348557
frc5923,1893.552999979744
frc2585,-4371.462314322624
frc1255,4500.520610505704
frc3834,184.03091206370533
frc8573,4499.638129617435
frc4639,5129.861868714874
frc6488,-525.2034349455321
frc9181,-525.3728343546313
frc8370,4499.638083247991
frc7418,-525.5853909236669
frc8515,-525.7732960100843
frc2587,5990.865683104843
frc8750,2875.3254091602757
frc7492,185.18118954424733
frc3728,-3685.5098345160573
frc9307,-525.5043946310052
frc8591,-4371.002093294826
frc9081,-2391.7700997950133
frc5291,2874.6714917475083
frc6230,-525.6886699854496
frc7177,-525.8709342060774
frc8223,1138.5232705785484
frc2659,8768.548457966419
frc7426,5989.36964683521
frc2443,5987.884380581735
frc6413,573.5975733269503
frc1212,4498.7915700492795
frc2073,6640.133019146666
frc7645,3529.9851757202623
frc1165,4494.969697393495
frc4146,1894.2357588126013
frc9091,1894.5054822562365
frc60,4497.016002654883
frc2478,1143.2505234386076
frc2403,575.9570157690795
frc4135,-1680.5052398037965
frc4111,-3079.9288023738577
frc4565,1147.0264961468458
frc3853,-3080.15327015635
frc9059,577.7680683573449
frc6968,5132.1780824114885
frc668,3536.4724054328426
frc991,4497.097250023691
frc2662,-3080.373526810836
frc2449,-525.8533130237007
frc2840,-526.0296572861756
frc7214,-526.2038120389396
frc7755,-3080.5879212306654
frc6922,-1683.0545905339588
frc5059,-2389.045890356528
frc1011,-526.3396211180756
frc3019,-3080.2561333991966
frc3187,1150.5104458725598
frc7563,5132.745912964935
frc1860,1895.5958896743198
frc1156,8556.228985594531
frc7567,1895.8661528391615
frc9047,2330.963583117414
frc9164,1897.6194945055163
frc9200,1897.8784106675967
frc9305,579.8280648651596
frc9219,580.6671148890076
frc9199,196.55924274636223
frc7033,197.22156314398367
frc7565,4496.41261289379
frc5800,-525.5565755695714
frc7459,2878.5639043946903
frc9169,-1148.534393759704
frc9218,-1148.4894377356477
frc9163,-1148.4474065493155
frc8276,-1148.4083378054515
frc9165,-1677.6908350592796
frc9168,198.0255009743038
frc9048,-2388.04172198234
frc1772,-2388.0430384583233
frc9178,-2388.0439036079943
frc9045,-2388.0443223063176
frc9175,-2388.0442993123675
frc6404,2877.906171947355
frc6902,-3077.7871231504782
frc9085,-1676.3995717107316
frc9166,-3077.983147851976
frc9302,-3678.2751834097176
frc9261,-3677.887483598014
frc9049,-3677.503966569991
frc9066,-3677.124377965625
frc9162,-3676.7484199397736
frc9050,-4368.653316114574
frc9110,-4368.6408915953825
frc9046,-4368.627018135977
frc9087,-4983.093196108902
frc9195,-4983.729286866689
frc8066,-2386.5891501226774
frc9196,-6456.292298183669
frc8882,-6456.116125651255
frc8841,4495.873935652033
frc6722,5992.281953645471
frc86,5986.434470243001
frc4118,1898.4447266460343
frc9284,1160.1391140867222
frc5842,-519.1048101561181
frc386,5984.989537939089
frc1902,1163.639707083597
frc8753,584.7556812084748
frc6473,2877.3353267307766
frc6743,200.98825412966795
frc233,-3076.089927605881
frc4562,201.6159411215815
frc5145,1899.2016582737037
frc5816,-3682.039634102102
frc801,3976.388941910066
frc6527,-518.3659024455868
frc2425,-518.5625148195148
frc21,-518.7567986881166
frc8324,-4366.495428049687
frc5412,-1144.595911705688
frc1592,5983.555757770688
frc4622,-1674.4193168193265
frc7431,1163.3699671405923
frc4091,2336.543526874307
frc4013,-517.4340389495817
frc1369,-3075.9642785798424
frc6322,-3076.1436420968053
frc7442,-3672.928890585799
frc1557,-3672.573278398601
frc9279,-3672.2198234926846
frc1056,1162.7381131319792
frc4024,-4365.126954986801
frc8057,-4982.78107011836
frc5872,-4983.391846543791
frc6402,-5459.430487051711
frc3242,-5458.748886465585
frc2797,-5993.321789471567
frc1736,7391.490548167809
frc4213,-501.4641361730216
frc2481,8065.452554455092
frc2169,2337.3553383271324
frc6237,2882.0025460643574
frc5801,5982.232316425446
frc2704,7027.164735211799
frc4187,3534.6966296288274
frc4096,6641.7285946132115
frc4655,2339.3513347821954
frc4314,1904.4046963342262
frc6317,1904.6400924772408
frc2039,5135.046653251895
frc2040,-517.4197016911824
frc5442,4499.38208517353
frc5847,4498.505711521717
frc7848,4497.634947101329
frc648,-517.6064608548893
frc2080,1914.5228843828886
frc7417,-517.7910166792614
frc1987,8067.1806427970105
frc3184,6839.694900968715
frc1710,-514.9655653725902
frc1730,9461.774118632842
frc5013,8757.847350679082
frc3729,203.6035149545941
frc2410,5982.383430096523
frc2220,204.22059105020125
frc1827,1905.3326793511296
frc9269,1905.5606023142814
frc5126,4496.785499677834
frc5098,-517.1853165193019
frc8825,6644.085031893169
frc5837,3535.645070299503
frc5147,1164.6435284235533
frc5119,205.07969793669844
frc2357,1905.9670485744844
frc1775,1906.189571848899
frc1769,4496.074839185952
frc5141,-516.9284624039614
frc4809,-517.1068839187878
frc5268,-4363.507849924701
frc2457,1906.4108125387304
frc1994,-517.2832150630942
frc1847,-2384.6169888203776
frc1806,4495.222985466565
frc5189,-2384.620030856938
frc1763,2885.806883623556
frc1764,-517.4569004225086
frc7662,3987.7064466563857
frc1723,-517.6292272759329
frc935,2343.703438788229
frc8112,3538.3612685459293
frc2560,-7332.31229697972
frc195,7087.383296023658
frc1699,8361.652832446873
frc2370,6644.819619284216
frc1735,9251.341021957514
frc178,4497.8694181506935
frc2168,206.26634162270318
frc7153,4499.282577362391
frc7674,1908.2115883188035
frc3146,8358.89745653717
frc8709,3538.930015831431
frc1027,-517.3739680387051
frc9096,-2384.620668281517
frc571,7400.343933745797
frc6723,-517.5433213356887
frc6895,-2384.6221666336305
frc3182,3539.191209322765
frc7907,207.08949643505045
frc7127,-517.2883706842729
frc4987,-517.45547123374
frc2523,-2384.6225631083053
frc5050,4544.062143197118
frc4405,1166.2670416147705
frc8362,-517.6182978952389
frc7220,7398.531161260299
frc8179,5982.742278100667
frc6101,-517.7816651064916
frc8895,-517.9432079399069
frc9226,5138.693805467872
frc8124,-5993.093140172654
frc280,208.37042617835007
frc9211,-2384.6218659185
frc6615,1165.7840287930326
frc5263,-1672.303372113626
frc2337,5139.086997910615
frc5901,5139.1843092526315
frc2620,5982.302006757018
frc123,8356.227061910393
frc8774,209.08332635439473
frc9255,4498.920400694096
frc1,6645.756321895293
frc4851,2889.9489600409156
frc6532,-517.2333358201241
frc6914,1165.3147044256882
frc815,4498.062564312596
frc2591,1164.7162887707475
frc7692,4497.207417178197
frc5756,1164.1291942212488
frc7188,-517.3871408474115
frc5642,1163.5541050461975
frc7196,4496.357839678576
frc6096,2889.2629447687086
frc7856,-2384.1889408204884
frc4390,-1671.5029785459094
frc6099,1162.9902830711915
frc4838,-3671.4830241247537
frc7232,-1670.9151840131128
frc3619,-2383.316931390928
frc6616,1162.435211007091
frc2075,9477.45206140687
frc2960,-250.1883652228901
frc3546,5981.784399614059
frc5926,7397.212072457666
frc141,4495.592217129392
frc6128,5141.5465208364485
frc4956,3541.404385716236
frc9223,-3671.1142256483663
frc3458,1163.0040479340464
frc858,2889.637585811307
frc7810,1911.0057101245789
frc6094,5141.759557539092
frc4337,212.23697775349348
frc9246,-1670.2040692322828
frc4004,212.81267105788453
frc904,4496.486658729743
frc2405,1163.200507120523
frc8285,-2382.878975799596
frc7602,-2382.8830022081243
frc6005,1162.6758543684282
frc6428,-1669.3798315443676
frc9225,1162.1603326824327
frc5470,213.80336649021766
frc9248,1161.803119679877
frc4855,2889.0251215019953
frc5216,7395.645654946421
frc7211,3542.4612418619568
frc3641,5983.244868378547
frc9227,8352.83752568555
frc4003,4496.946279907237
frc5547,4495.037449424647
frc2619,6646.754468109561
frc3770,4494.2125833052
frc5229,2889.067557784088
frc8286,-2382.4604780038253
frc9245,5980.699252191627
frc4382,214.50596209820003
frc6071,2888.3882096669254
frc5248,215.05735962518173
frc7823,1912.2394677060838
frc8517,1162.0389161414132
frc5224,-512.495091512892
frc6533,-1668.64207015585
frc5525,1161.5526518865247
frc5203,3543.8285372084865
frc6020,-2382.039522816236
frc7109,-3670.6937582948194
frc4398,216.00341292517427
frc6963,5143.708122070219
frc6087,216.53943903319663
frc8041,1161.3746156074194
frc6097,1912.948637653225
frc6121,2888.5689477022765
frc7808,-2382.0322133010236
frc3537,1161.3313866481108
